seqnames	i	seqid	accession	matchnums_seqids_to_bigdf	Entry	Entry Name	Gene Names	Protein names	Organism	Organism (ID)	Reviewed	RefSeq	CDD	Pfam	Gene encoded by	Length	Mass	matchnums_seqids_to_bigdf	Entry	PDBsum	matchnums_seqids_to_bigdf	Entry	PDB	matchnums_seqids_to_bigdf	Entry	AlphaFoldDB	counts_identical_proteins	seqids_wGenBank_codes_txt	seqids_wGenBank_codes_counts
AQU99646_Pseudomonadota_Desulfococcus_multivorans	195	AQU99646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	WP_020877240.1	1
AQU99647_Pseudomonadota_Desulfococcus_multivorans	196	AQU99647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	WP_020877241.1	1
ARN57239_Planctomycetota_Sedimentisphaera_salicampi	197	ARN57239	A0A1W6LN83	11	A0A1W6LN83	A0A1W6LN83_9BACT	exbB_1 STSP1_01638	Biopolymer transport protein ExbB	Sedimentisphaera salicampi	1941349	unreviewed			PF01618;		483	52755	11	A0A1W6LN83	A0A1W6LN83	11	A0A1W6LN83	A0A1W6LN83	11	A0A1W6LN83	A0A1W6LN83;	3	WP_085755904.1	1
ARN57520_Planctomycetota_Sedimentisphaera_salicampi	198	ARN57520	A0A1W6LP02	58	A0A1W6LP02	A0A1W6LP02_9BACT	exbB_3 STSP1_01931	Biopolymer transport protein ExbB	Sedimentisphaera salicampi	1941349	unreviewed			PF01618;		258	28652	58	A0A1W6LP02	A0A1W6LP02	58	A0A1W6LP02	A0A1W6LP02	58	A0A1W6LP02	A0A1W6LP02;	2		0
ARU42506_Armatimonadetes_Armatimonadetes_bacterium	199	ARU42506	A0A1Y0H492	59	A0A1Y0H492	A0A1Y0H492_9BACT	CCB80_00185	Flagellar motor stator protein MotA	Armatimonadetes bacterium Uphvl-Ar1	2004467	unreviewed			PF01618;PF20560;		282	30391	59	A0A1Y0H492	A0A1Y0H492	59	A0A1Y0H492	A0A1Y0H492	59	A0A1Y0H492	A0A1Y0H492;	1		0
ATC62712_Verrucomicrobia_Nibricoccus_aquaticus	200	ATC62712	A0A290QFQ7	60	A0A290QFQ7	A0A290QFQ7_9BACT	CMV30_01310	Flagellar motor protein MotA	Nibricoccus aquaticus	2576891	unreviewed			PF01618;		220	23284	60	A0A290QFQ7	A0A290QFQ7	60	A0A290QFQ7	A0A290QFQ7	60	A0A290QFQ7	A0A290QFQ7;	2	WP_096054347.1	1
ATC63405_Verrucomicrobia_Nibricoccus_aquaticus	201	ATC63405	A0A290Q405	193	A0A290Q405	A0A290Q405_9BACT	CMV30_05250	Flagellar motor protein MotA	Nibricoccus aquaticus	2576891	unreviewed			PF01618;		238	25374	193	A0A290Q405	A0A290Q405	193	A0A290Q405	A0A290Q405	193	A0A290Q405	A0A290Q405;	2	WP_096055037.1	1
ATC63650_Verrucomicrobia_Nibricoccus_aquaticus	202	ATC63650	A0A290Q8Y7	194	A0A290Q8Y7	A0A290Q8Y7_9BACT	CMV30_06620	Flagellar motor protein MotA	Nibricoccus aquaticus	2576891	unreviewed			PF01618;PF20560;		288	30560	194	A0A290Q8Y7	A0A290Q8Y7	194	A0A290Q8Y7	A0A290Q8Y7	194	A0A290Q8Y7	A0A290Q8Y7;	2	WP_096055282.1	1
ATC64798_Verrucomicrobia_Nibricoccus_aquaticus	203	ATC64798	A0A290QHI0	195	A0A290QHI0	A0A290QHI0_9BACT	CMV30_12935	Flagellar motor protein MotA	Nibricoccus aquaticus	2576891	unreviewed			PF01618;		222	23410	195	A0A290QHI0	A0A290QHI0	195	A0A290QHI0	A0A290QHI0	195	A0A290QHI0	A0A290QHI0;	1		0
ATO49114_Bacillota_Brevibacillus_laterosporus	204	ATO49114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	WP_018669805.1	1
ATO49967_Bacillota_Brevibacillus_laterosporus	205	ATO49967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	WP_018674366.1	1
ATU63282_Pseudomonadota_Piscinibacter_gummiphilus	206	ATU63282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
ATU64277_Pseudomonadota_Piscinibacter_gummiphilus	207	ATU64277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	WP_085749870.1	1
ATU65616_Pseudomonadota_Piscinibacter_gummiphilus	208	ATU65616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	WP_085751219.1	1
ATU65955_Pseudomonadota_Piscinibacter_gummiphilus	209	ATU65955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	WP_085751560.1	1
ATU66302_Pseudomonadota_Piscinibacter_gummiphilus	210	ATU66302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	WP_085751907.1	1
ATU66653_Pseudomonadota_Piscinibacter_gummiphilus	211	ATU66653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	WP_085752264.1	1
ATX78565_Pseudomonadota_Mariprofundus_aestuarium	212	ATX78565	A0A2K8KUW6	196	A0A2K8KUW6	A0A2K8KUW6_MARES	Ga0123461_0112	Chemotaxis protein MotA	Mariprofundus aestuarium	1921086	unreviewed			PF01618;		254	27227	196	A0A2K8KUW6	A0A2K8KUW6	196	A0A2K8KUW6	A0A2K8KUW6	196	A0A2K8KUW6	A0A2K8KUW6;	2	WP_100276561.1	1
ATX78592_Pseudomonadota_Mariprofundus_aestuarium	213	ATX78592	A0A2K8KVI1	197	A0A2K8KVI1	A0A2K8KVI1_MARES	Ga0123461_0139	Chemotaxis protein MotA	Mariprofundus aestuarium	1921086	unreviewed			PF01618;		282	31431	197	A0A2K8KVI1	A0A2K8KVI1	197	A0A2K8KVI1	A0A2K8KVI1	197	A0A2K8KVI1	A0A2K8KVI1;	2	WP_100276588.1	1
ATX79248_Pseudomonadota_Mariprofundus_aestuarium	214	ATX79248	A0A2K8KWK4	198	A0A2K8KWK4	A0A2K8KWK4_MARES	Ga0123461_0828	Outer membrane transport energization protein ExbB	Mariprofundus aestuarium	1921086	unreviewed			PF01618;		209	22133	198	A0A2K8KWK4	A0A2K8KWK4	198	A0A2K8KWK4	A0A2K8KWK4	198	A0A2K8KWK4	A0A2K8KWK4;	2	WP_100277162.1	1
ATX79746_Pseudomonadota_Mariprofundus_aestuarium	215	ATX79746	A0A2K8L684	171	A0A2K8L684	A0A2K8L684_MARES	tolQ Ga0123461_1329	Tol-Pal system protein TolQ	Mariprofundus aestuarium	1921086	unreviewed			PF01618;		229	25126	171	A0A2K8L684	A0A2K8L684	171	A0A2K8L684	A0A2K8L684	171	A0A2K8L684	A0A2K8L684;	2	WP_100277606.1	1
ATX80498_Pseudomonadota_Mariprofundus_aestuarium	216	ATX80498	A0A2K8KZQ6	199	A0A2K8KZQ6	A0A2K8KZQ6_MARES	Ga0123461_2092	Biopolymer transport protein ExbB	Mariprofundus aestuarium	1921086	unreviewed			PF01618;		202	22047	199	A0A2K8KZQ6	A0A2K8KZQ6	199	A0A2K8KZQ6	A0A2K8KZQ6	199	A0A2K8KZQ6	A0A2K8KZQ6;	2	WP_100278258.1	1
ATX81215_Pseudomonadota_Mariprofundus_ferrinatatus	217	ATX81215	A0A2K8L1M2	200	A0A2K8L1M2	A0A2K8L1M2_9PROT	Ga0123462_0340	Biopolymer transport protein ExbB	Mariprofundus ferrinatatus	1921087	unreviewed			PF01618;		202	22173	200	A0A2K8L1M2	A0A2K8L1M2	200	A0A2K8L1M2	A0A2K8L1M2	200	A0A2K8L1M2	A0A2K8L1M2;	2	WP_100264708.1	1
ATX81939_Pseudomonadota_Mariprofundus_ferrinatatus	218	ATX81939	A0A2K8L6R0	172	A0A2K8L6R0	A0A2K8L6R0_9PROT	tolQ Ga0123462_1073	Tol-Pal system protein TolQ	Mariprofundus ferrinatatus	1921087	unreviewed			PF01618;		229	25059	172	A0A2K8L6R0	A0A2K8L6R0	172	A0A2K8L6R0	A0A2K8L6R0	172	A0A2K8L6R0	A0A2K8L6R0;	2	WP_100265342.1	1
ATX82358_Pseudomonadota_Mariprofundus_ferrinatatus	219	ATX82358	A0A2K8L4W3	201	A0A2K8L4W3	A0A2K8L4W3_9PROT	Ga0123462_1495	Outer membrane transport energization protein ExbB	Mariprofundus ferrinatatus	1921087	unreviewed			PF01618;		209	22176	201	A0A2K8L4W3	A0A2K8L4W3	201	A0A2K8L4W3	A0A2K8L4W3	201	A0A2K8L4W3	A0A2K8L4W3;	2	WP_100265719.1	1
ATX82900_Pseudomonadota_Mariprofundus_ferrinatatus	220	ATX82900	A0A2K8L6G7	202	A0A2K8L6G7	A0A2K8L6G7_9PROT	Ga0123462_2065	Chemotaxis protein MotA	Mariprofundus ferrinatatus	1921087	unreviewed			PF01618;		254	27084	202	A0A2K8L6G7	A0A2K8L6G7	202	A0A2K8L6G7	A0A2K8L6G7	202	A0A2K8L6G7	A0A2K8L6G7;	2	WP_100266195.1	1
ATX82928_Pseudomonadota_Mariprofundus_ferrinatatus	221	ATX82928	A0A2K8L6I1	203	A0A2K8L6I1	A0A2K8L6I1_9PROT	Ga0123462_2093	Chemotaxis protein MotA	Mariprofundus ferrinatatus	1921087	unreviewed			PF01618;		282	31402	203	A0A2K8L6I1	A0A2K8L6I1	203	A0A2K8L6I1	A0A2K8L6I1	203	A0A2K8L6I1	A0A2K8L6I1;	2	WP_100266222.1	1
AVM45096_Lentisphaerae_Victivallales_bacterium	222	AVM45096	A0A2S0KVP1	204	A0A2S0KVP1	A0A2S0KVP1_9BACT	C5Q97_10465	MotA/TolQ/ExbB proton channel domain-containing protein	Victivallales bacterium CCUG 44730	2094242	unreviewed			PF01618;		263	28057	204	A0A2S0KVP1	A0A2S0KVP1	204	A0A2S0KVP1	A0A2S0KVP1	204	A0A2S0KVP1	A0A2S0KVP1;	8	WP_106053603.1	1
AVM45415_Lentisphaerae_Victivallales_bacterium	223	AVM45415	A0A2S0KWK0	205	A0A2S0KWK0	A0A2S0KWK0_9BACT	C5Q97_12195	Biopolymer transporter ExbB	Victivallales bacterium CCUG 44730	2094242	unreviewed			PF01618;		215	23770	205	A0A2S0KWK0	A0A2S0KWK0	205	A0A2S0KWK0	A0A2S0KWK0	205	A0A2S0KWK0	A0A2S0KWK0;	7	WP_106053907.1	1
AVQ28424_Fusobacteria_Fusobacterium_ulcerans	224	AVQ28424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	WP_005978154.1	1
AVQ29260_Fusobacteria_Fusobacterium_ulcerans	225	AVQ29260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	WP_005977294.1	1
AVQ29523_Fusobacteria_Fusobacterium_ulcerans	226	AVQ29523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	WP_005980148.1	1
AWG41586_Spirochaetes_Treponema_pallidum	227	AWG41586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	534	WP_010882170.1	1
AWI08418_Verrucomicrobia_Ereboglobus_luteus	228	AWI08418	A0A2U8E0P9	206	A0A2U8E0P9	A0A2U8E0P9_9BACT	CKA38_03365	Flagellar motor protein MotA	Ereboglobus luteus	1796921	unreviewed			PF01618;		227	24435	206	A0A2U8E0P9	A0A2U8E0P9	206	A0A2U8E0P9	A0A2U8E0P9	206	A0A2U8E0P9	A0A2U8E0P9;	2	WP_108824225.1	1
AWI08882_Verrucomicrobia_Ereboglobus_luteus	229	AWI08882	A0A2U8E2X6	207	A0A2U8E2X6	A0A2U8E2X6_9BACT	CKA38_06110	Flagellar motor protein MotA	Ereboglobus luteus	1796921	unreviewed			PF01618;		226	23882	207	A0A2U8E2X6	A0A2U8E2X6	207	A0A2U8E2X6	A0A2U8E2X6	207	A0A2U8E2X6	A0A2U8E2X6;	4	WP_108824694.1	1
AWV88047_Pseudomonadota_Bradymonas_sediminis	230	AWV88047	A0A2Z4FGH5	208	A0A2Z4FGH5	A0A2Z4FGH5_9DELT	DN745_01340	MotA/TolQ/ExbB proton channel family protein	Bradymonas sediminis	1548548	unreviewed			PF01618;		235	25174	208	A0A2Z4FGH5	A0A2Z4FGH5	208	A0A2Z4FGH5	A0A2Z4FGH5	208	A0A2Z4FGH5	A0A2Z4FGH5;	3	WP_111331442.1	1
AWV88602_Pseudomonadota_Bradymonas_sediminis	231	AWV88602	A0A2Z4FI44	209	A0A2Z4FI44	A0A2Z4FI44_9DELT	DN745_04325	Flagellar motor protein MotA	Bradymonas sediminis	1548548	unreviewed			PF01618;		249	27655	209	A0A2Z4FI44	A0A2Z4FI44	209	A0A2Z4FI44	A0A2Z4FI44	209	A0A2Z4FI44	A0A2Z4FI44;	3	WP_111332492.1	1
AWV89332_Pseudomonadota_Bradymonas_sediminis	232	AWV89332	A0A2Z4FK54	210	A0A2Z4FK54	A0A2Z4FK54_9DELT	DN745_08265	MotA/TolQ/ExbB proton channel family protein	Bradymonas sediminis	1548548	unreviewed			PF01618;		223	23971	210	A0A2Z4FK54	A0A2Z4FK54	210	A0A2Z4FK54	A0A2Z4FK54	210	A0A2Z4FK54	A0A2Z4FK54;	3	WP_111333756.1	1
AWV89461_Pseudomonadota_Bradymonas_sediminis	233	AWV89461	A0A2Z4FKG4	211	A0A2Z4FKG4	A0A2Z4FKG4_9DELT	DN745_08960	MotA/TolQ/ExbB proton channel family protein	Bradymonas sediminis	1548548	unreviewed			PF01618;		212	23057	211	A0A2Z4FKG4	A0A2Z4FKG4	211	A0A2Z4FKG4	A0A2Z4FKG4	211	A0A2Z4FKG4	A0A2Z4FKG4;	1		0
AWV89791_Pseudomonadota_Bradymonas_sediminis	234	AWV89791	A0A2Z4FLG9	212	A0A2Z4FLG9	A0A2Z4FLG9_9DELT	DN745_10760	MotA/TolQ/ExbB proton channel family protein	Bradymonas sediminis	1548548	unreviewed			PF01618;		212	22877	212	A0A2Z4FLG9	A0A2Z4FLG9	212	A0A2Z4FLG9	A0A2Z4FLG9	212	A0A2Z4FLG9	A0A2Z4FLG9;	3	WP_111334720.1	1
BAC58952_Pseudomonadota_Vibrio_parahaemolyticus	235	BAC58952	Q79YZ4	283	Q79YZ4	Q79YZ4_VIBPA	VP0689	Sodium-driven polar flagellar protein MotA	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926	unreviewed	NP_797068.1;WP_005482965.1;		PF01618;		253	27154	283	Q79YZ4	Q79YZ4	283	Q79YZ4	Q79YZ4	283	Q79YZ4	Q79YZ4;	15362	WP_005482965.1	1
BAC59320_Pseudomonadota_Vibrio_parahaemolyticus	236	BAC59320	Q87QU2	183	Q87QU2	Q87QU2_VIBPA	tolQ VP1057	Tol-Pal system protein TolQ	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926	unreviewed	NP_797436.1;WP_005483599.1;		PF01618;		232	25395	183	Q87QU2	Q87QU2	183	Q87QU2	Q87QU2	183	Q87QU2	Q87QU2;	2671	WP_005483599.1	1
BAC61768_Pseudomonadota_Vibrio_parahaemolyticus	237	BAC61768	Q87J28	291	Q87J28	Q87J28_VIBPA	VPA0425	ExbB-like protein	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926	unreviewed	NP_799935.1;WP_005479222.1;		PF01618;		230	24863	291	Q87J28	Q87J28	291	Q87J28	Q87J28	291	Q87J28	Q87J28;	2664	WP_005479222.1	1
BAC62899_Pseudomonadota_Vibrio_parahaemolyticus	238	BAC62899	Q03477	169	Q03477	LAFT_VIBPA	lafT VPA1556	Chemotaxis protein LafT	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926	reviewed	NP_801066.1;WP_005462768.1;		PF01618;PF20560;		285	31325	169	Q03477	Q03477	169	Q03477	Q03477	169	Q03477	Q03477;	8069	WP_005462768.1	1
BAC89082_Cyanobacteria_Gloeobacter_violaceus	239	BAC89082	Q7NLI2	285	Q7NLI2	Q7NLI2_GLOVI	gll1141	Gll1141 protein	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	unreviewed	NP_924087.1;WP_011141141.1;		PF01618;		220	24276	285	Q7NLI2	Q7NLI2	285	Q7NLI2	Q7NLI2	285	Q7NLI2	Q7NLI2;	3	WP_011141141.1	1
BAC89328_Cyanobacteria_Gloeobacter_violaceus	240	BAC89328	Q7M772	284	Q7M772	Q7M772_GLOVI	glr1387 glr2402	Glr1387 protein (MotA/TolQ/ExbB family proton channel protein)	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	unreviewed	NP_924333.1;NP_925348.1;WP_011141387.1;		PF01618;		211	23213	284	Q7M772	Q7M772	284	Q7M772	Q7M772	284	Q7M772	Q7M772;	3	WP_011141387.1	1
BAC90343_Cyanobacteria_Gloeobacter_violaceus	241	BAC90343	Q7M772	284	Q7M772	Q7M772_GLOVI	glr1387 glr2402	Glr1387 protein (MotA/TolQ/ExbB family proton channel protein)	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	unreviewed	NP_924333.1;NP_925348.1;WP_011141387.1;		PF01618;		211	23213	284	Q7M772	Q7M772	284	Q7M772	Q7M772	284	Q7M772	Q7M772;	3	WP_011141387.1	1
BAD41956_Bacillota_Symbiobacterium_thermophilum	242	BAD41956	Q67K42	282	Q67K42	Q67K42_SYMTH	motA STH2973	Flagellar motor protein MotA	Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T)	292459	unreviewed	WP_011197088.1;		PF01618;PF20560;		265	27873	282	Q67K42	Q67K42	282	Q67K42	Q67K42	282	Q67K42	Q67K42;	2	WP_011197088.1	1
BAG40198_Pseudomonadota_Orientia_tsutsugamushi	243	BAG40198	B3CRT2	264	B3CRT2	B3CRT2_ORITI	tolQ OTT_0740	TolQ protein	Orientia tsutsugamushi (strain Ikeda) (Rickettsia tsutsugamushi)	334380	unreviewed	WP_012461355.1;		PF01618;		229	25556	264	B3CRT2	B3CRT2	264	B3CRT2	B3CRT2	264	B3CRT2	B3CRT2;	4	WP_012461355.1	1
BAH37338_Gemmatimonadetes_Gemmatimonas_aurantiaca	244	BAH37338	C1A528	266	C1A528	C1A528_GEMAT	motA GAU_0296	Chemotaxis MotA protein	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	379066	unreviewed			PF01618;PF20560;		285	30415	266	C1A528	C1A528	266	C1A528	C1A528	266	C1A528	C1A528;	3	WP_012681786.1	1
BAH38987_Gemmatimonadetes_Gemmatimonas_aurantiaca	245	BAH38987	C1A4G2	265	C1A4G2	C1A4G2_GEMAT	GAU_1945	Putative biopolymer transport protein	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	379066	unreviewed			PF01618;		233	24387	265	C1A4G2	C1A4G2	265	C1A4G2	C1A4G2	265	C1A4G2	C1A4G2;	1		0
BAH39052_Gemmatimonadetes_Gemmatimonas_aurantiaca	246	BAH39052	C1A975	267	C1A975	C1A975_GEMAT	GAU_2010	Putative biopolymer transport protein	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	379066	unreviewed			PF01618;		241	26166	267	C1A975	C1A975	267	C1A975	C1A975	267	C1A975	C1A975;	1		0
BAM06016_Nitrospirae_Leptospirillum_ferrooxidans	247	BAM06016	I0IL67	270	I0IL67	I0IL67_LEPFC	motA LFE_0294	Flagellar motor component	Leptospirillum ferrooxidans (strain C2-3)	1162668	unreviewed	WP_014448509.1;		PF01618;PF20560;		259	27242	270	I0IL67	I0IL67	270	I0IL67	I0IL67	270	I0IL67	I0IL67;	2	WP_014448509.1	1
BAM06053_Nitrospirae_Leptospirillum_ferrooxidans	248	BAM06053	I0ILA4	271	I0ILA4	I0ILA4_LEPFC	LFE_0331	Biopolymer transport protein	Leptospirillum ferrooxidans (strain C2-3)	1162668	unreviewed	WP_014448546.1;		PF01618;		234	25621	271	I0ILA4	I0ILA4	271	I0ILA4	I0ILA4	271	I0ILA4	I0ILA4;	2	WP_014448546.1	1
BAM06957_Nitrospirae_Leptospirillum_ferrooxidans	249	BAM06957	I0INV8	272	I0INV8	I0INV8_LEPFC	LFE_1273	Putative MotA/TolQ/ExbB proton channel	Leptospirillum ferrooxidans (strain C2-3)	1162668	unreviewed	WP_014449446.1;		PF01618;		221	24731	272	I0INV8	I0INV8	272	I0INV8	I0INV8	272	I0INV8	I0INV8;	2	WP_014449446.1	1
BAS27507_Bacillota_Limnochorda_pilosa	250	BAS27507	A0A0K2SKG2	186	A0A0K2SKG2	A0A0K2SKG2_LIMPI	LIP_1661	Flagellar motor protein MotP	Limnochorda pilosa	1555112	unreviewed	WP_068141737.1;		PF01618;		269	28981	186	A0A0K2SKG2	A0A0K2SKG2	186	A0A0K2SKG2	A0A0K2SKG2	186	A0A0K2SKG2	A0A0K2SKG2;	2	WP_068141737.1	1
BAS27557_Bacillota_Limnochorda_pilosa	251	BAS27557	A0A0K2SKL2	187	A0A0K2SKL2	A0A0K2SKL2_LIMPI	LIP_1711	MotA/TolQ/ExbB proton channel family protein	Limnochorda pilosa	1555112	unreviewed	WP_068136575.1;		PF01618;		204	22345	187	A0A0K2SKL2	A0A0K2SKL2	187	A0A0K2SKL2	A0A0K2SKL2	187	A0A0K2SKL2	A0A0K2SKL2;	2	WP_068136575.1	1
BBM36826_Fusobacteria_Pseudoleptotrichia_goodfellowii	252	BBM36826	A0A510JCK4	220	A0A510JCK4	A0A510JCK4_9FUSO	JCM16774_1772	MotA/TolQ/ExbB proton channel	Pseudoleptotrichia goodfellowii	157692	unreviewed	WP_026738019.1;		PF01618;		211	23843	220	A0A510JCK4	A0A510JCK4	220	A0A510JCK4	A0A510JCK4	220	A0A510JCK4	A0A510JCK4;	2	WP_026738019.1	1
BCB95125_Nitrospirae_Dissulfurispira_thermophila	253	BCB95125	A0A7G1GXR8	239	A0A7G1GXR8	A0A7G1GXR8_9BACT	JZK55_00470	Protein TolQ	Dissulfurispira thermophila	2715679	unreviewed			PF01618;		207	23282	239	A0A7G1GXR8	A0A7G1GXR8	239	A0A7G1GXR8	A0A7G1GXR8	239	A0A7G1GXR8	A0A7G1GXR8;	3	WP_203472639.1	1
BCB96091_Nitrospirae_Dissulfurispira_thermophila	254	BCB96091	A0A7G1H1V1	241	A0A7G1H1V1	A0A7G1H1V1_9BACT	JZK55_10130	Chemotaxis protein MotA	Dissulfurispira thermophila	2715679	unreviewed			PF01618;PF20560;		252	26803	241	A0A7G1H1V1	A0A7G1H1V1	241	A0A7G1H1V1	A0A7G1H1V1	241	A0A7G1H1V1	A0A7G1H1V1;	2	WP_203473539.1	1
BCB96094_Nitrospirae_Dissulfurispira_thermophila	255	BCB96094	A0A7G1H078	240	A0A7G1H078	A0A7G1H078_9BACT	JZK55_10160	Flagellar motor stator protein MotA	Dissulfurispira thermophila	2715679	unreviewed			PF01618;PF20560;		285	30388	240	A0A7G1H078	A0A7G1H078	240	A0A7G1H078	A0A7G1H078	240	A0A7G1H078	A0A7G1H078;	2	WP_203473542.1	1
BCI63438_Bacteroidota_Coprobacter_secundus	256	BCI63438	A0A7G1HZ08	243	A0A7G1HZ08	A0A7G1HZ08_9BACT	Cop2CBH44_17910	Flagellar motor protein MotA	Coprobacter secundus subsp. similis	2751153	unreviewed			PF01618;		271	28773	243	A0A7G1HZ08	A0A7G1HZ08	243	A0A7G1HZ08	A0A7G1HZ08	243	A0A7G1HZ08	A0A7G1HZ08;	2	WP_200754664.1	1
BCI63565_Bacteroidota_Coprobacter_secundus	257	BCI63565	A0A7G1HUY9	242	A0A7G1HUY9	A0A7G1HUY9_9BACT	Cop2CBH44_19180	Biopolymer transporter ExbB	Coprobacter secundus subsp. similis	2751153	unreviewed			PF01618;		234	25164	242	A0A7G1HUY9	A0A7G1HUY9	242	A0A7G1HUY9	A0A7G1HUY9	242	A0A7G1HUY9	A0A7G1HUY9;	3	WP_021930008.1	1
BDB95989_Pseudomonadota_Candidatus_Hydrogenosomobacter	258	BDB95989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_236865287.1	1
CAB13242_Bacillota_Bacillus_subtilis	259	CAB13242	P28611	180	P28611	MOTA_BACSU	motA BSU13690	Motility protein A (Chemotaxis protein MotA)	Bacillus subtilis (strain 168)	224308	reviewed	NP_389252.1;WP_003244739.1;		PF01618;PF20560;		270	29339	180	P28611	6YSL;	180	P28611	6YSL;	180	P28611	P28611;	354	NP_389252.1,WP_003244739.1	2
CAB14951_Bacillota_Bacillus_subtilis	260	CAB14951	P39063	181	P39063	YTXD_BACSU	ytxD BSU29730	Uncharacterized protein YtxD	Bacillus subtilis (strain 168)	224308	reviewed	NP_390851.1;WP_004398692.1;		PF01618;		272	30143	181	P39063	P39063	181	P39063	P39063	181	P39063	P39063;	336	NP_390851.1,WP_004398692.1	2
CAD71937_Planctomycetota_Rhodopirellula_baltica	261	CAD71937	Q7UXR6	290	Q7UXR6	Q7UXR6_RHOBA	exbB RB1165	Probable biopolymer transport ExbB-related protein	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_864258.1;WP_011118239.1;		PF01618;		351	37669	290	Q7UXR6	Q7UXR6	290	Q7UXR6	Q7UXR6	290	Q7UXR6	Q7UXR6;	3	WP_011118239.1	1
CAD73493_Planctomycetota_Rhodopirellula_baltica	262	CAD73493	Q7UTE3	182	Q7UTE3	Q7UTE3_RHOBA	tolQ RB3932	Probable tolQ protein	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_865808.1;		PF01618;		257	26839	182	Q7UTE3	Q7UTE3	182	Q7UTE3	Q7UTE3	182	Q7UTE3	Q7UTE3;	1		0
CAD74695_Planctomycetota_Rhodopirellula_baltica	263	CAD74695	Q7UQK6	289	Q7UQK6	Q7UQK6_RHOBA	tolQ RB6259	Probable TolQ-type transport protein	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_867150.1;WP_011120828.1;		PF01618;		276	29094	289	Q7UQK6	Q7UQK6	289	Q7UQK6	Q7UQK6	289	Q7UQK6	Q7UQK6;	3	WP_011120828.1	1
CAD76169_Planctomycetota_Rhodopirellula_baltica	264	CAD76169	Q7ULV0	288	Q7ULV0	Q7ULV0_RHOBA	pomA RB9269	Chemotaxis pomA protein	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_868792.1;WP_007326458.1;		PF01618;		253	26887	288	Q7ULV0	Q7ULV0	288	Q7ULV0	Q7ULV0	288	Q7ULV0	Q7ULV0;	10	WP_007326458.1	1
