Download.script?	GenBank.ID	RefSeq	FTP.path	GenBank.accession	Flagellum	Motility	Phylum	Class	Order	Family	Genus	Species	Strain	Reference	Notes	group	spname	strain_name
NA	GCA_000020985.1	GCF_000020985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/985/GCA_000020985.1_ASM2098v1	CP001147.1	NA	NA	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	yellowstonii	DSM 11347	NA	NA	Nitrospirae	Thermodesulfovibrio_yellowstonii_DSM_11347	Thermodesulfovibrio yellowstonii DSM 11347
NA	GCA_009905215.1	NA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/905/215/GCA_009905215.1_ASM990521v1	CP047593.1	NA	NA	Kiritimatiellaeota	Tichowtungiia	Tichowtungiales	Tichowtungiaceae	Tichowtungia	aerotolerans	S-5007	NA	NA	Kiritimatiellaeota	Tichowtungia_aerotolerans_S-5007	Tichowtungia aerotolerans S-5007
NA	GCA_004103715.1	GCF_004103715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/103/715/GCA_004103715.1_ASM410371v1	CP035282.1	NA	NA	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	sp. JN-28	NA	NA	NA	Firmicutes	Tissierella_sp_JN-28_NA	Tissierella sp. JN-28 NA
NA	GCA_003076575.1	GCF_003076575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/575/GCA_003076575.1_ASM307657v1	CP021113.1	NA	NA	Spirochaetes	NA	Spirochaetales	Treponemataceae	Treponema	pallidum subsp. pertenue	LMNP-1	NA	NA	Spirochaetes	Treponema_pallidum_subsp_pertenue_LMNP-1	Treponema pallidum subsp. pertenue LMNP-1
NA	GCA_023016405.1	GCF_023016405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/016/405/GCA_023016405.1_ASM2301640v1	CP095417.1	NA	NA	Spirochaetes	NA	Spirochaetales	Treponemataceae	Treponema	pallidum subsp. Pallidum	TpN-CL4	NA	NA	Spirochaetes	Treponema_pallidum_subsp_Pallidum_TpN-CL4	Treponema pallidum subsp. Pallidum TpN-CL4
NA	GCA_000092425.1	GCF_000092425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/425/GCA_000092425.1_ASM9242v1	CP002049.1	No	Nonmotile	Deinococcus-Thermus	Deinococci	Trueperales	Trueperaceae	Truepera	radiovictrix	DSM 17093	NA	NA	Deino_Thermus	Truepera_radiovictrix_DSM_17093	Truepera radiovictrix DSM 17093
NA	GCA_013046825.1	GCF_013046825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/046/825/GCA_013046825.1_ASM1304682v1	CP053187.1	NA	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	sanguinis	MOL361	NA	NA	Firmicutes	Turicibacter_sanguinis_MOL361	Turicibacter sanguinis MOL361
NA	GCA_903937045.1	Annotated with Prokka	/Users/cpue388/Documents/GitHub/bioinfRhints/flag/2023-04-06_genomes_to_add/CAIZXV01_Verrucomicrobium_sp_PRJEB3868	CAIZXV01	NA	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured Verrucomicrobium	sp.	WGS isolate:  I-3_bin-033	NA	isolation_source:  pond	Verrucomicrobia	Verrucomicrobium_sp_I-3_bin-033	uncultured Verrucomicrobium sp. WGS isolate:  I-3_bin-033
NA	GCA_903889845.1	Annotated with Prokka	/Users/cpue388/Documents/GitHub/bioinfRhints/flag/2023-04-06_genomes_to_add/Verrucomicrobium_sp_PRJEB38681_CAISZB01	CAISZB01	NA	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured Verrucomicrobium	sp.	WGS isolate:  I3b_bin-317	NA	isolation_source:  pond	Verrucomicrobia	Verrucomicrobium_sp_I3b_bin-317	uncultured Verrucomicrobium sp. WGS isolate:  I3b_bin-317
NA	GCA_002162075.1	GCF_002162075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/075/GCA_002162075.1_ASM216207v1	CP021423.1	Yes?	Motile?	Armatimonadetes	Uphvl-Ar1	Uphvl-Ar1	Uphvl-Ar1	Uphvl-Ar1	Uphvl-Ar1	NA	NA	NA	Armatimonadetes	Uphvl-Ar1_Uphvl-Ar1_NA	Uphvl-Ar1 Uphvl-Ar1 NA
NA	GCA_000196095.1	GCF_000196095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1	BA000031.2	Yes	Motile	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	parahaemolyticus	RIMD 2210633 chromosome 1	Purple bacteria and relatives	NA	Gamma-proteo	Vibrio_parahaemolyticus_RIMD_2210633_chrom1	Vibrio parahaemolyticus RIMD 2210633 chromosome 1
NA	GCA_000196095.1	GCF_000196095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1	BA000032.2	Yes	Motile	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	parahaemolyticus	RIMD 2210633 chromosome 2	Purple bacteria and relatives	NA	Gamma-proteo	Vibrio_parahaemolyticus_RIMD_2210633_chrom2	Vibrio parahaemolyticus RIMD 2210633 chromosome 2
NA	GCA_008369605.1	GCF_008369605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/369/605/GCA_008369605.1_ASM836960v1	CP043556.1	Yes	Motile	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	RFB16 chromosome 2	Purple bacteria and relatives	NA	Gamma-proteo	Vibrio_cholerae_RFB16_chrom2	Vibrio cholerae RFB16 chromosome 2
NA	GCA_008369605.1	GCF_008369605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/369/605/GCA_008369605.1_ASM836960v1	CP043554.1	Yes	Motile	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	RFB16 chromosome 1	Purple bacteria and relatives	NA	Gamma-proteo	Vibrio_cholerae_RFB16_chrom1	Vibrio cholerae RFB16 chromosome 1
NA	GCA_008369605.1	GCF_008369605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/369/605/GCA_008369605.1_ASM836960v1	CP043555.1	Yes	Motile	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	RFB16 plasmid	Purple bacteria and relatives	NA	Gamma-proteo	Vibrio_cholerae_RFB16_plasmid	Vibrio cholerae RFB16 plasmid
*Supressed*	GCA_002998355.1	NA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/998/355/GCA_002998355.1_ASM299835v1	CP027227.1	NA	NA	Lentisphaerae	Lentisphaeria	Victivallales	Victivallales	Victivallales	Victivallales	CCUG 44730	NA	NA	Lentisphaerae	Victivallales_Victivallales_CCUG_44730	Victivallales Victivallales CCUG 44730
NA	GCA_000832905.1	GCF_000832905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/905/GCA_000832905.1_ASM83290v1	CP009709.1	NA	NA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	coagulans	DSM 1 = ATCC 7050	NA	Low gc gram+	Firmicutes	Weizmannia_coagulans_DSM_1_EQ_ATCC_7050	Weizmannia coagulans DSM 1 = ATCC 7050
NA	GCA_016584425.1	GCF_016584425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/584/425/GCA_016584425.1_ASM1658442v1	NZ_CP046925.1	NA	NA	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont of Drosophila melanogaster	isolate wMel	NA	NA	Alpha-proteo	Wolbachia_endosymbiont_Dmelanogaster	Wolbachia endosymbiont of Drosophila melanogaster isolate wMel
NA	GCA_000834295.1	GCF_000834295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/295/GCA_000834295.1_ASM83429v1	CP009712.1	No	Nonmotile	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pseudotuberculosis	IP 32953	NA	NA	Gamma-proteo	Yersinia_pseudotuberculosis_IP_32953	Yersinia pseudotuberculosis IP 32953
NA	GCA_000834295.1	GCF_000834295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/295/GCA_000834295.1_ASM83429v2	CP009711.1	No	Nonmotile	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pseudotuberculosis	IP 32953 plasmid pYAC_1	NA	NA	Gamma-proteo	Yersinia_pseudotuberculosis_IP_32953_pl_pYAC_1	Yersinia pseudotuberculosis IP 32953 plasmid pYAC_1
NA	GCA_000834295.1	GCF_000834295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/295/GCA_000834295.1_ASM83429v3	CP009710.1	No	Nonmotile	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pseudotuberculosis	IP 32953 plasmid pYAC_2	NA	NA	Gamma-proteo	Yersinia_pseudotuberculosis_IP_32953_pl_pYAC_2	Yersinia pseudotuberculosis IP 32953 plasmid pYAC_2
NA	GCA_000834775.1	GCF_000834775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/775/GCA_000834775.1_ASM83477v1	CP009844.1	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	Dodson	NA	NA	Gamma-proteo	Yersinia_pestis_Dodson	Yersinia pestis Dodson
NA	GCA_000834775.1	GCF_000834775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/775/GCA_000834775.1_ASM83477v2	CP009842.1	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	Dodson plasmid pCD	NA	NA	Gamma-proteo	Yersinia_pestis_Dodson_pl_pCD	Yersinia pestis Dodson plasmid pCD
NA	GCA_000834775.1	GCF_000834775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/775/GCA_000834775.1_ASM83477v3	CP009843.1	NA	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	Dodson plasmid pMT	NA	NA	Gamma-proteo	Yersinia_pestis_Dodson_pl_pMT	Yersinia pestis Dodson plasmid pMT
NA	GCA_003661315.1	SAMN09215071	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/315/GCA_003661315.1_ASM366131v1	RLG45601.1	NA	NA	Archaea	TACK group	NA	NA	Korarchaeota	Candidatus Korarchaeota archaeon	B41_G2	NA	isolation_source="deep-sea hydrothermal vent sediments	ARCHAEA_TACK	Korarchaeota_Korarchaeota_archaeon_B41_G2	Korarchaeota Candidatus Korarchaeota archaeon B41_G2
NA	GCA_003696825.1	SAMN10119959	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/696/825/GCA_003696825.1_ASM369682v1	RMG20999.1	NA	NA	Archaea	Euryarchaeota	NA	NA	unclassified Euryarchaeota	archaeon	isolate J059	NA	hot springs metagenome	ARCHAEA_Euryarchaeota	Euryarchaeota_archaeon_isolate_J059	unclassified Euryarchaeota archaeon isolate J059
NA	GCA_008000775.1	GCF_008000775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/775/GCA_008000775.1_ASM800077v1	CP042905.1	NA	NA	Archaea	Asgard group	Candidatus Lokiarchaeota	NA	Candidatus Prometheoarchaeum	Candidatus Prometheoarchaeum syntrophicum	MK-D1	NA	NA	ARCHAEA_Asgard	Prometheoarchaeum_Prometheoarchaeum_syntrophicum_MK-D1	Candidatus Prometheoarchaeum Candidatus Prometheoarchaeum syntrophicum MK-D1
NA	GCA_000009985.1	GCF_000009985.1	NA	NC_007626.1	NA	Motile	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	magneticum	AMB-1	NA	NA	Alpha-proteo	Magnetosprillum_magneticum_AMB-1	Magnetospirillum magneticum AMB-1
NA	GCA_000016645.1	GCF_000016645.1	NA	CP000685.1	NA	Motile	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	johnsoniae	UW101	NA	NA	Bacteroidota	Flavobacterium_johnsoniae_UW101	Flavobacterium johnsoniae UW101
NA	GCA_000348725.1	GCF_000348725.1	NA	CP003537.1	NA	Motile	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrio	exovorus	JSS	NA	NA	Bdellovibrionota	Pseudobdellovibrio_exovorus_JSS	Pseudobdellovibrio exovorus JSS
NA	GCA_003258315.1	GCF_003258315.1	NA	CP030032.1	NA	Motile	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonas	sediminis	FA350	NA	NA	Delta-proteo	Bradymonas_sediminis_FA350	Bradymonas sediminis FA350
NA	GCA_003812925.1	GCF_003812925.1	NA	CP033844.1	NA	Motile	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	oxytoca	FDAARGOS_500	NA	NA	Gamma-proteo	Klebsiella_oxytoca_FDAARGOS_500	Klebsiella oxytoca FDAARGOS_500
NA	GCA_024459955.1	GCF_024459955.1	NA	ASM2445995v1	NA	Motile	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerovorax	odorimutans	SL.3.17	NA	NA	Firmicutes	Anaerovorax_odorimutans_SL317	Anaerovorax odorimutans SL.3.17
NA	PRJEB3868_Verrucomicrobium_sp_CAIZXV01	GCF_903937045.1	/Users/cpue388/Documents/GitHub/bioinfRhints/flag/2023-04-06_genomes_to_add/CAIZXV01_Verrucomicrobium_sp_PRJEB3868	CAIZXV01	NA	Motile	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured Verrucomicrobium	sp.	WGS isolate:  I-3_bin-033	NA	isolation_source:  pond	Verrucomicrobia	Verrucomicrobium_sp_I-3_bin-033	uncultured Verrucomicrobium sp. WGS isolate:  I-3_bin-033
NA	PRJEB38681_Verrucomicrobium_sp_CAISZB01	GCF_903889845.1	/Users/cpue388/Documents/GitHub/bioinfRhints/flag/2023-04-06_genomes_to_add/Verrucomicrobium_sp_PRJEB38681_CAISZB01	CAISZB01	NA	Motile	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured Verrucomicrobium	sp.	WGS isolate:  I3b_bin-317	NA	isolation_source:  pond	Verrucomicrobia	Verrucomicrobium_sp_I3b_bin-317	uncultured Verrucomicrobium sp. WGS isolate:  I3b_bin-317
