fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
GCA_000153245.1_ASM15324v1_protein|EAR30273.1 putative TonB system-dependent transport protein [Pseudoalteromonas tunicata D2]	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR30273.1	GCA_000153245.1_ASM15324v1_protein|EAR30273.1 putative TonB system-dependent transport protein	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
GCA_000024325.1_ASM2432v1_protein|ACV68939.1 MotA/TolQ/ExbB proton channel [Desulfohalobium retbaense DSM 5692]	GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1	ASM2432v1	ACV68939.1	GCA_000024325.1_ASM2432v1_protein|ACV68939.1 MotA/TolQ/ExbB proton channel	Desulfohalobium retbaense DSM 5692	Desulfohalobium	retbaense	DSM 5692
GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein|SHJ92628.1 biopolymer transport protein ExbB [Desulfatibacillum alkenivorans DSM 16219]	GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein	GCA_900142135.1	IMG-taxon	SHJ92628.1	GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein|SHJ92628.1 biopolymer transport protein ExbB	Desulfatibacillum alkenivorans DSM 16219	Desulfatibacillum	alkenivorans	DSM 16219
GCA_000012805.1_ASM1280v1_protein|ABA57127.1 outer membrane transport energization protein ExbB [Nitrosococcus oceani ATCC 19707]	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA57127.1	GCA_000012805.1_ASM1280v1_protein|ABA57127.1 outer membrane transport energization protein ExbB	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
GCA_004919485.1_ASM491948v1_protein|QCG49911.1 MotA/TolQ/ExbB proton channel family protein [Aeromonas schubertii]	GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1	ASM491948v1	QCG49911.1	GCA_004919485.1_ASM491948v1_protein|QCG49911.1 MotA/TolQ/ExbB proton channel family protein	Aeromonas schubertii	Aeromonas	schubertii	
GCA_000307795.1_ASM30779v1_protein|AFV42666.1 biopolymer transport protein [Helicobacter pylori 26695]	GCA_000307795.1_ASM30779v1_protein	GCA_000307795.1	ASM30779v1	AFV42666.1	GCA_000307795.1_ASM30779v1_protein|AFV42666.1 biopolymer transport protein	Helicobacter pylori 26695	Helicobacter	pylori	26695
GCA_000006745.1_ASM674v1_protein|AAF94700.1 TonB system transport protein ExbB2 [Vibrio cholerae O1 biovar El Tor str. N16961]	GCA_000006745.1_ASM674v1_protein	GCA_000006745.1	ASM674v1	AAF94700.1	GCA_000006745.1_ASM674v1_protein|AAF94700.1 TonB system transport protein ExbB2	Vibrio cholerae O1 biovar El Tor str. N16961	Vibrio	cholerae	O1 biovar El Tor str. N16961
GCA_000196135.1_ASM19613v1_protein|CAE09655.1 EXBB\TOLQ FAMILY TRANSPORT PROTEIN [Wolinella succinogenes]	GCA_000196135.1_ASM19613v1_protein	GCA_000196135.1	ASM19613v1	CAE09655.1	GCA_000196135.1_ASM19613v1_protein|CAE09655.1 EXBB\TOLQ FAMILY TRANSPORT PROTEIN	Wolinella succinogenes	Wolinella	succinogenes	
GCA_000021725.1_ASM2172v1_protein|ACM93623.1 exbb\tolq family transport protein [Nautilia profundicola AmH]	GCA_000021725.1_ASM2172v1_protein	GCA_000021725.1	ASM2172v1	ACM93623.1	GCA_000021725.1_ASM2172v1_protein|ACM93623.1 exbb\tolq family transport protein	Nautilia profundicola AmH	Nautilia	profundicola	AmH
GCA_000011805.1_ASM1180v1_protein|AAW87264.1 TolQ protein [Aliivibrio fischeri ES114]	GCA_000011805.1_ASM1180v1_protein	GCA_000011805.1	ASM1180v1	AAW87264.1	GCA_000011805.1_ASM1180v1_protein|AAW87264.1 TolQ protein	Aliivibrio fischeri ES114	Aliivibrio	fischeri	ES114
GCA_000298015.1_Aero_vero_AMC34_V1_protein|EKB22829.1 hypothetical protein HMPREF1168_00885 [Aeromonas veronii AMC34]	GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1	Aero	EKB22829.1	GCA_000298015.1_Aero_vero_AMC34_V1_protein|EKB22829.1 hypothetical protein HMPREF1168_00885	Aeromonas veronii AMC34	Aeromonas	veronii	AMC34
GCA_000014805.1_ASM1480v1_protein|ABK38544.1 TonB system biopolymer transport component [Aeromonas hydrophila subsp. hydrophila ATCC 7966]	GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1	ASM1480v1	ABK38544.1	GCA_000014805.1_ASM1480v1_protein|ABK38544.1 TonB system biopolymer transport component	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas	hydrophila	subsp. hydrophila ATCC 7966
GCA_000307795.1_ASM30779v1_protein|AFV42557.1 biopolymer transport protein [Helicobacter pylori 26695]	GCA_000307795.1_ASM30779v1_protein	GCA_000307795.1	ASM30779v1	AFV42557.1	GCA_000307795.1_ASM30779v1_protein|AFV42557.1 biopolymer transport protein	Helicobacter pylori 26695	Helicobacter	pylori	26695
GCA_000196255.1_ASM19625v1_protein|CAG22568.1 putative TonB system transport protein ExbB2 [Photobacterium profundum SS9]	GCA_000196255.1_ASM19625v1_protein	GCA_000196255.1	ASM19625v1	CAG22568.1	GCA_000196255.1_ASM19625v1_protein|CAG22568.1 putative TonB system transport protein ExbB2	Photobacterium profundum SS9	Photobacterium	profundum	SS9
GCA_000307795.1_ASM30779v1_protein|AFV42343.1 biopolymer transport protein [Helicobacter pylori 26695]	GCA_000307795.1_ASM30779v1_protein	GCA_000307795.1	ASM30779v1	AFV42343.1	GCA_000307795.1_ASM30779v1_protein|AFV42343.1 biopolymer transport protein	Helicobacter pylori 26695	Helicobacter	pylori	26695
GCA_000008465.1_ASM846v1_protein|AAV82949.1 TonB system biopolymer transport component [Idiomarina loihiensis L2TR]	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV82949.1	GCA_000008465.1_ASM846v1_protein|AAV82949.1 TonB system biopolymer transport component	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
GCA_000245735.2_ASM24573v2_protein|EHR42233.1 MotA/TolQ/ExbB proton channel [Alishewanella jeotgali KCTC 22429]	GCA_000245735.2_ASM24573v2_protein	GCA_000245735.2	ASM24573v2	EHR42233.1	GCA_000245735.2_ASM24573v2_protein|EHR42233.1 MotA/TolQ/ExbB proton channel	Alishewanella jeotgali KCTC 22429	Alishewanella	jeotgali	KCTC 22429
GCA_000333235.1_ASM33323v1_protein|CCQ10605.1 Ferric siderophore transport system, biopolymer transport protein ExbB [Pseudoalteromonas luteoviolacea B = ATCC 29581]	GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1	ASM33323v1	CCQ10605.1	GCA_000333235.1_ASM33323v1_protein|CCQ10605.1 Ferric siderophore transport system, biopolymer transport protein ExbB	Pseudoalteromonas luteoviolacea B = ATCC 29581	Pseudoalteromonas	luteoviolacea	B = ATCC 29581
GCA_000017685.1_ASM1768v1_protein|ABZ99689.1 Putative transport protein, MotA/TolQ/ExbB proton channel family; putative membrane protein [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']	GCA_000017685.1_ASM1768v1_protein	GCA_000017685.1	ASM1768v1	ABZ99689.1	GCA_000017685.1_ASM1768v1_protein|ABZ99689.1 Putative transport protein, MotA/TolQ/ExbB proton channel family; putative membrane protein	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	Leptospira	biflexa	serovar Patoc strain 'Patoc 1 (Paris)'
GCA_002735225.1_ASM273522v1_protein|ATP11542.1 ExbB family protein [Aeromonas salmonicida subsp. pectinolytica 34mel]	GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1	ASM273522v1	ATP11542.1	GCA_002735225.1_ASM273522v1_protein|ATP11542.1 ExbB family protein	Aeromonas salmonicida subsp. pectinolytica 34mel	Aeromonas	salmonicida	subsp. pectinolytica 34mel
GCA_000012325.1_ASM1232v1_protein|AAZ26301.1 biopolymer transport exbB protein [Colwellia psychrerythraea 34H]	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ26301.1	GCA_000012325.1_ASM1232v1_protein|AAZ26301.1 biopolymer transport exbB protein	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
GCA_000024245.1_ASM2424v1_protein|ACV75191.1 MotA/TolQ/ExbB proton channel [Zymomonas mobilis subsp. mobilis NCIMB 11163]	GCA_000024245.1_ASM2424v1_protein	GCA_000024245.1	ASM2424v1	ACV75191.1	GCA_000024245.1_ASM2424v1_protein|ACV75191.1 MotA/TolQ/ExbB proton channel	Zymomonas mobilis subsp. mobilis NCIMB 11163	Zymomonas	mobilis	subsp. mobilis NCIMB 11163
GCA_000011805.1_ASM1180v1_protein|AAW87848.1 TolQ protein [Aliivibrio fischeri ES114]	GCA_000011805.1_ASM1180v1_protein	GCA_000011805.1	ASM1180v1	AAW87848.1	GCA_000011805.1_ASM1180v1_protein|AAW87848.1 TolQ protein	Aliivibrio fischeri ES114	Aliivibrio	fischeri	ES114
GCA_000196135.1_ASM19613v1_protein|CAE10490.1 BIOPOLYMER TRANSPORT EXBB PROTEIN [Wolinella succinogenes]	GCA_000196135.1_ASM19613v1_protein	GCA_000196135.1	ASM19613v1	CAE10490.1	GCA_000196135.1_ASM19613v1_protein|CAE10490.1 BIOPOLYMER TRANSPORT EXBB PROTEIN	Wolinella succinogenes	Wolinella	succinogenes	
GCA_000009745.1_ASM974v1_protein|BAC96944.1 biopolymer transport protein ExbB2 [Vibrio vulnificus YJ016]	GCA_000009745.1_ASM974v1_protein	GCA_000009745.1	ASM974v1	BAC96944.1	GCA_000009745.1_ASM974v1_protein|BAC96944.1 biopolymer transport protein ExbB2	Vibrio vulnificus YJ016	Vibrio	vulnificus	YJ016
GCA_000152765.1_ASM15276v1_protein|EAP92983.1 TolQ protein [Vibrio splendidus 12B01]	GCA_000152765.1_ASM15276v1_protein	GCA_000152765.1	ASM15276v1	EAP92983.1	GCA_000152765.1_ASM15276v1_protein|EAP92983.1 TolQ protein	Vibrio splendidus 12B01	Vibrio	splendidus	12B01
GCA_000211495.1_ASM21149v1_protein|GAA06514.1 motA/TolQ/ExbB proton channel family protein [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]	GCA_000211495.1_ASM21149v1_protein	GCA_000211495.1	ASM21149v1	GAA06514.1	GCA_000211495.1_ASM21149v1_protein|GAA06514.1 motA/TolQ/ExbB proton channel family protein	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	Photobacterium	leiognathi	subsp. mandapamensis svers.1.1.
GCA_002631085.2_ASM263108v2_protein|PHZ60571.1 MotA/TolQ/ExbB proton channel family protein [Photobacterium leiognathi]	GCA_002631085.2_ASM263108v2_protein	GCA_002631085.2	ASM263108v2	PHZ60571.1	GCA_002631085.2_ASM263108v2_protein|PHZ60571.1 MotA/TolQ/ExbB proton channel family protein	Photobacterium leiognathi	Photobacterium	leiognathi	
GCA_000333235.1_ASM33323v1_protein|CCQ12342.1 Ferric siderophore transport system, biopolymer transport protein ExbB [Pseudoalteromonas luteoviolacea B = ATCC 29581]	GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1	ASM33323v1	CCQ12342.1	GCA_000333235.1_ASM33323v1_protein|CCQ12342.1 Ferric siderophore transport system, biopolymer transport protein ExbB	Pseudoalteromonas luteoviolacea B = ATCC 29581	Pseudoalteromonas	luteoviolacea	B = ATCC 29581
GCA_000153505.1_ASM15350v1_protein|EAS74531.1 TonB system transport protein ExbB2 [Vibrio alginolyticus 12G01]	GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1	ASM15350v1	EAS74531.1	GCA_000153505.1_ASM15350v1_protein|EAS74531.1 TonB system transport protein ExbB2	Vibrio alginolyticus 12G01	Vibrio	alginolyticus	12G01
GCA_000172635.2_ASM17263v2_protein|AFS36171.1 TonB system biopolymer transport component [Alteromonas macleodii ATCC 27126]	GCA_000172635.2_ASM17263v2_protein	GCA_000172635.2	ASM17263v2	AFS36171.1	GCA_000172635.2_ASM17263v2_protein|AFS36171.1 TonB system biopolymer transport component	Alteromonas macleodii ATCC 27126	Alteromonas	macleodii	ATCC 27126
GCA_000014805.1_ASM1480v1_protein|ABK36340.1 TonB system transport protein ExbB2 [Aeromonas hydrophila subsp. hydrophila ATCC 7966]	GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1	ASM1480v1	ABK36340.1	GCA_000014805.1_ASM1480v1_protein|ABK36340.1 TonB system transport protein ExbB2	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas	hydrophila	subsp. hydrophila ATCC 7966
GCA_000298015.1_Aero_vero_AMC34_V1_protein|EKB20827.1 hypothetical protein HMPREF1168_01632 [Aeromonas veronii AMC34]	GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1	Aero	EKB20827.1	GCA_000298015.1_Aero_vero_AMC34_V1_protein|EKB20827.1 hypothetical protein HMPREF1168_01632	Aeromonas veronii AMC34	Aeromonas	veronii	AMC34
GCA_000315075.1_ASM31507v1_protein|GAC39743.1 biopolymer transport protein ExbB [Paraglaciecola psychrophila 170]	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC39743.1	GCA_000315075.1_ASM31507v1_protein|GAC39743.1 biopolymer transport protein ExbB	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
GCA_000153245.1_ASM15324v1_protein|EAR29316.1 TonB system transport protein ExbB2 [Pseudoalteromonas tunicata D2]	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR29316.1	GCA_000153245.1_ASM15324v1_protein|EAR29316.1 TonB system transport protein ExbB2	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
GCA_000008465.1_ASM846v1_protein|AAV82689.1 TonB system biopolymer transport component [Idiomarina loihiensis L2TR]	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV82689.1	GCA_000008465.1_ASM846v1_protein|AAV82689.1 TonB system biopolymer transport component	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
GCA_004919485.1_ASM491948v1_protein|QCG47235.1 MotA/TolQ/ExbB proton channel family protein [Aeromonas schubertii]	GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1	ASM491948v1	QCG47235.1	GCA_004919485.1_ASM491948v1_protein|QCG47235.1 MotA/TolQ/ExbB proton channel family protein	Aeromonas schubertii	Aeromonas	schubertii	
GCA_000226565.1_ASM22656v1_protein|AEP30401.1 TonB system biopolymer transport component [Glaciecola nitratireducens FR1064]	GCA_000226565.1_ASM22656v1_protein	GCA_000226565.1	ASM22656v1	AEP30401.1	GCA_000226565.1_ASM22656v1_protein|AEP30401.1 TonB system biopolymer transport component	Glaciecola nitratireducens FR1064	Glaciecola	nitratireducens	FR1064
GCA_000315015.1_ASM31501v1_protein|GAC23145.1 biopolymer transport protein ExbB [Paraglaciecola mesophila KMM 241]	GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1	ASM31501v1	GAC23145.1	GCA_000315015.1_ASM31501v1_protein|GAC23145.1 biopolymer transport protein ExbB	Paraglaciecola mesophila KMM 241	Paraglaciecola	mesophila	KMM 241
GCA_000315075.1_ASM31507v1_protein|GAC38235.1 biopolymer transport protein ExbB [Paraglaciecola psychrophila 170]	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC38235.1	GCA_000315075.1_ASM31507v1_protein|GAC38235.1 biopolymer transport protein ExbB	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
GCA_000012325.1_ASM1232v1_protein|AAZ26991.1 biopolymer transport exbB protein [Colwellia psychrerythraea 34H]	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ26991.1	GCA_000012325.1_ASM1232v1_protein|AAZ26991.1 biopolymer transport exbB protein	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
GCA_000146165.2_ASM14616v2_protein|AAN54878.2 TonB2 energy transduction system inner membrane component ExbB [Shewanella oneidensis MR-1]	GCA_000146165.2_ASM14616v2_protein	GCA_000146165.2	ASM14616v2	AAN54878.2	GCA_000146165.2_ASM14616v2_protein|AAN54878.2 TonB2 energy transduction system inner membrane component ExbB	Shewanella oneidensis MR-1	Shewanella	oneidensis	MR-1
GCA_000315015.1_ASM31501v1_protein|GAC25510.1 biopolymer transport protein ExbB [Paraglaciecola mesophila KMM 241]	GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1	ASM31501v1	GAC25510.1	GCA_000315015.1_ASM31501v1_protein|GAC25510.1 biopolymer transport protein ExbB	Paraglaciecola mesophila KMM 241	Paraglaciecola	mesophila	KMM 241
GCA_025402875.1_ASM2540287v1_protein|UXK07261.1 MotA/TolQ/ExbB proton channel family protein [Shewanella putrefaciens]	GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1	ASM2540287v1	UXK07261.1	GCA_025402875.1_ASM2540287v1_protein|UXK07261.1 MotA/TolQ/ExbB proton channel family protein	Shewanella putrefaciens	Shewanella	putrefaciens	
GCA_000018025.1_ASM1802v1_protein|ABV36184.1 MotA/TolQ/ExbB proton channel [Shewanella sediminis HAW-EB3]	GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1	ASM1802v1	ABV36184.1	GCA_000018025.1_ASM1802v1_protein|ABV36184.1 MotA/TolQ/ExbB proton channel	Shewanella sediminis HAW-EB3	Shewanella	sediminis	HAW-EB3
GCA_000226565.1_ASM22656v1_protein|AEP30902.1 MotA/TolQ/ExbB proton channel [Glaciecola nitratireducens FR1064]	GCA_000226565.1_ASM22656v1_protein	GCA_000226565.1	ASM22656v1	AEP30902.1	GCA_000226565.1_ASM22656v1_protein|AEP30902.1 MotA/TolQ/ExbB proton channel	Glaciecola nitratireducens FR1064	Glaciecola	nitratireducens	FR1064
GCA_000153505.1_ASM15350v1_protein|EAS76517.1 TonB system transport protein ExbB2 [Vibrio alginolyticus 12G01]	GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1	ASM15350v1	EAS76517.1	GCA_000153505.1_ASM15350v1_protein|EAS76517.1 TonB system transport protein ExbB2	Vibrio alginolyticus 12G01	Vibrio	alginolyticus	12G01
GCA_000009745.1_ASM974v1_protein|BAC93011.1 tonB system transport protein ExbB2 [Vibrio vulnificus YJ016]	GCA_000009745.1_ASM974v1_protein	GCA_000009745.1	ASM974v1	BAC93011.1	GCA_000009745.1_ASM974v1_protein|BAC93011.1 tonB system transport protein ExbB2	Vibrio vulnificus YJ016	Vibrio	vulnificus	YJ016
GCA_002735225.1_ASM273522v1_protein|ATP10893.1 ExbB family protein [Aeromonas salmonicida subsp. pectinolytica 34mel]	GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1	ASM273522v1	ATP10893.1	GCA_002735225.1_ASM273522v1_protein|ATP10893.1 ExbB family protein	Aeromonas salmonicida subsp. pectinolytica 34mel	Aeromonas	salmonicida	subsp. pectinolytica 34mel
GCA_000172635.2_ASM17263v2_protein|AFS36593.1 TonB system biopolymer transport component [Alteromonas macleodii ATCC 27126]	GCA_000172635.2_ASM17263v2_protein	GCA_000172635.2	ASM17263v2	AFS36593.1	GCA_000172635.2_ASM17263v2_protein|AFS36593.1 TonB system biopolymer transport component	Alteromonas macleodii ATCC 27126	Alteromonas	macleodii	ATCC 27126
GCA_000196255.1_ASM19625v1_protein|CAG23091.1 putative TonB system transport protein ExbB2 [Photobacterium profundum SS9]	GCA_000196255.1_ASM19625v1_protein	GCA_000196255.1	ASM19625v1	CAG23091.1	GCA_000196255.1_ASM19625v1_protein|CAG23091.1 putative TonB system transport protein ExbB2	Photobacterium profundum SS9	Photobacterium	profundum	SS9
GCA_004786015.1_ASM478601v1_protein|QBZ83654.1 Biopolymer transport protein ExbB [Hydrogenovibrio crunogenus]	GCA_004786015.1_ASM478601v1_protein	GCA_004786015.1	ASM478601v1	QBZ83654.1	GCA_004786015.1_ASM478601v1_protein|QBZ83654.1 Biopolymer transport protein ExbB	Hydrogenovibrio crunogenus	Hydrogenovibrio	crunogenus	
GCA_000013025.1_ASM1302v1_protein|ABI77570.1 putative TonB system transport protein ExbB [Hyphomonas neptunium ATCC 15444]	GCA_000013025.1_ASM1302v1_protein	GCA_000013025.1	ASM1302v1	ABI77570.1	GCA_000013025.1_ASM1302v1_protein|ABI77570.1 putative TonB system transport protein ExbB	Hyphomonas neptunium ATCC 15444	Hyphomonas	neptunium	ATCC 15444
GCA_000007685.1_ASM768v1_protein|AAS72198.1 MotA/TolQ/ExbB proton channel family [Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130]	GCA_000007685.1_ASM768v1_protein	GCA_000007685.1	ASM768v1	AAS72198.1	GCA_000007685.1_ASM768v1_protein|AAS72198.1 MotA/TolQ/ExbB proton channel family	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	Leptospira	interrogans	serovar Copenhageni str. Fiocruz L1-130
GCA_000153245.1_ASM15324v1_protein|EAR27190.1 hypothetical protein PTD2_05950 [Pseudoalteromonas tunicata D2]	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR27190.1	GCA_000153245.1_ASM15324v1_protein|EAR27190.1 hypothetical protein PTD2_05950	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
GCA_000196115.1_ASM19611v1_protein|CAD71788.1 probable biopolymer transport protein [Rhodopirellula baltica SH 1]	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD71788.1	GCA_000196115.1_ASM19611v1_protein|CAD71788.1 probable biopolymer transport protein	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GCA_000008465.1_ASM846v1_protein|AAV83016.1 Possible biopolymer transport protein, ExbB family [Idiomarina loihiensis L2TR]	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV83016.1	GCA_000008465.1_ASM846v1_protein|AAV83016.1 Possible biopolymer transport protein, ExbB family	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
GCA_000333235.1_ASM33323v1_protein|CCQ11600.1 Possible biopolymer transport protein, ExbB family [Pseudoalteromonas luteoviolacea B = ATCC 29581]	GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1	ASM33323v1	CCQ11600.1	GCA_000333235.1_ASM33323v1_protein|CCQ11600.1 Possible biopolymer transport protein, ExbB family	Pseudoalteromonas luteoviolacea B = ATCC 29581	Pseudoalteromonas	luteoviolacea	B = ATCC 29581
GCA_000172635.2_ASM17263v2_protein|AFS38914.1 biopolymer transport protein, ExbB family [Alteromonas macleodii ATCC 27126]	GCA_000172635.2_ASM17263v2_protein	GCA_000172635.2	ASM17263v2	AFS38914.1	GCA_000172635.2_ASM17263v2_protein|AFS38914.1 biopolymer transport protein, ExbB family	Alteromonas macleodii ATCC 27126	Alteromonas	macleodii	ATCC 27126
GCA_000008125.1_ASM812v1_protein|AAS80673.1 tolQ protein [Thermus thermophilus HB27]	GCA_000008125.1_ASM812v1_protein	GCA_000008125.1	ASM812v1	AAS80673.1	GCA_000008125.1_ASM812v1_protein|AAS80673.1 tolQ protein	Thermus thermophilus HB27	Thermus	thermophilus	HB27
GCA_000315075.1_ASM31507v1_protein|GAC40345.1 transporter, MotA/TolQ/ExbB proton channel family [Paraglaciecola psychrophila 170]	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC40345.1	GCA_000315075.1_ASM31507v1_protein|GAC40345.1 transporter, MotA/TolQ/ExbB proton channel family	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
GCA_000219125.2_ASM21912v1_protein|EGO62866.1 MotA/TolQ/ExbB proton channel [Acetonema longum DSM 6540]	GCA_000219125.2_ASM21912v1_protein	GCA_000219125.2	ASM21912v1	EGO62866.1	GCA_000219125.2_ASM21912v1_protein|EGO62866.1 MotA/TolQ/ExbB proton channel	Acetonema longum DSM 6540	Acetonema	longum	DSM 6540
GCA_000172635.2_ASM17263v2_protein|AFS38984.1 hypothetical protein MASE_17470 [Alteromonas macleodii ATCC 27126]	GCA_000172635.2_ASM17263v2_protein	GCA_000172635.2	ASM17263v2	AFS38984.1	GCA_000172635.2_ASM17263v2_protein|AFS38984.1 hypothetical protein MASE_17470	Alteromonas macleodii ATCC 27126	Alteromonas	macleodii	ATCC 27126
GCA_000333235.1_ASM33323v1_protein|CCQ11587.1 hypothetical protein PALB_24880 [Pseudoalteromonas luteoviolacea B = ATCC 29581]	GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1	ASM33323v1	CCQ11587.1	GCA_000333235.1_ASM33323v1_protein|CCQ11587.1 hypothetical protein PALB_24880	Pseudoalteromonas luteoviolacea B = ATCC 29581	Pseudoalteromonas	luteoviolacea	B = ATCC 29581
GCA_025402875.1_ASM2540287v1_protein|UXK10160.1 MotA/TolQ/ExbB proton channel family protein [Shewanella putrefaciens]	GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1	ASM2540287v1	UXK10160.1	GCA_025402875.1_ASM2540287v1_protein|UXK10160.1 MotA/TolQ/ExbB proton channel family protein	Shewanella putrefaciens	Shewanella	putrefaciens	
GCA_000025185.1_ASM2518v1_protein|ADB18690.1 hypothetical protein Psta_4037 [Pirellula staleyi DSM 6068]	GCA_000025185.1_ASM2518v1_protein	GCA_000025185.1	ASM2518v1	ADB18690.1	GCA_000025185.1_ASM2518v1_protein|ADB18690.1 hypothetical protein Psta_4037	Pirellula staleyi DSM 6068	Pirellula	staleyi	DSM 6068
GCA_000025185.1_ASM2518v1_protein|ADB15801.1 hypothetical protein Psta_1118 [Pirellula staleyi DSM 6068]	GCA_000025185.1_ASM2518v1_protein	GCA_000025185.1	ASM2518v1	ADB15801.1	GCA_000025185.1_ASM2518v1_protein|ADB15801.1 hypothetical protein Psta_1118	Pirellula staleyi DSM 6068	Pirellula	staleyi	DSM 6068
GCA_000013705.1_ASM1370v1_protein|ABE48388.1 outer membrane transport energization protein ExbB [Methylobacillus flagellatus KT]	GCA_000013705.1_ASM1370v1_protein	GCA_000013705.1	ASM1370v1	ABE48388.1	GCA_000013705.1_ASM1370v1_protein|ABE48388.1 outer membrane transport energization protein ExbB	Methylobacillus flagellatus KT	Methylobacillus	flagellatus	KT
GCA_000023705.1_ASM2370v1_protein|ACT47185.1 MotA/TolQ/ExbB proton channel [Methylotenera mobilis JLW8]	GCA_000023705.1_ASM2370v1_protein	GCA_000023705.1	ASM2370v1	ACT47185.1	GCA_000023705.1_ASM2370v1_protein|ACT47185.1 MotA/TolQ/ExbB proton channel	Methylotenera mobilis JLW8	Methylotenera	mobilis	JLW8
GCA_001729505.1_ASM172950v1_protein|AOP58524.1 biopolymer transporter ExbD [Pseudomonas aeruginosa]	GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1	ASM172950v1	AOP58524.1	GCA_001729505.1_ASM172950v1_protein|AOP58524.1 biopolymer transporter ExbD	Pseudomonas aeruginosa	Pseudomonas	aeruginosa	
GCA_000012885.1_ASM1288v1_protein|ABA88899.1 biopolymer transport membrane proton channel, TolQ-related protein [Syntrophotalea carbinolica DSM 2380]	GCA_000012885.1_ASM1288v1_protein	GCA_000012885.1	ASM1288v1	ABA88899.1	GCA_000012885.1_ASM1288v1_protein|ABA88899.1 biopolymer transport membrane proton channel, TolQ-related protein	Syntrophotalea carbinolica DSM 2380	Syntrophotalea	carbinolica	DSM 2380
