fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
BAC89082.1 gll1141 [Gloeobacter violaceus PCC 7421]|GCA_000011385.1_ASM1138v1_protein	GCA_000011385.1_ASM1138v1_protein	GCA_000011385.1	ASM1138v1	BAC89082.1	BAC89082.1 gll1141	Gloeobacter violaceus PCC 7421	Gloeobacter	violaceus	PCC 7421
QDU92956.1 Biopolymer transport protein ExbB [Lignipirellula cremea]|GCA_007751035.1_ASM775103v1_protein	GCA_007751035.1_ASM775103v1_protein	GCA_007751035.1	ASM775103v1	QDU92956.1	QDU92956.1 Biopolymer transport protein ExbB	Lignipirellula cremea	Lignipirellula	cremea	
QDU31292.1 Biopolymer transport protein ExbB [Anatilimnocola aggregata]|GCA_007747655.1_ASM774765v1_protein	GCA_007747655.1_ASM774765v1_protein	GCA_007747655.1	ASM774765v1	QDU31292.1	QDU31292.1 Biopolymer transport protein ExbB	Anatilimnocola aggregata	Anatilimnocola	aggregata	
SEH96646.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]|GCA_900097105.1_WK001_protein	GCA_900097105.1_WK001_protein	GCA_900097105.1	WK001	SEH96646.1	SEH96646.1 mota/tolq/exbb proton channel family	Akkermansia glycaniphila	Akkermansia	glycaniphila	
QJE97381.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]|GCA_012913485.1_ASM1291348v1_protein	GCA_012913485.1_ASM1291348v1_protein	GCA_012913485.1	ASM1291348v1	QJE97381.1	QJE97381.1 MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	Luteolibacter	luteus	
QSR84174.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]|GCA_017310545.1_ASM1731054v1_protein	GCA_017310545.1_ASM1731054v1_protein	GCA_017310545.1	ASM1731054v1	QSR84174.1	QSR84174.1 MotA/TolQ/ExbB proton channel family protein	Methylacidimicrobium sp. B4	Methylacidimicrobium	sp.	B4
ALJ56692.1 colicin uptake protein TolQ [Candidatus Xiphinematobacter sp. Idaho Grape]|GCA_001318295.1_ASM131829v1_protein	GCA_001318295.1_ASM131829v1_protein	GCA_001318295.1	ASM131829v1	ALJ56692.1	ALJ56692.1 colicin uptake protein TolQ	Candidatus Xiphinematobacter sp. Idaho Grape	Candidatus	Xiphinematobacter	sp. Idaho Grape
ACB73533.1 MotA/TolQ/ExbB proton channel [Opitutus terrae PB90-1]|GCA_000019965.1_ASM1996v1_protein	GCA_000019965.1_ASM1996v1_protein	GCA_000019965.1	ASM1996v1	ACB73533.1	ACB73533.1 MotA/TolQ/ExbB proton channel	Opitutus terrae PB90-1	Opitutus	terrae	PB90-1
AWI08418.1 flagellar motor protein MotA [Ereboglobus luteus]|GCA_003096195.1_ASM309619v1_protein	GCA_003096195.1_ASM309619v1_protein	GCA_003096195.1	ASM309619v1	AWI08418.1	AWI08418.1 flagellar motor protein MotA	Ereboglobus luteus	Ereboglobus	luteus	
ATC63405.1 flagellar motor protein MotA [Nibricoccus aquaticus]|GCA_002310495.1_ASM231049v1_protein	GCA_002310495.1_ASM231049v1_protein	GCA_002310495.1	ASM231049v1	ATC63405.1	ATC63405.1 flagellar motor protein MotA	Nibricoccus aquaticus	Nibricoccus	aquaticus	
QEI18926.1 flagellar motor stator protein MotA [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18926.1	QEI18926.1 flagellar motor stator protein MotA	Cellvibrio japonicus	Cellvibrio	japonicus	
RLG45601.1 motility protein A [Candidatus Korarchaeota archaeon]|GCA_003661315.1_ASM366131v1_protein	GCA_003661315.1_ASM366131v1_protein	GCA_003661315.1	ASM366131v1	RLG45601.1	RLG45601.1 motility protein A	Candidatus Korarchaeota archaeon	Candidatus	Korarchaeota	archaeon
RMG20999.1 motility protein A [Euryarchaeota archaeon]|GCA_003696825.1_ASM369682v1_protein	GCA_003696825.1_ASM369682v1_protein	GCA_003696825.1	ASM369682v1	RMG20999.1	RMG20999.1 motility protein A	Euryarchaeota archaeon	Euryarchaeota	archaeon	
QEI19744.1 flagellar motor protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI19744.1	QEI19744.1 flagellar motor protein	Cellvibrio japonicus	Cellvibrio	japonicus	
ABD81419.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD81419.1	ABD81419.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2985819.1 flagellar motor protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2985819.1	MBU2985819.1 flagellar motor protein	Saccharophagus degradans	Saccharophagus	degradans	
ABD82476.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD82476.1	ABD82476.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2985330.1 flagellar motor protein PomA [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2985330.1	MBU2985330.1 flagellar motor protein PomA	Saccharophagus degradans	Saccharophagus	degradans	
SCA58681.1 Motility protein A [Chlamydiales bacterium SCGC AB-751-O23]|GCA_900093645.1_AB751O23_protein	GCA_900093645.1_AB751O23_protein	GCA_900093645.1	AB751O23	SCA58681.1	SCA58681.1 Motility protein A	Chlamydiales bacterium SCGC AB-751-O23	Chlamydiales	bacterium	SCGC AB-751-O23
ABD81321.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD81321.1	ABD81321.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2985725.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2985725.1	MBU2985725.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
QEI19442.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI19442.1	QEI19442.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
UEO04809.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO04809.1	UEO04809.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
UEO06636.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO06636.1	UEO06636.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
ABD81792.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD81792.1	ABD81792.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2984437.1 protein TolQ [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2984437.1	MBU2984437.1 protein TolQ	Saccharophagus degradans	Saccharophagus	degradans	
QEI18804.1 protein TolQ [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18804.1	QEI18804.1 protein TolQ	Cellvibrio japonicus	Cellvibrio	japonicus	
ABD82818.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD82818.1	ABD82818.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2986144.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2986144.1	MBU2986144.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
QEI20720.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI20720.1	QEI20720.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
UEO04322.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO04322.1	UEO04322.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
ABD82214.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD82214.1	ABD82214.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2985168.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2985168.1	MBU2985168.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
UEO05991.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO05991.1	UEO05991.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
UEO03725.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO03725.1	UEO03725.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
QEI19895.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI19895.1	QEI19895.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
UEO07578.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO07578.1	UEO07578.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
UEO05650.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO05650.1	UEO05650.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
QEI18324.1 energy transducer TonB [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18324.1	QEI18324.1 energy transducer TonB	Cellvibrio japonicus	Cellvibrio	japonicus	
MBU2986356.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2986356.1	MBU2986356.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
ABD79617.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD79617.1	ABD79617.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
QEI19039.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI19039.1	QEI19039.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
UEO02151.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]|GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1_ASM2082727v1_protein	GCA_020827275.1	ASM2082727v1	UEO02151.1	UEO02151.1 MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus DZ2	Myxococcus	xanthus	DZ2
QEI18407.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18407.1	QEI18407.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
ABD82072.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD82072.1	ABD82072.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2984729.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2984729.1	MBU2984729.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
QEI18325.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18325.1	QEI18325.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
ABD79618.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD79618.1	ABD79618.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
MBU2986357.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2986357.1	MBU2986357.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
MBU2984728.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2984728.1	MBU2984728.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
ABD82073.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 2-40]|GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1_ASM1366v1_protein	GCA_000013665.1	ASM1366v1	ABD82073.1	ABD82073.1 MotA/TolQ/ExbB proton channel	Saccharophagus degradans 2-40	Saccharophagus	degradans	2-40
QEI18408.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]|GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1_ASM812087v1_protein	GCA_008120875.1	ASM812087v1	QEI18408.1	QEI18408.1 MotA/TolQ/ExbB proton channel family protein	Cellvibrio japonicus	Cellvibrio	japonicus	
MBU2987451.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]|GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1_ASM1886044v1_protein	GCA_018860445.1	ASM1886044v1	MBU2987451.1	MBU2987451.1 MotA/TolQ/ExbB proton channel family protein	Saccharophagus degradans	Saccharophagus	degradans	
PKPEBJJI_00297 Tol-Pal system protein TolQ|VER_PRJEB3868.0_CAIZXV01_protein	VER_PRJEB3868.0_CAIZXV01_protein	VER_PRJEB3868.0	CAIZXV01	PKPEBJJI_00297	PKPEBJJI_00297 Tol-Pal system protein TolQ	NA	NA	NA	
PKPEBJJI_00564 Motility protein A|VER_PRJEB3868.0_CAIZXV01_protein	VER_PRJEB3868.0_CAIZXV01_protein	VER_PRJEB3868.0	CAIZXV01	PKPEBJJI_00564	PKPEBJJI_00564 Motility protein A	NA	NA	NA	
DGBBEKCF_00127 Tol-Pal system protein TolQ|VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0	CAISZB01	DGBBEKCF_00127	DGBBEKCF_00127 Tol-Pal system protein TolQ	NA	NA	NA	
DGBBEKCF_00463 Tol-Pal system protein TolQ|VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0	CAISZB01	DGBBEKCF_00463	DGBBEKCF_00463 Tol-Pal system protein TolQ	NA	NA	NA	
DGBBEKCF_02484 Motility protein A|VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0	CAISZB01	DGBBEKCF_02484	DGBBEKCF_02484 Motility protein A	NA	NA	NA	
DGBBEKCF_01299 Tol-Pal system protein TolQ|VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0	CAISZB01	DGBBEKCF_01299	DGBBEKCF_01299 Tol-Pal system protein TolQ	NA	NA	NA	
DGBBEKCF_01621 Tol-Pal system protein TolQ|VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0_CAISZB01_protein	VER_PRJEB38681.0	CAISZB01	DGBBEKCF_01621	DGBBEKCF_01621 Tol-Pal system protein TolQ	NA	NA	NA	
WP_015921325.1 tonB-system energizer ExbB [Cereibacter sphaeroides KD131]|GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1	ASM2100v1	WP_015921325.1	WP_015921325.1 tonB-system energizer ExbB	Cereibacter sphaeroides KD131	Cereibacter	sphaeroides	KD131
WP_002720852.1 protein TolQ [Cereibacter sphaeroides KD131]|GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1	ASM2100v1	WP_002720852.1	WP_002720852.1 protein TolQ	Cereibacter sphaeroides KD131	Cereibacter	sphaeroides	KD131
WP_015920816.1 MotA/TolQ/ExbB proton channel family protein [Cereibacter sphaeroides KD131]|GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1	ASM2100v1	WP_015920816.1	WP_015920816.1 MotA/TolQ/ExbB proton channel family protein	Cereibacter sphaeroides KD131	Cereibacter	sphaeroides	KD131
WP_002721884.1 flagellar motor stator protein MotA [Cereibacter sphaeroides KD131]|GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1_ASM2100v1_protein	GCA_000021005.1	ASM2100v1	WP_002721884.1	WP_002721884.1 flagellar motor stator protein MotA	Cereibacter sphaeroides KD131	Cereibacter	sphaeroides	KD131
WP_011369264.1 flagellar motor protein [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_011369264.1	WP_011369264.1 flagellar motor protein	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
WP_051363918.1 MotA/TolQ/ExbB proton channel family protein [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_051363918.1	WP_051363918.1 MotA/TolQ/ExbB proton channel family protein	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
CBG34882.1 chemotaxis protein MotA (motility protein A) [Escherichia coli 042]|GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1	ASM2712v1	CBG34882.1	CBG34882.1 chemotaxis protein MotA (motility protein A)	Escherichia coli 042	Escherichia	coli	042
WP_015870803.1 flagellar motor stator protein MotA [Edwardsiella ictaluri ATCC 33202]|GCF_000264785.1_ASM26478v1_protein	GCF_000264785.1_ASM26478v1_protein	GCF_000264785.1	ASM26478v1	WP_015870803.1	WP_015870803.1 flagellar motor stator protein MotA	Edwardsiella ictaluri ATCC 33202	Edwardsiella	ictaluri	ATCC 33202
CBG33586.1 colicin import protein [Escherichia coli 042]|GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1	ASM2712v1	CBG33586.1	CBG33586.1 colicin import protein	Escherichia coli 042	Escherichia	coli	042
WP_015872117.1 Tol-Pal system protein TolQ [Edwardsiella ictaluri ATCC 33202]|GCF_000264785.1_ASM26478v1_protein	GCF_000264785.1_ASM26478v1_protein	GCF_000264785.1	ASM26478v1	WP_015872117.1	WP_015872117.1 Tol-Pal system protein TolQ	Edwardsiella ictaluri ATCC 33202	Edwardsiella	ictaluri	ATCC 33202
WP_010861725.1 flagellar motor protein [Plesiomonas shigelloides LS1]|GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1	ASM209389v1	WP_010861725.1	WP_010861725.1 flagellar motor protein	Plesiomonas shigelloides LS1	Plesiomonas	shigelloides	LS1
WP_010864309.1 MULTISPECIES: flagellar motor protein PomA [Plesiomonas shigelloides LS1]|GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1	ASM209389v1	WP_010864309.1	WP_010864309.1 MULTISPECIES: flagellar motor protein PomA	Plesiomonas shigelloides LS1	Plesiomonas	shigelloides	LS1
WP_036768516.1 MULTISPECIES: Tol-Pal system protein TolQ [Plesiomonas shigelloides LS1]|GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1	ASM209389v1	WP_036768516.1	WP_036768516.1 MULTISPECIES: Tol-Pal system protein TolQ	Plesiomonas shigelloides LS1	Plesiomonas	shigelloides	LS1
WP_011367497.1 motility protein A [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_011367497.1	WP_011367497.1 motility protein A	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
WP_027181145.1 MotA/TolQ/ExbB proton channel family protein [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_027181145.1	WP_027181145.1 MotA/TolQ/ExbB proton channel family protein	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
WP_010862954.1 MULTISPECIES: flagellar motor stator protein MotA [Plesiomonas shigelloides LS1]|GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1	ASM209389v1	WP_010862954.1	WP_010862954.1 MULTISPECIES: flagellar motor stator protein MotA	Plesiomonas shigelloides LS1	Plesiomonas	shigelloides	LS1
WP_011369302.1 protein TolQ [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_011369302.1	WP_011369302.1 protein TolQ	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
CBG33120.1 lateral flagellar motor protein A (MotA-like) [Escherichia coli 042]|GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1	ASM2712v1	CBG33120.1	CBG33120.1 lateral flagellar motor protein A (MotA-like)	Escherichia coli 042	Escherichia	coli	042
CBG36124.1 biopolymer transport protein [Escherichia coli 042]|GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1_ASM2712v1_protein	GCA_000027125.1	ASM2712v1	CBG36124.1	CBG36124.1 biopolymer transport protein	Escherichia coli 042	Escherichia	coli	042
WP_011368050.1 MotA/TolQ/ExbB proton channel family protein [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_011368050.1	WP_011368050.1 MotA/TolQ/ExbB proton channel family protein	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
WP_084976614.1 MotA/TolQ/ExbB proton channel family protein [Plesiomonas shigelloides LS1]|GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1_ASM209389v1_protein	GCF_002093895.1	ASM209389v1	WP_084976614.1	WP_084976614.1 MotA/TolQ/ExbB proton channel family protein	Plesiomonas shigelloides LS1	Plesiomonas	shigelloides	LS1
WP_011366583.1 MotA/TolQ/ExbB proton channel family protein [Oleidesulfovibrio alaskensis DSM 16109]|GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1_ASM48274v1_protein	GCF_000482745.1	ASM48274v1	WP_011366583.1	WP_011366583.1 MotA/TolQ/ExbB proton channel family protein	Oleidesulfovibrio alaskensis DSM 16109	Oleidesulfovibrio	alaskensis	DSM 16109
KFD13175.1 MotA family flagellar motor rotation protein [Serratia marcescens subsp. marcescens ATCC 13880]|GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1_GSMA_DRAFTv1_protein	GCA_000735445.1	GSMA	KFD13175.1	KFD13175.1 MotA family flagellar motor rotation protein	Serratia marcescens subsp. marcescens ATCC 13880	Serratia	marcescens	subsp. marcescens ATCC 13880
AAC65690.1 flagellar motor rotation protein (motA) [Treponema pallidum subsp. pallidum str. Nichols]|GCA_000008605.1_ASM860v1_protein	GCA_000008605.1_ASM860v1_protein	GCA_000008605.1	ASM860v1	AAC65690.1	AAC65690.1 flagellar motor rotation protein (motA)	Treponema pallidum subsp. pallidum str. Nichols	Treponema	pallidum	subsp. pallidum str. Nichols
ABY99795.1 MotA/TolQ/ExbB proton channel [Pseudomonas putida GB-1]|GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1_ASM1912v1_protein	GCA_000019125.1	ASM1912v1	ABY99795.1	ABY99795.1 MotA/TolQ/ExbB proton channel	Pseudomonas putida GB-1	Pseudomonas	putida	GB-1
