genomeID	domain	phylum	class	order	family	genus	species1	species2	locus_tag	location	ssu_len	contig_len
RS_GCF_000026205.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	mali	[locus_tag=NC_011047.1]	[location=264147..265662]	[ssu_len=1516]	[contig_len=601943]
RS_GCF_001277135.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	pruni	[locus_tag=NZ_LHCF01000023.1]	[location=3422..4946]	[ssu_len=1525]	[contig_len=4956]
RS_GCF_003263355.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	oryzae	[locus_tag=NZ_JHUK01000002.1]	[location=36842..38366]	[ssu_len=1525]	[contig_len=113482]
GB_GCA_027945135.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	oryzae_A	[locus_tag=CP116038.1]	[location=73565..75088]	[ssu_len=1524]	[contig_len=511268]
RS_GCF_009268105.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	sacchari	[locus_tag=NZ_VWXM01000011.1]	[location=14847..16371]	[ssu_len=1525]	[contig_len=19597]
RS_GCF_009268075.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	cynodontis	[locus_tag=NZ_VWOH01000002.1]	[location=74368..75892]	[ssu_len=1525]	[contig_len=79195]
RS_GCF_001189415.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	phoenicium	[locus_tag=NZ_JPSQ01000072.1]	[location=1..1326]	[ssu_len=1326]	[contig_len=1384]
RS_GCF_018024475.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	luffae	[locus_tag=NZ_CP054393.1]	[location=530514..532043]	[ssu_len=1530]	[contig_len=769143]
RS_GCF_026821955.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	rubi_A	[locus_tag=NZ_CP114006.1-			
RS_GCF_003640545.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	ziziphi	[locus_tag=NZ_CP025121.1]	[location=423854..425382]	[ssu_len=1529]	[contig_len=750803]
RS_GCF_007821455.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	pini	[locus_tag=NZ_VIAE01000001.1]	[location=19315..20842]	[ssu_len=1528]	[contig_len=110223]
GB_GCA_001307505.2	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma	australasiaticum	[locus_tag=CP040925.1]	[location=537760..539287]	[ssu_len=1528]	[contig_len=635584]
RS_GCF_000967915.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__UBA5453	g__Acholeplasma_C	s__Acholeplasma_C	brassicae	[locus_tag=NC_022549.1]	[location=260489..262013]	[ssu_len=1525]	[contig_len=1877792]
RS_GCF_025446935.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__UBA5453	g__Paracholeplasma	s__Paracholeplasma	vituli	[locus_tag=NZ_JAOEGN010000034.1]	[location=33..1551]	[ssu_len=1519]	[contig_len=1591]
RS_GCF_025742995.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__UBA5453	g__Paracholeplasma	s__Paracholeplasma	manati	[locus_tag=NZ_JAOVQM010000019.1]	[location=113..1631]	[ssu_len=1519]	[contig_len=1661]
RS_GCF_016907055.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__UBA5453	g__Paracholeplasma	s__Paracholeplasma	morum	[locus_tag=NZ_JAFBBG010000002.1]	[location=31..1551]	[ssu_len=1521]	[contig_len=179509]
RS_GCF_003550015.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__Anaeroplasma	bactoclasticum	[locus_tag=NZ_QXEV01000034.1]	[location=18234..18495]	[ssu_len=262]	[contig_len=18496]
GB_GCA_004195325.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Izemoplasmatales	f__Izemoplasmataceae	g__Izemoplasma	s__Izemoplasma	acidinucleici	[locus_tag=SDWO01000053.1]	[location=16476..17956]	[ssu_len=1481]	[contig_len=18919]
RS_GCF_014023125.1	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Izemoplasmatales	f__Izemoplasmataceae	g__Xianfuyuplasma	s__Xianfuyuplasma	coldseepsis	[locus_tag=NZ_CP048914.1]	[location=1395633..1397167]	[ssu_len=1535]	[contig_len=1958905]
RS_GCF_900465355.1	d__Bacteria	p__Bipolaricaulota	c__Bipolaricaulia	o__Bipolaricaulales	f__Bipolaricaulaceae	g__Bipolaricaulis	s__Bipolaricaulis	anaerobius	[locus_tag=NZ_LS483254.1]	[location=1155271..1156833]	[ssu_len=1563]	[contig_len=1324338]
GB_GCA_004102645.1	d__Bacteria	p__Bipolaricaulota	c__Bipolaricaulia	o__Bipolaricaulales	f__Bipolaricaulaceae	g__Bipolaricaulis	s__Bipolaricaulis	sibiricus	[locus_tag=CP034928.1]	[location=1417441..1419002]	[ssu_len=1562]	[contig_len=1701655]
RS_GCF_003570935.1	d__Bacteria	p__Caldisericota	c__Caldisericia	o__Cryosericales	f__Cryosericaceae	g__Cryosericum	s__Cryosericum	odellii	[locus_tag=NZ_QXIU01000203.1]	[location=1..1223]	[ssu_len=1223]	[contig_len=18670]
RS_GCF_000284335.1	d__Bacteria	p__Caldisericota	c__Caldisericia	o__Caldisericales	f__Caldisericaceae	g__Caldisericum	s__Caldisericum	exile	[locus_tag=NC_017096.1]	[location=541391..542944]	[ssu_len=1554]	[contig_len=1558103]
GB_GCA_002877955.1	d__Bacteria	p__Caldisericota	c__Caldisericia	o__Caldisericales	f__Caldisericaceae	g__Caldisericum	s__Caldisericum	exile_A	[locus_tag=PNIL01000049.1]	[location=30679..31624]	[ssu_len=946]	[contig_len=31624]
RS_GCF_001886815.1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__Caldithrix	s__Caldithrix	abyssi	[locus_tag=NZ_CP018099.1]	[location=1049532..1051068]	[ssu_len=1537]	[contig_len=4978541]
GB_GCA_000494225.1	d__Bacteria	p__Calescibacterota	c__Calescibacteriia	o__Calescibacteriales	f__Calescibacteriaceae	g__Calescibacterium	s__Calescibacterium	nevadense	[locus_tag=AWOA01000008.1]	[location=12190..13723]	[ssu_len=1534]	[contig_len=19180]
RS_GCF_002119425.1	d__Bacteria	p__Campylobacterota_A	c__Desulfurellia	o__Desulfurellales	f__Desulfurellaceae	g__Desulfurella	s__Desulfurella	amilsii	[locus_tag=NZ_MDSU01000018.1]	[location=588584..590149]	[ssu_len=1566]	[contig_len=1269579]
GB_GCA_000517565.1	d__Bacteria	p__Campylobacterota_A	c__Desulfurellia	o__Desulfurellales	f__Desulfurellaceae	g__Desulfurella	s__Desulfurella	acetivorans	[locus_tag=CP007051.1]	[location=1233752..1235318]	[ssu_len=1567]	[contig_len=1816487]
RS_GCF_000744435.1	d__Bacteria	p__Campylobacterota_A	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__Hippea	s__Hippea	jasoniae	[locus_tag=NZ_JQLX01000009.1]	[location=74..1089]	[ssu_len=1016]	[contig_len=1116]
RS_GCF_000420385.1	d__Bacteria	p__Campylobacterota_A	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__Hippea	s__Hippea	alviniae	[locus_tag=NZ_ATUV01000002.1]	[location=453106..453569]	[ssu_len=464]	[contig_len=453599]
RS_GCF_000194135.1	d__Bacteria	p__Campylobacterota_A	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__Hippea	s__Hippea	maritima	[locus_tag=NC_015318.1]	[location=256604..258257]	[ssu_len=1654]	[contig_len=1694430]
RS_GCF_000469585.1	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Chrysiogenes	s__Chrysiogenes	arsenatis	[locus_tag=NZ_AWNK01000005.1]	[location=140589..142103]	[ssu_len=1515]	[contig_len=338012]
RS_GCF_000177635.2	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispirillum	s__Desulfurispirillum	indicum	[locus_tag=NC_014836.1]	[location=163077..164594]	[ssu_len=1518]	[contig_len=2928377]
RS_GCF_014203025.1	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispira	s__Desulfurispira	natronophila	[locus_tag=NZ_JACHID010000024.1]	[location=3367..4810]	[ssu_len=1444]	[contig_len=4818]
RS_GCF_000146065.2	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__Cloacimonadaceae	g__Cloacimonas	s__Cloacimonas	acidaminivorans	[locus_tag=NC_020449.1]	[location=1799646..1801244]	[ssu_len=1599]	[contig_len=2246820]
RS_GCF_004353895.1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__Cloacimonadaceae	g__Syntrophosphaera	s__Syntrophosphaera	thermopropionivorans	[locus_tag=NZ_SMOG01000011.1]	[location=14065..15617]	[ssu_len=1553]	[contig_len=44046]
GB_GCA_030765245.1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__JAFGVF01	g__Zophobacter	s__Zophobacter	franzmannii	[locus_tag=JAVCCX010000431.1]	[location=6207..7170]	[ssu_len=964]	[contig_len=7171]
GB_GCA_030765845.1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__TCS61	g__Stygibacter	s__Stygibacter	australis	[locus_tag=JAVCDJ010000089.1]	[location=6034..7580]	[ssu_len=1547]	[contig_len=24565]
GB_GCA_000404785.1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__JGIOTU-2	g__Celaenobacter	s__Celaenobacter	polaris	[locus_tag=ASNI01000009.1]	[location=2521..4071]	[ssu_len=1551]	[contig_len=12301]
GB_GCA_030765865.1	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__JGIOTU-2	g__Celaenobacter	s__Celaenobacter	antarcticus	[locus_tag=JAVCDK010000021.1]	[location=14942..16492]	[ssu_len=1551]	[contig_len=20384]
RS_GCF_000378005.1	d__Bacteria	p__Coprothermobacterota	c__Coprothermobacteria	o__Coprothermobacterales	f__Coprothermobacteraceae	g__Coprothermobacter	s__Coprothermobacter	platensis	[locus_tag=NZ_KB899040.1]	[location=817624..819150]	[ssu_len=1527]	[contig_len=1423273]
RS_GCF_000020945.1	d__Bacteria	p__Coprothermobacterota	c__Coprothermobacteria	o__Coprothermobacterales	f__Coprothermobacteraceae	g__Coprothermobacter	s__Coprothermobacter	proteolyticus	[locus_tag=NC_011295.1]	[location=1131854..1133386]	[ssu_len=1533]	[contig_len=1424912]
RS_GCF_000513475.1	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Babeliaceae	g__Babela	s__Babela	massiliensis	[locus_tag=NC_023003.1]	[location=503485..505022]	[ssu_len=1538]	[contig_len=1118422]
GB_GCA_022559525.1	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__Vermiphilus	s__Vermiphilus	pyriformis	[locus_tag=CP074345.1]	[location=970744..972281]	[ssu_len=1538]	[contig_len=1123447]
RS_GCF_003366055.1	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Chromulinivoraceae	g__Chromulinivorax	s__Chromulinivorax	destructans	[locus_tag=NZ_CP025544.1]	[location=661010..662554]	[ssu_len=1545]	[contig_len=1174272]
GB_GCA_002479255.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__Binatus	s__Binatus	soli	[locus_tag=DLMJ01000019.1]	[location=93450..95013]	[ssu_len=1564]	[contig_len=97570]
RS_GCF_000526155.1	d__Bacteria	p__Desulfobacterota_C	c__Deferrisomatia	o__Deferrisomatales	f__Deferrisomataceae	g__Deferrisoma	s__Deferrisoma	camini	[locus_tag=NZ_JAFN01000001.1]	[location=3942744..3944284]	[ssu_len=1541]	[contig_len=4236551]
GB_GCA_023617515.1	d__Bacteria	p__Desulfobacterota_E	c__Deferrimicrobia	o__Deferrimicrobiales	f__Deferrimicrobiaceae	g__Deferrimicrobium	s__Deferrimicrobium	borealis	[locus_tag=JAMHFW010000001.1]	[location=64267..65828]	[ssu_len=1562]	[contig_len=347601]
RS_GCF_000512235.1	d__Bacteria	p__Desulfobacterota_G	c__Syntrophorhabdia	o__Syntrophorhabdales	f__Syntrophorhabdaceae	g__Syntrophorhabdus	s__Syntrophorhabdus	aromaticivorans	[locus_tag=NZ_KI867150.1]	[location=2636894..2638450]	[ssu_len=1557]	[contig_len=3175639]
RS_GCF_000021645.1	d__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__Dictyoglomus	s__Dictyoglomus	turgidum	[locus_tag=NC_011661.1]	[location=796082..797626]	[ssu_len=1545]	[contig_len=1855560]
RS_GCF_000020965.1	d__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__Dictyoglomus	s__Dictyoglomus	thermophilum	[locus_tag=NC_011297.1]	[location=1077333..1078877]	[ssu_len=1545]	[contig_len=1959987]
GB_GCA_030765125.1	d__Bacteria	p__Electryoneota	c__AABM5-125-24	o__Hatepunaeales	f__Hatepunaeaceae	g__Hatepunaea	s__Hatepunaea	meridiana	[locus_tag=JAVCDD010000022.1]	[location=15..474]	[ssu_len=460]	[contig_len=3153]
GB_GCA_030765455.1	d__Bacteria	p__Electryoneota	c__Electryoneia	o__Electryoneales	f__Electryoneaceae	g__Electryonea	s__Electryonea	clarkiae	[locus_tag=JAVCCM010000011.1]	[location=22221..23193]	[ssu_len=973]	[contig_len=23193]
GB_GCA_003244105.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Eremiobacterales	f__Eremiobacteraceae	g__Eremiobacter	s__Eremiobacter	antarcticus	[locus_tag=QHBK01000004.1]	[location=149685..149978]	[ssu_len=294]	[contig_len=149979]
GB_GCA_014304875.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Eremiobacterales	f__Eremiobacteraceae	g__Mawsoniella	s__Mawsoniella	australis	[locus_tag=JACRUD010000088.1]	[location=25549..25855]	[ssu_len=307]	[contig_len=25856]
GB_GCA_003167055.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Aquilonibacter	s__Aquilonibacter	stordalenmirensis	[locus_tag=PMUE01000133.1]	[location=1..317]	[ssu_len=317]	[contig_len=4914]
GB_GCA_003133745.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Tyrphobacter	s__Tyrphobacter	aquilonaris	[locus_tag=PKZD01000057.1]	[location=1..889]	[ssu_len=889]	[contig_len=32092]
GB_GCA_003140835.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Tumulicola	s__Tumulicola	scandinaviensis	[locus_tag=PLLA01000021.1]	[location=1..735]	[ssu_len=735]	[contig_len=17540]
GB_GCA_003158175.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Cybelea	s__Cybelea	septentrionalis	[locus_tag=PMHJ01000042.1]	[location=66277..66744]	[ssu_len=468]	[contig_len=66744]
GB_GCA_003166915.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Cybelea	s__Cybelea	palsarum	[locus_tag=PMUK01000096.1]	[location=1..368]	[ssu_len=368]	[contig_len=33356]
GB_GCA_003243975.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Meridianibacter	s__Meridianibacter	frigidus	[locus_tag=QHBJ01000036.1]	[location=1..418]	[ssu_len=418]	[contig_len=50534]
GB_GCA_003134035.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Velthaea	s__Velthaea	versatilis	[locus_tag=PLAE01000015.1]	[location=1..246]	[ssu_len=246]	[contig_len=3039]
GB_GCA_003134965.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Elarobacter	s__Elarobacter	winogradskyi	[locus_tag=PLDA01000003.1]	[location=1..634]	[ssu_len=634]	[contig_len=1005564]
GB_GCA_003134695.1	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Zemynaea	s__Zemynaea	palustris	[locus_tag=PLCB01000058.1]	[location=1..887]	[ssu_len=887]	[contig_len=189937]
GB_GCA_001618605.1	d__Bacteria	p__Fermentibacterota	c__Fermentibacteria	o__Fermentibacterales	f__Fermentibacteraceae	g__Fermentibacter	s__Fermentibacter	daniensis	[locus_tag=LKHC01000104.1]	[location=17038..18601]	[ssu_len=1564]	[contig_len=44659]
GB_GCA_030765645.1	d__Bacteria	p__Hinthialibacterota	c__Hinthialibacteria	o__Hinthialibacterales	f__Hinthialibacteraceae	g__Hinthialibacter	s__Hinthialibacter	antarcticus	[locus_tag=JAVCCE010000018.1]	[location=8749..9404]	[ssu_len=656]	[contig_len=9405]
GB_GCA_000493945.1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__Hydrogenedentaceae	g__Hydrogenedens	s__Hydrogenedens	terephthalicus	[locus_tag=AWNW01000006.1]	[location=38027..39574]	[ssu_len=1548]	[contig_len=86659]
GB_GCA_030765365.1	d__Bacteria	p__JACPWU01	c__JACPWU01	o__Theseobacterales	f__Theseobacteraceae	g__Theseobacter	s__Theseobacter	exili	[locus_tag=JAVCCS010000062.1]	[location=60..1018]	[ssu_len=959]	[contig_len=12539]
GB_GCA_030765405.1	d__Bacteria	p__JAKLEM01	c__Ancaeobacteria	o__Ancaeobacterales	f__Ancaeobacteraceae	g__Ancaeobacter	s__Ancaeobacter	aquaticus	[locus_tag=JAVCCP010000067.1]	[location=18804..20347]	[ssu_len=1544]	[contig_len=163286]
GB_GCA_000403035.1	d__Bacteria	p__Latescibacterota	c__Latescibacteria	o__Latescibacterales	f__Latescibacteraceae	g__Latescibacter	s__Latescibacter	anaerobius	[locus_tag=AQSL01000078.1]	[location=2334..3890]	[ssu_len=1557]	[contig_len=8539]
GB_GCA_030765605.1	d__Bacteria	p__Lernaellota	c__Lernaellaia	o__JAVCCG01	f__Alcyoniellaceae	g__Alcyoniella	s__Alcyoniella	australis	[locus_tag=JAVCCG010000064.1]	[location=4..1017]	[ssu_len=1014]	[contig_len=48232]
GB_GCA_030765525.1	d__Bacteria	p__Lernaellota	c__Lernaellaia	o__Lernaellales	f__Lernaellaceae	g__Lernaella	s__Lernaella	stagnicola	[locus_tag=JAVCCK010000014.1]	[location=9266..10262]	[ssu_len=997]	[contig_len=10262]
GB_GCA_018725125.1	d__Bacteria	p__Lithacetigenota	c__HKB111	o__HKB111	f__HKB111	g__Lithacetigena	s__Lithacetigena	formicireducens	[locus_tag=QLTW01000038.1]	[location=328..1767]	[ssu_len=1440]	[contig_len=11179]
GB_GCA_003864475.1	d__Bacteria	p__Margulisbacteria	c__Termititenacia	o__Termititenacales	f__Termititenacaceae	g__Termititenax	s__Termititenax	persephonae	[locus_tag=BGZO01000002.1]	[location=79876..81396]	[ssu_len=1521]	[contig_len=82532]
GB_GCA_003864455.1	d__Bacteria	p__Margulisbacteria	c__Termititenacia	o__Termititenacales	f__Termititenacaceae	g__Termititenax	s__Termititenax	aidoneus	[locus_tag=BGZN01000018.1]	[location=27992..29418]	[ssu_len=1427]	[contig_len=29419]
GB_GCA_000402815.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__Marinisomatales	f__Marinisomataceae	g__Marinisoma	s__Marinisoma	atlanticum	[locus_tag=AQSA01000023.1]	[location=8449..10005]	[ssu_len=1557]	[contig_len=34596]
GB_GCA_008086245.1	d__Bacteria	p__Mcinerneyibacteriota	c__Mcinerneyibacteria	o__Mcinerneyibacteriales	f__Mcinerneyibacteriaceae	g__Mcinerneyibacterium	s__Mcinerneyibacterium	aminivorans	[locus_tag=VSIX01000173.1]	[location=6..1554]	[ssu_len=1549]	[contig_len=1556]
RS_GCF_003044035.1	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__Methylomirabilis	s__Methylomirabilis	limnetica	[locus_tag=NZ_NVQC01000015.1]	[location=56600..58158]	[ssu_len=1559]	[contig_len=155528]
GB_GCA_902196205.1	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__Methylomirabilis	s__Methylomirabilis	lanthanidiphila	[locus_tag=CABIKM010000010.1]	[location=2618..4176]	[ssu_len=1559]	[contig_len=36262]
GB_GCA_016190285.1	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__Methylomirabilis	s__Methylomirabilis	oxyfera_D	[locus_tag=JACPQW010000078.1]	[location=7932..8908]	[ssu_len=977]	[contig_len=8909]
GB_GCA_000091165.1	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__Methylomirabilis	s__Methylomirabilis	oxygeniifera	[locus_tag=FP565575.1]	[location=1586098..1587656]	[ssu_len=1559]	[contig_len=2752854]
GB_GCA_000739515.1	d__Bacteria	p__Moduliflexota	c__Moduliflexia	o__Moduliflexales	f__Moduliflexaceae	g__Moduliflexus	s__Moduliflexus	flocculans	[locus_tag=DF820460.1]	[location=3042..4591]	[ssu_len=1550]	[contig_len=679950]
GB_GCA_000739535.1	d__Bacteria	p__Moduliflexota	c__Moduliflexia	o__Moduliflexales	f__Moduliflexaceae	g__Vecturithrix	s__Vecturithrix	granuli	[locus_tag=DF820470.1]	[location=12982..14170]	[ssu_len=1189]	[contig_len=597372]
GB_GCA_002869225.1	d__Bacteria	p__Muiribacteriota	c__Muiribacteriia	o__Muiribacteriales	f__Muiribacteriaceae	g__Muiribacterium	s__Muiribacterium	halophilum	[locus_tag=PKTG01000148.1]	[location=3605..5161]	[ssu_len=1557]	[contig_len=8280]
GB_GCA_015698285.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitronauta	s__Nitronauta	litoralis	[locus_tag=CP048685.1]	[location=3874099..3875619]	[ssu_len=1521]	[contig_len=3921641]
RS_GCF_946900835.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitrospina	s__Nitrospina	watsonii	[locus_tag=NZ_OX336137.1]	[location=1933210..1934729]	[ssu_len=1520]	[contig_len=3011914]
RS_GCF_021845525.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitrospina	s__Nitrospina	gracilis_A	[locus_tag=NZ_JAKJKD010000001.1]	[location=2013327..2014845]	[ssu_len=1519]	[contig_len=3069626]
RS_GCF_000341545.2	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitrospina	s__Nitrospina	gracilis	[locus_tag=NZ_HG422173.1]	[location=1903907..1905425]	[ssu_len=1519]	[contig_len=3072611]
GB_GCA_015698305.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__VA-1	g__Nitrohelix	s__Nitrohelix	vancouverensis	[locus_tag=CP048620.1]	[location=2190524..2192037]	[ssu_len=1514]	[contig_len=3310067]
GB_GCA_030765805.1	d__Bacteria	p__PUNC01	c__Erginobacteria	o__Erginobacterales	f__Erginobacteraceae	g__Euphemobacter	s__Euphemobacter	frigidus	[locus_tag=JAVCDH010000106.1]	[location=4146..5737]	[ssu_len=1592]	[contig_len=18754]
GB_GCA_009917695.1	d__Bacteria	p__Riflebacteria	c__Ozemobacteria	o__Ozemobacterales	f__Ozemobacteraceae	g__Rifleibacterium	s__Rifleibacterium	amylolyticum	[locus_tag=JAACJG010000035.1]	[location=56..1610]	[ssu_len=1555]	[contig_len=1752]
GB_GCA_003327425.1	d__Bacteria	p__Riflebacteria	c__Ozemobacteria	o__Ozemobacterales	f__Ozemobacteraceae	g__Ozemobacter	s__Ozemobacter	sibiricus	[locus_tag=QOQW01000017.1]	[location=3005..4562]	[ssu_len=1558]	[contig_len=147101]
GB_GCA_003290465.1	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__Sumerlaeales	f__Sumerlaeaceae	g__Sumerlaea	s__Sumerlaea	chitinivorans	[locus_tag=CP030759.1]	[location=3168884..3170426]	[ssu_len=1543]	[contig_len=3289105]
GB_GCA_004195035.1	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium	s__Acidulodesulfobacterium	ferriphilum	[locus_tag=SGBD01000002.1]	[location=668..2218]	[ssu_len=1551]	[contig_len=318008]
GB_GCA_008534395.1	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acidulodesulfobacterium_A	s__Acidulodesulfobacterium_A	acidiphilum	[locus_tag=SHMQ01000004.1]	[location=95158..96708]	[ssu_len=1551]	[contig_len=127395]
GB_GCA_004195025.1	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acididesulfobacter	s__Acididesulfobacter	diazotrophicus	[locus_tag=SGBB01000004.1]	[location=8..862]	[ssu_len=855]	[contig_len=151279]
GB_GCA_004195045.1	d__Bacteria	p__SZUA-79	c__SZUA-79	o__Acidulodesulfobacterales	f__Acidulodesulfobacteraceae	g__Acididesulfobacter	s__Acididesulfobacter	guangdongensis	[locus_tag=SGBC01000002.1]	[location=72597..74148]	[ssu_len=1552]	[contig_len=501434]
GB_GCA_000522425.1	d__Bacteria	p__Tectomicrobia	c__Entotheonellia	o__Entotheonellales	f__Entotheonellaceae	g__Entotheonella	s__Entotheonella	factor	[locus_tag=KI932687.1]	[location=4893..6703]	[ssu_len=1811]	[contig_len=9779]
RS_GCF_000212395.1	d__Bacteria	p__Thermodesulfobiota	c__Thermodesulfobiia	o__Thermodesulfobiales	f__Thermodesulfobiaceae	g__Thermodesulfobium	s__Thermodesulfobium	narugense	[locus_tag=NC_015499.1]	[location=334019..335537]	[ssu_len=1519]	[contig_len=1898865]
