#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-36A0BE5FC7C4AF6C-23FDB0AC43438DB5
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-05-27T23:15:41	Run time	0:00:02:28
#status	success

Num	Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
450	AGW38400.1 putative transport protein [Chlamydia pecorum PV3056/3]	superfamily	223881	15	229	1.45157e-49	161.326	cl42820	TolQ superfamily	 - 	 - 
451	AAP98742.1 ExbB [Chlamydia pneumoniae TW183]	superfamily	223881	13	230	1.91964e-57	181.357	cl42820	TolQ superfamily	 - 	 - 
452	AKF25943.1 biopolymer transporter ExbB [Sulfurovum lithotrophicum]	superfamily	444982	1	133	6.69627e-30	105.249	cl00568	MotA_ExbB superfamily	 - 	 - 
453	AOO66396.1 TolQ proton channel family protein [Sulfurospirillum halorespirans DSM 13726]	superfamily	444982	2	125	1.13236e-29	104.478	cl00568	MotA_ExbB superfamily	 - 	 - 
454	ADG93510.1 tonBsystem energizer ExbB [Arcobacter nitrofigilis DSM 7299]	superfamily	444982	4	136	1.05979e-32	112.182	cl00568	MotA_ExbB superfamily	 - 	 - 
455	ADN08827.1 MotA/TolQ/ExbB proton channel [Sulfurimonas autotrophica DSM 16294]	superfamily	223881	95	188	1.77341e-20	84.6714	cl42820	TolQ superfamily	N	 - 
455	ADN08827.1 MotA/TolQ/ExbB proton channel [Sulfurimonas autotrophica DSM 16294]	superfamily	444982	4	161	2.28278e-15	70.7395	cl00568	MotA_ExbB superfamily	 - 	 - 
456	ADG93991.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	223881	89	184	5.44877e-26	98.9238	cl42820	TolQ superfamily	N	 - 
456	ADG93991.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]	superfamily	444982	5	168	1.24273e-19	82.2955	cl00568	MotA_ExbB superfamily	 - 	 - 
457	CAL34280.1 putative MotA/TolQ/ExbB proton channel family protein [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	superfamily	223881	1	183	8.99728e-37	126.658	cl42820	TolQ superfamily	 - 	 - 
458	ALF47162.1 TolPal system subunit TolQ [Campylobacter concisus]	superfamily	223881	14	187	2.50236e-25	97.383	cl42820	TolQ superfamily	 - 	 - 
459	QVL32579.1 MotA/TolQ/ExbB proton channel family protein [Telmatocola sphagniphila]	superfamily	223881	48	246	2.65182e-22	91.605	cl42820	TolQ superfamily	 - 	 - 
460	ATU63381.1 hypothetical protein CPZ87_01790 [Rhizobacter gummiphilus]	superfamily	223881	15	193	2.09382e-10	57.7074	cl42820	TolQ superfamily	 - 	 - 
461	AHE96301.1 biopolymer transporter ExbB [Thermocrinis ruber]	superfamily	444982	23	127	4.18238e-18	74.4512	cl00568	MotA_ExbB superfamily	 - 	 - 
462	UPT72845.1 MAG: MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	superfamily	223881	9	180	7.34196e-27	102.005	cl42820	TolQ superfamily	 - 	 - 
463	QJE97904.1 DUF2341 domaincontaining protein [Luteolibacter luteus]	superfamily	223881	363	590	2.68104e-34	129.355	cl42820	TolQ superfamily	 - 	 - 
463	QJE97904.1 DUF2341 domaincontaining protein [Luteolibacter luteus]	superfamily	451433	186	316	9.39241e-16	74.7262	cl22861	LamG superfamily	 - 	 - 
463	QJE97904.1 DUF2341 domaincontaining protein [Luteolibacter luteus]	superfamily	431055	70	136	8.6719e-14	66.9971	cl40161	DUF2341 superfamily	 - 	 - 
464	QJE95399.1 hypothetical protein HHL09_06260 [Luteolibacter luteus]	superfamily	223881	352	507	3.98776e-32	122.806	cl42820	TolQ superfamily	N	 - 
464	QJE95399.1 hypothetical protein HHL09_06260 [Luteolibacter luteus]	superfamily	432198	11	99	0.000553319	41.4483	cl26418	DUF3450 superfamily	C	 - 
465	QNQ08565.1 DUF2341 domaincontaining protein [Sphingomonas alpina]	superfamily	223881	375	599	8.13014e-37	136.673	cl42820	TolQ superfamily	 - 	 - 
465	QNQ08565.1 DUF2341 domaincontaining protein [Sphingomonas alpina]	superfamily	431055	82	148	1.62502e-19	83.1755	cl40161	DUF2341 superfamily	C	 - 
465	QNQ08565.1 DUF2341 domaincontaining protein [Sphingomonas alpina]	superfamily	451433	214	329	8.90582e-13	66.2518	cl22861	LamG superfamily	 - 	 - 
465	QNQ08565.1 DUF2341 domaincontaining protein [Sphingomonas alpina]	superfamily	227622	7	284	1.34877e-12	70.6777	cl34978	COG5306 superfamily	NC	 - 
466	AAG04082.1 transport protein ExbB2 [Pseudomonas aeruginosa PAO1]	superfamily	227622	2	379	1.97365e-121	373.059	cl34978	COG5306 superfamily	N	 - 
466	AAG04082.1 transport protein ExbB2 [Pseudomonas aeruginosa PAO1]	superfamily	223881	379	599	3.61059e-39	143.222	cl42820	TolQ superfamily	 - 	 - 
467	ACF14374.1 MotA/TolQ/ExbB proton channel [Chloroherpeton thalassium ATCC 35110]	superfamily	444982	128	230	5.50414e-26	98.3336	cl00568	MotA_ExbB superfamily	 - 	 - 
468	AWV89461.1 MotA/TolQ/ExbB proton channel family protein [Bradymonas sediminis]	superfamily	444982	57	175	1.48368e-17	75.2216	cl00568	MotA_ExbB superfamily	 - 	 - 
469	AUX22204.1 flagellar motor protein MotA [Sorangium cellulosum]	superfamily	444982	86	202	9.14187e-23	89.0888	cl00568	MotA_ExbB superfamily	 - 	 - 
470	AWV89791.1 MotA/TolQ/ExbB proton channel family protein [Bradymonas sediminis]	superfamily	444982	76	190	1.07303e-21	86.0072	cl00568	MotA_ExbB superfamily	 - 	 - 
471	AFE07994.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	444982	101	218	3.1101e-20	82.9256	cl00568	MotA_ExbB superfamily	 - 	 - 
472	ADO72879.1 MotA/TolQ/ExbB proton channel family protein [Stigmatella aurantiaca DW4/31]	superfamily	444982	97	214	3.47884e-18	77.5328	cl00568	MotA_ExbB superfamily	 - 	 - 
473	ABF87376.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DK 1622]	superfamily	444982	111	228	1.85315e-17	75.992	cl00568	MotA_ExbB superfamily	 - 	 - 
474	AHZ86042.1 gliding motility protein [Bdellovibrio bacteriovorus]	superfamily	444982	76	196	3.36699e-30	108.349	cl00568	MotA_ExbB superfamily	 - 	 - 
475	AHZ84904.1 gliding motility protein [Bdellovibrio bacteriovorus]	superfamily	223881	14	210	2.71928e-23	93.1458	cl42820	TolQ superfamily	 - 	 - 
476	AHZ84037.1 adventurous gliding motility protein R [Bdellovibrio bacteriovorus]	superfamily	444982	71	189	3.15434e-26	98.3336	cl00568	MotA_ExbB superfamily	 - 	 - 
477	AHZ86892.1 adventurous gliding motility protein R [Bdellovibrio bacteriovorus]	superfamily	444982	77	187	2.01095e-23	90.2444	cl00568	MotA_ExbB superfamily	 - 	 - 
478	AUX22205.1 flagellar motor protein MotA [Sorangium cellulosum]	superfamily	223881	8	203	5.28117e-26	100.079	cl42820	TolQ superfamily	 - 	 - 
479	ACL67782.1 MotA/TolQ/ExbB proton channel [Anaeromyxobacter dehalogenans 2CP1]	superfamily	444982	76	193	4.64131e-28	102.571	cl00568	MotA_ExbB superfamily	 - 	 - 
480	ABF90777.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DK 1622]	superfamily	444982	95	211	2.32993e-22	88.3184	cl00568	MotA_ExbB superfamily	 - 	 - 
481	AFE07995.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	superfamily	223881	37	225	8.97478e-24	95.0718	cl42820	TolQ superfamily	 - 	 - 
482	ADO68798.1 MotA/TolQ/ExbB proton channel family protein [Stigmatella aurantiaca DW4/31]	superfamily	444982	95	211	1.10878e-23	91.7852	cl00568	MotA_ExbB superfamily	 - 	 - 
483	BAM06053.1 biopolymer transport protein [Leptospirillum ferrooxidans C23]	superfamily	223881	1	204	6.08538e-27	102.776	cl42820	TolQ superfamily	 - 	 - 
484	BAC61768.1 ExbBlike protein [Vibrio parahaemolyticus RIMD 2210633]	superfamily	223881	5	206	1.10154e-35	125.503	cl42820	TolQ superfamily	 - 	 - 
485	ACX73657.1 MotA/TolQ/ExbB proton channel [Fibrobacter succinogenes subsp. succinogenes S85]	superfamily	223881	329	517	4.52805e-29	114.332	cl42820	TolQ superfamily	 - 	 - 
486	AKJ64800.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	444982	357	471	1.26887e-29	112.201	cl00568	MotA_ExbB superfamily	 - 	 - 
486	AKJ64800.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	431120	45	101	0.00339253	39.7477	cl25898	Atg14 superfamily	C	 - 
487	ARN57239.1 Biopolymer transport protein ExbB [Sedimentisphaera salicampi]	superfamily	223881	264	464	4.20314e-35	130.125	cl42820	TolQ superfamily	 - 	 - 
487	ARN57239.1 Biopolymer transport protein ExbB [Sedimentisphaera salicampi]	superfamily	235175	32	171	0.000107593	44.6696	cl35229	PRK03918 superfamily	N	 - 
488	AKJ65465.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	444982	332	449	3.14547e-30	113.742	cl00568	MotA_ExbB superfamily	 - 	 - 
488	AKJ65465.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	224117	33	171	0.000808915	42.0088	cl34174	Smc superfamily	NC	 - 
489	ATX82358.1 outer membrane transport energization protein ExbB [Mariprofundus ferrinatatus]	superfamily	223881	9	187	1.15537e-26	101.235	cl42820	TolQ superfamily	 - 	 - 
490	ATX79248.1 outer membrane transport energization protein ExbB [Mariprofundus aestuarium]	superfamily	223881	3	187	1.6534e-28	106.243	cl42820	TolQ superfamily	 - 	 - 
491	QAR33430.1 MotA/TolQ/ExbB proton channel family protein [Geovibrio thiophilus]	superfamily	223881	1	196	1.69155e-29	108.554	cl42820	TolQ superfamily	 - 	 - 
492	ADD67609.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	223881	1	200	2.2131e-29	108.554	cl42820	TolQ superfamily	 - 	 - 
493	ADV63892.1 MotA/TolQ/ExbB proton channel [Isosphaera pallida ATCC 43644]	superfamily	223881	101	303	5.78251e-28	108.554	cl42820	TolQ superfamily	 - 	 - 
494	ADV63187.1 MotA/TolQ/ExbB proton channel [Isosphaera pallida ATCC 43644]	superfamily	444982	149	263	3.77286e-22	89.0888	cl00568	MotA_ExbB superfamily	 - 	 - 
495	QSR84626.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	24	221	9.07987e-28	105.857	cl42820	TolQ superfamily	 - 	 - 
496	SEI00245.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]	superfamily	223881	8	230	1.00662e-26	102.776	cl42820	TolQ superfamily	 - 	 - 
497	QJE95191.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]	superfamily	223881	34	241	1.45467e-31	116.258	cl42820	TolQ superfamily	 - 	 - 
498	QDU94893.1 Biopolymer transport protein ExbB [Lignipirellula cremea]	superfamily	444982	147	262	1.39629e-27	102.956	cl00568	MotA_ExbB superfamily	 - 	 - 
499	ADB16663.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	223881	71	260	7.91269e-26	101.235	cl42820	TolQ superfamily	 - 	 - 
500	AKJ63368.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	223881	22	207	1.15611e-18	80.8194	cl42820	TolQ superfamily	 - 	 - 
501	CAD74695.1 probable TolQtype transport protein [Rhodopirellula baltica SH 1]	superfamily	444982	103	219	3.60459e-24	94.0964	cl00568	MotA_ExbB superfamily	 - 	 - 
502	QDU30851.1 Biopolymer transport protein ExbB [Anatilimnocola aggregata]	superfamily	223881	73	283	2.86622e-27	105.857	cl42820	TolQ superfamily	 - 	 - 
503	ADB15652.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	223881	70	257	1.20163e-27	106.628	cl42820	TolQ superfamily	 - 	 - 
504	QJE97562.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]	superfamily	223881	42	226	4.05244e-29	109.324	cl42820	TolQ superfamily	 - 	 - 
505	AKJ64099.1 Biopolymer transport protein ExbB [Kiritimatiella glycovorans]	superfamily	223881	47	246	1.53322e-31	115.873	cl42820	TolQ superfamily	 - 	 - 
506	CAD77369.1 probable tolQtype transport protein [Rhodopirellula baltica SH 1]	superfamily	223881	82	275	1.75436e-22	93.1458	cl42820	TolQ superfamily	 - 	 - 
507	QDU99088.1 colicin uptake protein TolQ [Lignipirellula cremea]	superfamily	223881	70	276	4.75607e-25	100.079	cl42820	TolQ superfamily	 - 	 - 
508	QDU29130.1 colicin uptake protein TolQ [Anatilimnocola aggregata]	superfamily	223881	86	281	3.30298e-24	97.7682	cl42820	TolQ superfamily	 - 	 - 
509	ADB17547.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	223881	71	269	3.32634e-24	97.7682	cl42820	TolQ superfamily	 - 	 - 
510	QAR33784.1 hypothetical protein EP073_10320 [Geovibrio thiophilus]	superfamily	223881	255	444	1.56511e-32	122.806	cl42820	TolQ superfamily	 - 	 - 
510	QAR33784.1 hypothetical protein EP073_10320 [Geovibrio thiophilus]	superfamily	429718	29	110	0.000649705	41.7959	cl37761	CALCOCO1 superfamily	C	 - 
511	ADD68377.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	223881	254	441	2.5274e-36	133.207	cl42820	TolQ superfamily	 - 	 - 
511	ADD68377.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]	superfamily	432198	11	230	2.65368e-08	54.5451	cl26418	DUF3450 superfamily	 - 	 - 
512	QSR84464.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	20	211	8.4325e-16	73.1154	cl42820	TolQ superfamily	 - 	 - 
513	ADV60824.1 MotA/TolQ/ExbB proton channel [Isosphaera pallida ATCC 43644]	superfamily	223881	108	325	1.38508e-23	96.6126	cl42820	TolQ superfamily	 - 	 - 
514	CAD71937.1 probable biopolymer transport ExbBrelated protein [Rhodopirellula baltica SH 1]	superfamily	444982	203	314	1.35688e-27	104.497	cl00568	MotA_ExbB superfamily	 - 	 - 
515	ADY58376.1 MotA/TolQ/ExbB proton channel [Rubinisphaera brasiliensis DSM 5305]	superfamily	223881	126	255	6.94458e-23	93.1458	cl42820	TolQ superfamily	N	 - 
516	UAK41330.1 MotA/TolQ/ExbB proton channel family protein [Bacteroides nordii]	superfamily	223881	34	224	4.27755e-35	124.347	cl42820	TolQ superfamily	 - 	 - 
517	AEW00830.1 outer membrane transport energization protein ExbB [Niastella koreensis GR2010]	superfamily	223881	35	238	2.25112e-29	109.324	cl42820	TolQ superfamily	 - 	 - 
518	ABG60812.1 outer membrane transport energization protein ExbB [Cytophaga hutchinsonii ATCC 33406]	superfamily	223881	31	219	3.76521e-23	92.7606	cl42820	TolQ superfamily	 - 	 - 
519	AUX23532.1 biopolymer transporter [Sorangium cellulosum]	superfamily	223881	10	215	1.69458e-34	123.191	cl42820	TolQ superfamily	 - 	 - 
520	BAC89082.1 gll1141 [Gloeobacter violaceus PCC 7421]	superfamily	223881	16	192	1.76353e-27	103.931	cl42820	TolQ superfamily	 - 	 - 
521	QDU92956.1 Biopolymer transport protein ExbB [Lignipirellula cremea]	superfamily	223881	82	301	2.1323e-33	122.421	cl42820	TolQ superfamily	 - 	 - 
522	QDU31292.1 Biopolymer transport protein ExbB [Anatilimnocola aggregata]	superfamily	223881	126	327	9.66634e-36	129.355	cl42820	TolQ superfamily	 - 	 - 
523	ADB17458.1 MotA/TolQ/ExbB proton channel [Pirellula staleyi DSM 6068]	superfamily	223881	91	300	5.85664e-35	126.658	cl42820	TolQ superfamily	 - 	 - 
524	SEH96646.1 mota/tolq/exbb proton channel family [Akkermansia glycaniphila]	superfamily	223881	8	198	1.38743e-15	72.345	cl42820	TolQ superfamily	 - 	 - 
525	QJE97381.1 MotA/TolQ/ExbB proton channel family protein [Luteolibacter luteus]	superfamily	223881	11	203	1.41194e-26	102.005	cl42820	TolQ superfamily	 - 	 - 
526	QSR84174.1 MotA/TolQ/ExbB proton channel family protein [Methylacidimicrobium sp. B4]	superfamily	223881	32	223	8.34053e-31	113.561	cl42820	TolQ superfamily	 - 	 - 
527	ALJ56692.1 colicin uptake protein TolQ [Candidatus Xiphinematobacter sp. Idaho Grape]	superfamily	223881	6	199	1.49874e-11	61.1742	cl42820	TolQ superfamily	 - 	 - 
528	ACB73533.1 MotA/TolQ/ExbB proton channel [Opitutus terrae PB901]	superfamily	223881	6	207	1.46666e-25	98.9238	cl42820	TolQ superfamily	 - 	 - 
529	AWI08418.1 flagellar motor protein MotA [Ereboglobus luteus]	superfamily	223881	6	202	1.31007e-26	102.005	cl42820	TolQ superfamily	 - 	 - 
530	ATC63405.1 flagellar motor protein MotA [Nibricoccus aquaticus]	superfamily	444982	72	188	5.17118e-24	92.5556	cl00568	MotA_ExbB superfamily	 - 	 - 
531	QEI18926.1 flagellar motor stator protein MotA [Cellvibrio japonicus]	superfamily	444982	1	282	1.86114e-153	429.624	cl00568	MotA_ExbB superfamily	 - 	 - 
532	WP_002721884.1 flagellar motor stator protein MotA [Cereibacter sphaeroides]	superfamily	444982	1	283	4.49871e-170	471.571	cl00568	MotA_ExbB superfamily	 - 	 - 
533	RLG45601.1 MAG: motility protein A [Candidatus Korarchaeota archaeon]	superfamily	224210	1	254	2.03331e-92	272.93	cl42821	MotA superfamily	 - 	 - 
534	RMG20999.1 MAG: motility protein A [Euryarchaeota archaeon]	superfamily	224210	6	261	4.70034e-92	272.16	cl42821	MotA superfamily	 - 	 - 
535	QEI19744.1 flagellar motor protein [Cellvibrio japonicus]	superfamily	444982	1	246	6.09899e-159	440.534	cl00568	MotA_ExbB superfamily	 - 	 - 
536	CAG37394.1 related to flagellar motor apparatus MotA [Desulfotalea psychrophila LSv54]	superfamily	444982	1	249	1.45577e-86	257.66	cl00568	MotA_ExbB superfamily	 - 	 - 
537	ABD81419.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	1	246	1.08537e-161	447.082	cl00568	MotA_ExbB superfamily	 - 	 - 
538	MBU2985819.1 flagellar motor protein [Saccharophagus degradans]	superfamily	444982	1	246	3.87321e-161	445.927	cl00568	MotA_ExbB superfamily	 - 	 - 
539	ABD82476.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	1	253	4.20949e-148	413.665	cl00568	MotA_ExbB superfamily	 - 	 - 
540	MBU2985330.1 flagellar motor protein PomA [Saccharophagus degradans]	superfamily	444982	1	253	4.20949e-148	413.665	cl00568	MotA_ExbB superfamily	 - 	 - 
541	SCA58681.1 Motility protein A [Chlamydiales bacterium SCGC AB751O23]	superfamily	224210	4	267	4.85635e-79	239.418	cl42821	MotA superfamily	 - 	 - 
542	WP_015920816.1 MotA/TolQ/ExbB proton channel family protein [Cereibacter sphaeroides]	superfamily	444982	1	235	6.43131e-77	233.007	cl00568	MotA_ExbB superfamily	 - 	 - 
543	ABD81321.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	223881	1	203	1.68864e-43	144.763	cl42820	TolQ superfamily	 - 	 - 
544	MBU2985725.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223881	1	203	4.86701e-44	146.303	cl42820	TolQ superfamily	 - 	 - 
545	QEI19442.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	223881	1	202	1.0123e-44	147.844	cl42820	TolQ superfamily	 - 	 - 
546	UEO04809.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	223881	19	217	2.20046e-33	120.11	cl42820	TolQ superfamily	 - 	 - 
547	UEO06636.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	444982	13	232	5.97902e-60	187.84	cl00568	MotA_ExbB superfamily	 - 	 - 
548	ABD81792.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	7	223	1.30374e-104	301.089	cl00568	MotA_ExbB superfamily	 - 	 - 
549	MBU2984437.1 protein TolQ [Saccharophagus degradans]	superfamily	444982	7	223	1.30374e-104	301.089	cl00568	MotA_ExbB superfamily	 - 	 - 
550	QEI18804.1 protein TolQ [Cellvibrio japonicus]	superfamily	444982	9	223	1.50322e-106	305.711	cl00568	MotA_ExbB superfamily	 - 	 - 
551	ABD82818.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	69	189	2.06432e-27	101.03	cl00568	MotA_ExbB superfamily	 - 	 - 
552	MBU2986144.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	444982	69	189	2.06432e-27	101.03	cl00568	MotA_ExbB superfamily	 - 	 - 
553	QEI20720.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	444982	72	189	1.72781e-28	103.726	cl00568	MotA_ExbB superfamily	 - 	 - 
554	UEO04322.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	223881	25	222	2.27702e-38	132.436	cl42820	TolQ superfamily	 - 	 - 
555	WP_002720852.1 protein TolQ [Cereibacter sphaeroides]	superfamily	444982	15	227	4.56493e-107	307.252	cl00568	MotA_ExbB superfamily	 - 	 - 
556	ABD82214.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	73	193	8.8018e-26	97.178	cl00568	MotA_ExbB superfamily	 - 	 - 
557	MBU2985168.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	444982	73	193	1.04414e-25	97.178	cl00568	MotA_ExbB superfamily	 - 	 - 
558	UEO05991.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	223881	25	209	4.09511e-36	127.043	cl42820	TolQ superfamily	 - 	 - 
559	UEO03725.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	444982	11	215	7.72333e-39	133.527	cl00568	MotA_ExbB superfamily	 - 	 - 
560	QEI19895.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	223881	9	210	5.95296e-49	160.171	cl42820	TolQ superfamily	 - 	 - 
561	CAG37138.1 related to biopolymer transport protein TolQ [Desulfotalea psychrophila LSv54]	superfamily	444982	4	225	2.30415e-81	242.153	cl00568	MotA_ExbB superfamily	 - 	 - 
562	UEO07578.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	223881	6	214	3.96866e-35	124.347	cl42820	TolQ superfamily	 - 	 - 
563	UEO05650.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	444982	95	211	2.32993e-22	88.3184	cl00568	MotA_ExbB superfamily	 - 	 - 
564	QEI18324.1 energy transducer TonB [Cellvibrio japonicus]	superfamily	444982	322	439	7.86746e-35	125.683	cl00568	MotA_ExbB superfamily	 - 	 - 
564	QEI18324.1 energy transducer TonB [Cellvibrio japonicus]	superfamily	173412	23	102	0.000680196	42.4355	cl31754	PTZ00121 superfamily	NC	 - 
565	CAG37703.1 related to transport protein TolQ [Desulfotalea psychrophila LSv54]	superfamily	223881	266	463	1.14128e-31	120.495	cl42820	TolQ superfamily	 - 	 - 
565	CAG37703.1 related to transport protein TolQ [Desulfotalea psychrophila LSv54]	superfamily	432198	29	211	0.00644904	37.9815	cl26418	DUF3450 superfamily	 - 	 - 
566	WP_015921325.1 tonBsystem energizer ExbB [Cereibacter sphaeroides]	superfamily	444982	127	339	1.22773e-94	280.44	cl00568	MotA_ExbB superfamily	 - 	 - 
567	MBU2986356.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	444982	326	442	5.65328e-32	118.364	cl00568	MotA_ExbB superfamily	 - 	 - 
567	MBU2986356.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223496	25	189	0.00740431	38.9731	cl33865	SbcC superfamily	C	 - 
568	ABD79617.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	444982	326	442	7.53663e-32	117.979	cl00568	MotA_ExbB superfamily	 - 	 - 
568	ABD79617.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	223496	25	189	0.00766349	38.9731	cl33865	SbcC superfamily	C	 - 
569	QEI19039.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	223881	10	217	1.48868e-49	161.326	cl42820	TolQ superfamily	 - 	 - 
570	UEO02151.1 MotA/TolQ/ExbB proton channel family protein [Myxococcus xanthus DZ2]	superfamily	444982	96	213	9.30259e-18	76.3772	cl00568	MotA_ExbB superfamily	 - 	 - 
571	QEI18407.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	444982	318	434	4.75944e-30	112.971	cl00568	MotA_ExbB superfamily	 - 	 - 
572	ABD82072.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	223881	237	426	8.92648e-27	107.013	cl42820	TolQ superfamily	 - 	 - 
572	ABD82072.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	227278	11	113	0.0005458	42.0165	cl34844	EnvC superfamily	C	 - 
573	MBU2984729.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223881	237	426	1.20537e-26	106.628	cl42820	TolQ superfamily	 - 	 - 
573	MBU2984729.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	227278	11	113	0.000491478	42.4017	cl34844	EnvC superfamily	C	 - 
574	CAG37702.1 related to biopolymer transport protein ExbB [Desulfotalea psychrophila LSv54]	superfamily	444982	76	153	4.19146e-25	93.326	cl00568	MotA_ExbB superfamily	N	 - 
575	QEI18325.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	223881	18	162	6.32784e-21	85.4418	cl42820	TolQ superfamily	 - 	 - 
576	ABD79618.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	223881	11	169	2.76829e-18	78.5082	cl42820	TolQ superfamily	 - 	 - 
577	MBU2986357.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223881	11	169	2.76829e-18	78.5082	cl42820	TolQ superfamily	 - 	 - 
578	MBU2984728.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223881	65	120	7.20255e-07	46.1515	cl42820	TolQ superfamily	N	 - 
579	ABD82073.1 MotA/TolQ/ExbB proton channel [Saccharophagus degradans 240]	superfamily	223881	65	120	5.56035e-07	46.5367	cl42820	TolQ superfamily	N	 - 
580	QEI18408.1 MotA/TolQ/ExbB proton channel family protein [Cellvibrio japonicus]	superfamily	444982	69	160	1.387e-17	74.066	cl00568	MotA_ExbB superfamily	N	 - 
581	MBU2987451.1 MotA/TolQ/ExbB proton channel family protein [Saccharophagus degradans]	superfamily	223881	8	169	8.47429e-13	63.8706	cl42820	TolQ superfamily	 - 	 - 
582	PKPEBJJI_00344 hypothetical protein [CAIZXV01_Verrucomicrobium_sp_PRJEB3868]	superfamily	223881	1	48	7.66855e-08	46.5367	cl42820	TolQ superfamily	N	 - 
