feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3394565	3395161	+							EP01_RS16130	597		old_locus_tag=EP01_16415
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3394565	3395161	+	WP_011163797.1	WP_011163797.1		Crp/Fnr family transcriptional regulator			EP01_RS16130	597	198	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3395144	3396004	-							EP01_RS16135	861		old_locus_tag=EP01_16420
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3395144	3396004	-	WP_011163798.1	WP_011163798.1		MBL fold metallo-hydrolase			EP01_RS16135	861	286	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396189	3396512	+							EP01_RS16140	324		old_locus_tag=EP01_16425
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396189	3396512	+	WP_011163799.1	WP_011163799.1		rhodanese-like domain-containing protein			EP01_RS16140	324	107	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396509	3396928	+							EP01_RS16145	420		old_locus_tag=EP01_16430
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396509	3396928	+	WP_011163800.1	WP_011163800.1		YeeE/YedE thiosulfate transporter family protein			EP01_RS16145	420	139	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396930	3397370	+							EP01_RS16150	441		old_locus_tag=EP01_16435
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3396930	3397370	+	WP_011163801.1	WP_011163801.1		membrane protein			EP01_RS16150	441	146	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3397381	3398160	+							EP01_RS16155	780		old_locus_tag=EP01_16440
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3397381	3398160	+	WP_011163802.1	WP_011163802.1		sulfite exporter TauE/SafE family protein			EP01_RS16155	780	259	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3398236	3400173	+					acs		EP01_RS16160	1938		old_locus_tag=EP01_16445
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3398236	3400173	+	WP_011163803.1	WP_011163803.1		acetate--CoA ligase	acs		EP01_RS16160	1938	645	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3400187	3400705	+							EP01_RS16165	519		old_locus_tag=EP01_16450
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3400187	3400705	+	WP_038451246.1	WP_038451246.1		hypothetical protein			EP01_RS16165	519	172	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3400710	3401768	+							EP01_RS16170	1059		old_locus_tag=EP01_16455
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3400710	3401768	+	WP_038451247.1	WP_038451247.1		tRNA-dihydrouridine synthase family protein			EP01_RS16170	1059	352	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3401771	3402025	-							EP01_RS16175	255		old_locus_tag=EP01_16460
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3401771	3402025	-	WP_038451248.1	WP_038451248.1		glutaredoxin			EP01_RS16175	255	84	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3402073	3402729	+							EP01_RS16180	657		old_locus_tag=EP01_16465
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3402073	3402729	+	WP_011163807.1	WP_011163807.1		class I SAM-dependent methyltransferase			EP01_RS16180	657	218	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3402912	3405185	+							EP01_RS16185	2274		old_locus_tag=EP01_16470
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3402912	3405185	+	WP_226987958.1	WP_226987958.1		hypothetical protein			EP01_RS16185	2274	757	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3405288	3406145	+							EP01_RS16190	858		old_locus_tag=EP01_16475
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3405288	3406145	+	WP_038451250.1	WP_038451250.1		TIGR02285 family protein			EP01_RS16190	858	285	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3406127	3407098	-							EP01_RS16195	972		old_locus_tag=EP01_16480
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3406127	3407098	-	WP_011163810.1	WP_011163810.1		tRNA-dihydrouridine synthase family protein			EP01_RS16195	972	323	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3407101	3407559	-							EP01_RS16200	459		old_locus_tag=EP01_16485
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3407101	3407559	-	WP_011163811.1	WP_011163811.1		EVE domain-containing protein			EP01_RS16200	459	152	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3407556	3407951	-							EP01_RS16205	396		old_locus_tag=EP01_16490
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3407556	3407951	-	WP_011163812.1	WP_011163812.1		YchJ family metal-binding protein			EP01_RS16205	396	131	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3408077	3408844	+							EP01_RS16210	768		old_locus_tag=EP01_16495
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3408077	3408844	+	WP_011163813.1	WP_011163813.1		SDR family NAD(P)-dependent oxidoreductase			EP01_RS16210	768	255	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3408847	3410244	+					fumC		EP01_RS16215	1398		old_locus_tag=EP01_16500
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3408847	3410244	+	WP_038451252.1	WP_038451252.1		class II fumarate hydratase	fumC		EP01_RS16215	1398	465	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3410364	3411296	+							EP01_RS16220	933		old_locus_tag=EP01_16505
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3410364	3411296	+	WP_038451253.1	WP_038451253.1		hypothetical protein			EP01_RS16220	933	310	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3411311	3411751	+							EP01_RS16225	441		old_locus_tag=EP01_16510
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3411311	3411751	+	WP_011163816.1	WP_011163816.1		hypothetical protein			EP01_RS16225	441	146	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3411774	3413792	+							EP01_RS16230	2019		old_locus_tag=EP01_16515
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3411774	3413792	+	WP_011163817.1	WP_011163817.1		UvrD-helicase domain-containing protein			EP01_RS16230	2019	672	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3413927	3415288	+							EP01_RS16235	1362		old_locus_tag=EP01_16520
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3413927	3415288	+	WP_038452169.1	WP_038452169.1		PAS domain-containing protein			EP01_RS16235	1362	453	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3415289	3415975	-							EP01_RS16240	687		old_locus_tag=EP01_16525
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3415289	3415975	-	WP_051626326.1	WP_051626326.1		RNA pseudouridine synthase			EP01_RS16240	687	228	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3415972	3416310	-							EP01_RS16245	339		old_locus_tag=EP01_16530
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3415972	3416310	-	WP_226987959.1	WP_226987959.1		hypothetical protein			EP01_RS16245	339	112	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3416498	3416752	+							EP01_RS16250	255		old_locus_tag=EP01_16535
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3416498	3416752	+	WP_011163821.1	WP_011163821.1		hypothetical protein			EP01_RS16250	255	84	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3416821	3417750	+							EP01_RS16255	930		old_locus_tag=EP01_16540
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3416821	3417750	+	WP_011163822.1	WP_011163822.1		ParA family protein			EP01_RS16255	930	309	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3417763	3418371	+							EP01_RS16260	609		old_locus_tag=EP01_16545
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3417763	3418371	+	WP_011163823.1	WP_011163823.1		hypothetical protein			EP01_RS16260	609	202	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3418376	3418708	+							EP01_RS16265	333		old_locus_tag=EP01_16550
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3418376	3418708	+	WP_011163824.1	WP_011163824.1		BolA family transcriptional regulator			EP01_RS16265	333	110	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3418705	3419199	-							EP01_RS16270	495		old_locus_tag=EP01_16555
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3418705	3419199	-	WP_038451255.1	WP_038451255.1		hypothetical protein			EP01_RS16270	495	164	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3419305	3419565	-							EP01_RS16275	261		old_locus_tag=EP01_16560
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3419305	3419565	-	WP_011163826.1	WP_011163826.1		hypothetical protein			EP01_RS16275	261	86	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3419769	3421439	+					ettA		EP01_RS16280	1671		old_locus_tag=EP01_16565
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3419769	3421439	+	WP_011163827.1	WP_011163827.1		energy-dependent translational throttle protein EttA	ettA		EP01_RS16280	1671	556	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3421559	3422272	+							EP01_RS16285	714		old_locus_tag=EP01_16570
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3421559	3422272	+	WP_226987960.1	WP_226987960.1		DUF4010 domain-containing protein			EP01_RS16285	714	237	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3422259	3425714	-							EP01_RS16290	3456		old_locus_tag=EP01_16575
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3422259	3425714	-	WP_011163829.1	WP_011163829.1		hypothetical protein			EP01_RS16290	3456	1151	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3425807	3427087	-							EP01_RS16295	1281		old_locus_tag=EP01_16580
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3425807	3427087	-	WP_226987961.1	WP_226987961.1		HAMP domain-containing histidine kinase			EP01_RS16295	1281	426	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3427193	3427597	-							EP01_RS16300	405		old_locus_tag=EP01_16585
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3427193	3427597	-	WP_011163831.1	WP_011163831.1		J domain-containing protein			EP01_RS16300	405	134	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3427882	3428304	+							EP01_RS16305	423		old_locus_tag=EP01_16590
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3427882	3428304	+	WP_011163832.1	WP_011163832.1		SWIB/MDM2 domain-containing protein			EP01_RS16305	423	140	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3428719	3429483	+					map		EP01_RS16310	765		old_locus_tag=EP01_16595
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3428719	3429483	+	WP_011163833.1	WP_011163833.1		type I methionyl aminopeptidase	map		EP01_RS16310	765	254	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3429550	3430932	+					ahcY		EP01_RS16315	1383		old_locus_tag=EP01_16600
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3429550	3430932	+	WP_264358377.1	WP_264358377.1		adenosylhomocysteinase	ahcY		EP01_RS16315	1383	460	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3431322	3432917	+							EP01_RS16320	1596		old_locus_tag=EP01_16605
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3431322	3432917	+	WP_038451258.1	WP_038451258.1		methyl-accepting chemotaxis protein			EP01_RS16320	1596	531	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3433020	3434693	+							EP01_RS16325	1674		old_locus_tag=EP01_16610
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3433020	3434693	+	WP_038451260.1	WP_038451260.1		thioredoxin family protein			EP01_RS16325	1674	557	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3434690	3435823	-							EP01_RS16330	1134		old_locus_tag=EP01_16615
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3434690	3435823	-	WP_038451262.1	WP_038451262.1		DNA alkylation repair protein			EP01_RS16330	1134	377	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3435851	3436729	-							EP01_RS16335	879		old_locus_tag=EP01_16620
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3435851	3436729	-	WP_038451263.1	WP_038451263.1		hypothetical protein			EP01_RS16335	879	292	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3436829	3437356	-					orn		EP01_RS16340	528		old_locus_tag=EP01_16625
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3436829	3437356	-	WP_011163840.1	WP_011163840.1		oligoribonuclease	orn		EP01_RS16340	528	175	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3437433	3437840	-							EP01_RS16345	408		old_locus_tag=EP01_16630
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3437433	3437840	-	WP_226987962.1	WP_226987962.1		response regulator			EP01_RS16345	408	135	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3437941	3438216	-							EP01_RS16350	276		old_locus_tag=EP01_16635
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3437941	3438216	-	WP_011163842.1	WP_011163842.1		heavy-metal-associated domain-containing protein			EP01_RS16350	276	91	
gene	tRNA	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3438385	3438461	+							EP01_RS16355	77		old_locus_tag=EP01_16640
tRNA		GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3438385	3438461	+				tRNA-Asp			EP01_RS16355	77		anticodon=GTC
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3438524	3439267	-							EP01_RS16360	744		old_locus_tag=EP01_16645
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3438524	3439267	-	WP_038451265.1	WP_038451265.1		transporter substrate-binding domain-containing protein			EP01_RS16360	744	247	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3439483	3440016	+							EP01_RS16365	534		old_locus_tag=EP01_16650
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3439483	3440016	+	WP_038451267.1	WP_038451267.1		gamma-glutamylcyclotransferase			EP01_RS16365	534	177	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3440182	3440694	+							EP01_RS16370	513		old_locus_tag=EP01_16655
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3440182	3440694	+	WP_038451269.1	WP_038451269.1		hypothetical protein			EP01_RS16370	513	170	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3441034	3442341	-							EP01_RS16375	1308		old_locus_tag=EP01_16660
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3441034	3442341	-	WP_038451271.1	WP_038451271.1		hypothetical protein			EP01_RS16375	1308	435	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3442533	3443270	+							EP01_RS16380	738		old_locus_tag=EP01_16665
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3442533	3443270	+	WP_048349717.1	WP_048349717.1		SDR family oxidoreductase			EP01_RS16380	738	245	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3443302	3444147	-							EP01_RS16385	846		old_locus_tag=EP01_16670
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3443302	3444147	-	WP_038451273.1	WP_038451273.1		LysR family transcriptional regulator			EP01_RS16385	846	281	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3444243	3444896	+							EP01_RS16390	654		old_locus_tag=EP01_16675
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3444243	3444896	+	WP_226987964.1	WP_226987964.1		ankyrin repeat domain-containing protein			EP01_RS16390	654	217	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3445518	3445835	-							EP01_RS16395	318		old_locus_tag=EP01_16685
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3445518	3445835	-	WP_038451276.1	WP_038451276.1		hypothetical protein			EP01_RS16395	318	105	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3446014	3448179	+							EP01_RS16400	2166		old_locus_tag=EP01_16690
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3446014	3448179	+	WP_158332731.1	WP_158332731.1		hypothetical protein			EP01_RS16400	2166	721	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3448192	3448851	-							EP01_RS18385	660		old_locus_tag=EP01_16695
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3448192	3448851	-	WP_051626327.1	WP_051626327.1		Crp/Fnr family transcriptional regulator			EP01_RS18385	660	219	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3448881	3450494	+							EP01_RS16410	1614		old_locus_tag=EP01_16700
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3448881	3450494	+	WP_080701420.1	WP_080701420.1		methyl-accepting chemotaxis protein			EP01_RS16410	1614	537	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3450541	3451068	-							EP01_RS16415	528		old_locus_tag=EP01_16705
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3450541	3451068	-	WP_038451280.1	WP_038451280.1		dihydrofolate reductase family protein			EP01_RS16415	528	175	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3451129	3451437	-							EP01_RS16420	309		old_locus_tag=EP01_16710
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3451129	3451437	-	WP_011163851.1	WP_011163851.1		hypothetical protein			EP01_RS16420	309	102	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3451440	3453014	-							EP01_RS16425	1575		old_locus_tag=EP01_16715
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3451440	3453014	-	WP_226987965.1	WP_226987965.1		L,D-transpeptidase family protein			EP01_RS16425	1575	524	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3453259	3454113	+							EP01_RS16430	855		old_locus_tag=EP01_16720
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3453259	3454113	+	WP_038451284.1	WP_038451284.1		trypsin-like serine protease			EP01_RS16430	855	284	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3454114	3455448	-							EP01_RS16435	1335		old_locus_tag=EP01_16725
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3454114	3455448	-	WP_226987966.1	WP_226987966.1		DUF285 domain-containing protein			EP01_RS16435	1335	444	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3455630	3456232	-							EP01_RS16440	603		old_locus_tag=EP01_16730
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3455630	3456232	-	WP_038451287.1	WP_038451287.1		hypothetical protein			EP01_RS16440	603	200	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3456243	3457115	-							EP01_RS16445	873		old_locus_tag=EP01_16735
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3456243	3457115	-	WP_038451289.1	WP_038451289.1		hypothetical protein			EP01_RS16445	873	290	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3457363	3457785	+							EP01_RS16450	423		old_locus_tag=EP01_16740
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3457363	3457785	+	WP_011163857.1	WP_011163857.1		DUF4288 domain-containing protein			EP01_RS16450	423	140	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3457820	3459001	-							EP01_RS16455	1182		old_locus_tag=EP01_16745
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3457820	3459001	-	WP_038451290.1	WP_038451290.1		sugar transporter			EP01_RS16455	1182	393	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3459241	3459768	+					msrB		EP01_RS16460	528		old_locus_tag=EP01_16750
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3459241	3459768	+	WP_011163859.1	WP_011163859.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		EP01_RS16460	528	175	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3459771	3460118	-							EP01_RS16465	348		old_locus_tag=EP01_16755
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3459771	3460118	-	WP_038451291.1	WP_038451291.1		hypothetical protein			EP01_RS16465	348	115	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3460371	3460913	+							EP01_RS16470	543		old_locus_tag=EP01_16760
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3460371	3460913	+	WP_011163861.1	WP_011163861.1		SRPBCC domain-containing protein			EP01_RS16470	543	180	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3461177	3461704	+							EP01_RS16475	528		old_locus_tag=EP01_16765
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3461177	3461704	+	WP_144313918.1	WP_144313918.1		hypothetical protein			EP01_RS16475	528	175	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3461883	3463169	+							EP01_RS16480	1287		old_locus_tag=EP01_16770
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3461883	3463169	+	WP_038451294.1	WP_038451294.1		beta-sandwich domain-containing protein			EP01_RS16480	1287	428	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3463444	3464670	+							EP01_RS16485	1227		old_locus_tag=EP01_16775
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3463444	3464670	+	WP_038451296.1	WP_038451296.1		DEAD/DEAH box helicase			EP01_RS16485	1227	408	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3464781	3466460	+							EP01_RS16490	1680		old_locus_tag=EP01_16780
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3464781	3466460	+	WP_038451297.1	WP_038451297.1		glutamine--tRNA ligase/YqeY domain fusion protein			EP01_RS16490	1680	559	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3466523	3467797	+							EP01_RS16495	1275		old_locus_tag=EP01_16785
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3466523	3467797	+	WP_038451299.1	WP_038451299.1		aminopeptidase P family protein			EP01_RS16495	1275	424	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3467800	3468036	-							EP01_RS16500	237		old_locus_tag=EP01_16790
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3467800	3468036	-	WP_011163867.1	WP_011163867.1		hypothetical protein			EP01_RS16500	237	78	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3468186	3468335	-							EP01_RS18640	150		
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3468186	3468335	-	WP_158332732.1	WP_158332732.1		hypothetical protein			EP01_RS18640	150	49	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3468693	3470441	+							EP01_RS16505	1749		old_locus_tag=EP01_16805
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3468693	3470441	+	WP_038451301.1	WP_038451301.1		substrate-binding domain-containing protein			EP01_RS16505	1749	582	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3470483	3471682	+							EP01_RS16510	1200		old_locus_tag=EP01_16810
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3470483	3471682	+	WP_038451302.1	WP_038451302.1		hypothetical protein			EP01_RS16510	1200	399	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	3471679	3472533	-							EP01_RS16515	855		old_locus_tag=EP01_16815
