assembly	organism	refAccession	refStart	refEnd	refStrand	refDesc	senseMinusThreeAccession	senseMinusThreeStart	senseMinusThreeEnd	senseMinusThreeStrand	senseMinusThreeDesc	senseMinusTwoAccession	senseMinusTwoStart	senseMinusTwoEnd	senseMinusTwoStrand	senseMinusTwoDesc	senseMinusOneAccession	senseMinusOneStart	senseMinusOneEnd	senseMinusOneStrand	senseMinusOneDesc	sensePlusOneAccession	sensePlusOneStart	sensePlusOneEnd	sensePlusOneStrand	sensePlusOneDesc	sensePlusTwoAccession	sensePlusTwoStart	sensePlusTwoEnd	sensePlusTwoStrand	sensePlusTwoDesc	sensePlusThreeAccession	sensePlusThreeStart	sensePlusThreeEnd	sensePlusThreeStrand	sensePlusThreeDesc	antisenseMinusThreeAccession	antisenseMinusThreeStart	antisenseMinusThreeEnd	antisenseMinusThreeStrand	antisenseMinusThreeDesc	antisenseMinusTwoAccession	antisenseMinusTwoStart	antisenseMinusTwoEnd	antisenseMinusTwoStrand	antisenseMinusTwoDesc	antisenseMinusOneAccession	antisenseMinusOneStart	antisenseMinusOneEnd	antisenseMinusOneStrand	antisenseMinusOneDesc	antisensePlusOneAccession	antisensePlusOneStart	antisensePlusOneEnd	antisensePlusOneStrand	antisensePlusOneDesc	antisensePlusTwoAccession	antisensePlusTwoStart	antisensePlusTwoEnd	antisensePlusTwoStrand	antisensePlusTwoDesc	antisensePlusThreeAccession	antisensePlusThreeStart	antisensePlusThreeEnd	antisensePlusThreeStrand	antisensePlusThreeDesc
GCA_016724785.1_ASM1672478v1	Fusobacterium canifelinum (fusobacteria)	QQS88170	643090	643533	+	biopolymer transporter ExbD	QQS88170	642468	643079	+	MotA/TolQ/ExbB proton channel family protein	QQS88169	642058	642435	+	hypothetical protein	QQS88168	639222	642032	+	tetratricopeptide repeat protein	QQS88172	643539	644369	+	energy transducer TonB	QQS88173	644387	645781	+	sigma-54-dependent Fis family transcriptional regulator	QQS88174	645785	647239	+	DNA polymerase III subunit gamma/tau	QQS88183	655286	656173	-	LysR family transcriptional regulator	QQS88180	652004	652459	-	hypothetical protein	QQS88179	651303	651980	-	class I SAM-dependent methyltransferase	QQS88163	633935	635044	-	iron-containing alcohol dehydrogenase	QQS88162	632851	633654	-	propanediol utilization microcompartment protein PduB	QQS88161	631166	632830	-	propanediol/glycerol family dehydratase large subunit
GCA_016724785.1_ASM1672478v1	Fusobacterium canifelinum (fusobacteria)	QQS88496	1003482	1003871	+	biopolymer transporter ExbD	QQS88496	1002871	1003479	+	MotA/TolQ/ExbB proton channel family protein	QQS88494	1000337	1000900	+	hypothetical protein	QQS88493	999545	1000321	+	Nif3-like dinuclear metal center hexameric protein	QQS88498	1003880	1004680	+	energy transducer TonB	QQS88504	1009133	1009588	+	single-stranded DNA-binding protein	QQS88505	1009603	1010181	+	"cob(I)yrinic acid a,c-diamide adenosyltransferase"	QQS88501	1005880	1006479	-	CDP-alcohol phosphatidyltransferase family protein	QQS88500	1005075	1005878	-	phosphatidate cytidylyltransferase	QQS88499	1004807	1005001	-	DUF1858 domain-containing protein	QQS88495	1001292	1002716	-	peptide-binding protein	QQS88477	982731	983333	-	LexA family transcriptional regulator	QQS88456	962925	963326	-	pyridoxamine 5'-phosphate oxidase family protein
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR83870	1278239	1278541	-	hypothetical protein	QSR83880	1282938	1283687	-	sulfite exporter TauE/SafE family protein	QSR83873	1278952	1279257	-	DUF883 family protein	QSR83872	1278553	1278951	-	phage holin family protein	QSR83870	1277406	1278074	-	MotA/TolQ/ExbB proton channel family protein	QSR83869	1276964	1277389	-	biopolymer transporter ExbD	QSR83863	1267834	1268346	-	shikimate kinase	QSR83868	1276457	1276921	+	hypothetical protein	QSR83867	1273036	1276269	+	efflux RND transporter permease subunit	QSR83866	1271516	1273039	+	TolC family protein	QSR83874	1279463	1279765	+	hypothetical protein	QSR83875	1279762	1280250	+	Spy/CpxP family protein refolding chaperone	QSR83876	1280247	1280828	+	sigma-70 family RNA polymerase sigma factor
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR84174	1678985	1679419	-	hypothetical protein	QSR84180	1693881	1694321	-	SUF system NifU family Fe-S cluster assembly protein	QSR85844	1691258	1693606	-	TonB-dependent receptor	QSR85840	1679519	1680301	-	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	QSR84174	1678232	1678981	-	MotA/TolQ/ExbB proton channel family protein	QSR84173	1677826	1678269	-	biopolymer transporter ExbD	QSR84172	1677077	1677829	-	hypothetical protein	QSR84156	1650214	1650897	+	TetR/AcrR family transcriptional regulator	QSR84155	1649153	1649593	+	hypothetical protein	QSR84152	1642984	1643925	+	2-dehydropantoate 2-reductase	QSR85842	1680662	1681501	+	NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase	QSR84175	1681498	1682442	+	ADP-ribosyl-[dinitrogen reductase] hydrolase	QSR85843	1682640	1682720	+	K(+)-transporting ATPase subunit F
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR84237	1763486	1764097	+	energy transducer TonB	QSR84237	1762243	1762884	+	MotA/TolQ/ExbB proton channel family protein	QSR84235	1759952	1761106	+	glycosyltransferase family 4 protein	QSR84234	1759183	1759917	+	class I SAM-dependent methyltransferase	QSR84239	1764155	1765636	+	anthranilate synthase component I	QSR84240	1765655	1766287	+	aminodeoxychorismate/anthranilate synthase component II	QSR84241	1766305	1767561	+	Glu/Leu/Phe/Val dehydrogenase	QSR84250	1776293	1778422	-	AMP-binding protein	QSR84245	1771125	1772549	-	glycogen synthase GlgA	QSR85850	1769285	1770394	-	alanine dehydrogenase	QSR84236	1761120	1761902	-	HAD family phosphatase	QSR84231	1755870	1756808	-	hypothetical protein	QSR84228	1751470	1752783	-	amino acid permease
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR85862	1893841	1894566	-	TonB family protein	QSR84346	1896562	1897800	-	M20 family metallo-hydrolase	QSR84345	1895173	1896543	-	allantoinase AllB	QSR84344	1894609	1895079	-	biopolymer transporter ExbD	QSR85862	1893120	1893791	-	MotA/TolQ/ExbB proton channel family protein	QSR84342	1892796	1893089	-	hypothetical protein	QSR84341	1891370	1892776	-	MFS transporter	QSR85861	1890689	1891354	+	class I SAM-dependent methyltransferase	QSR84338	1887614	1888213	+	HNH endonuclease	QSR84336	1883705	1884295	+	DNA-3-methyladenine glycosylase	QSR84352	1904433	1905227	+	(S)-ureidoglycine aminohydrolase	QSR84353	1905240	1906496	+	M20 family metallo-hydrolase	QSR84357	1912447	1914330	+	adenine deaminase
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR84464	2057907	2059103	-	hypothetical protein	QSR84473	2072301	2073326	-	methyltransferase domain-containing protein	QSR84472	2066640	2066981	-	hypothetical protein	QSR84471	2064845	2066632	-	glycosyltransferase family 39 protein	QSR84464	2057022	2057684	-	MotA/TolQ/ExbB proton channel family protein	QSR84457	2048998	2049627	-	DUF3365 domain-containing protein	QSR84456	2047854	2048966	-	LptF/LptG family permease	QSR84463	2055883	2056992	+	ABC transporter permease	QSR84462	2054750	2055871	+	ABC transporter permease	QSR84461	2052984	2054753	+	ABC transporter ATP-binding protein	QSR85871	2059379	2060476	+	polyprenyl synthetase family protein	QSR84466	2060473	2060646	+	50S ribosomal protein L34	QSR84467	2060639	2060998	+	ribonuclease P protein component
GCA_017310545.1_ASM1731054v1	Methylacidimicrobium sp. B4 (verrucomicrobia)	QSR84626	2262233	2262658	+	biopolymer transporter ExbD	QSR84626	2261469	2262236	+	MotA/TolQ/ExbB proton channel family protein	QSR84625	2259950	2260690	+	glycosyltransferase family 2 protein	QSR84624	2258850	2259953	+	hypothetical protein	QSR84628	2262818	2265202	+	tetratricopeptide repeat protein	QSR84629	2265195	2266214	+	OmpA family protein	QSR84633	2270965	2271882	+	3-methyladenine DNA glycosylase	QSR84631	2268403	2269596	-	SAM-dependent methyltransferase	QSR85885	2266705	2268360	-	4-alpha-glucanotransferase	QSR84630	2266262	2266657	-	hypothetical protein	QSR85884	2260714	2261289	-	nucleoside monophosphate kinase	QSR84623	2258288	2258827	-	HIT domain-containing protein	QSR84622	2257354	2258232	-	ATP phosphoribosyltransferase
GCA_017498545.1_ASM1749854v1	Sulfidibacter corallicola (bacteria)	QTD52661	3282956	3283462	-	pantetheine-phosphate adenylyltransferase	QTD52665	3286471	3287835	-	hypothetical protein	QTD52664	3285580	3286392	-	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	QTD52663	3283772	3285412	-	DNA repair protein RecN	QTD52661	3282288	3282959	-	MotA/TolQ/ExbB proton channel family protein	QTD52660	3281849	3282265	-	biopolymer transporter ExbD	QTD52659	3281020	3281844	-	TonB family protein	QTD52654	3274388	3276346	+	ABC-F family ATP-binding cassette domain-containing protein	QTD52651	3268289	3269083	+	ABC transporter ATP-binding protein	QTD52647	3264078	3264869	+	ABC transporter permease subunit	QTD52667	3289347	3290369	+	fatty acid desaturase	QTD52668	3290440	3290883	+	50S ribosomal protein L9	QTD52672	3298296	3300683	+	PD40 domain-containing protein
GCA_017498545.1_ASM1749854v1	Sulfidibacter corallicola (bacteria)	QTD53280	4201310	4204564	-	efflux RND transporter permease subunit	QTD53284	4210064	4211161	-	VWA domain-containing protein	QTD53283	4208187	4209476	-	efflux RND transporter periplasmic adaptor subunit	QTD53282	4204561	4208070	-	efflux RND transporter permease subunit	QTD53280	4200180	4200800	-	MotA/TolQ/ExbB proton channel family protein	QTD53279	4199720	4200145	-	biopolymer transporter ExbD	QTD53278	4199256	4199708	-	biopolymer transporter ExbD	QTD53274	4195423	4195740	+	hypothetical protein	QTD53273	4193771	4195300	+	TolC family protein	QTD53272	4191604	4193583	+	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	QTD53297	4224230	4224478	+	hypothetical protein	QTD53304	4231790	4232344	+	hypothetical protein	QTD53305	4232618	4233331	+	response regulator transcription factor
GCA_017498545.1_ASM1749854v1	Sulfidibacter corallicola (bacteria)	QTD53836	5128525	5129304	+	OmpA family protein	QTD53836	5127761	5128525	+	MotA/TolQ/ExbB proton channel family protein	QTD53835	5125010	5127706	+	HEAT repeat domain-containing protein	QTD53833	5122434	5123405	+	UDP-glucose 4-epimerase GalE	QTD53838	5129558	5131801	+	hypothetical protein	QTD53839	5131901	5132962	+	ACP S-malonyltransferase	QTD53843	5137043	5137231	+	hypothetical protein	QTD53842	5136112	5136498	-	response regulator	QTD53841	5135468	5136091	-	hypothetical protein	QTD53840	5133112	5135463	-	response regulator	QTD53834	5123415	5124482	-	"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"	QTD53826	5113314	5115467	-	M1 family metallopeptidase	QTD53825	5112352	5113311	-	hypothetical protein
GCA_017498545.1_ASM1749854v1	Sulfidibacter corallicola (bacteria)	QTD50766	11703120	11705645	+	S9 family peptidase	QTD50763	11698554	11698904	+	hypothetical protein	QTD50762	11697190	11698332	+	cysteine desulfurase	QTD50761	11695645	11696661	+	hypothetical protein	QTD50771	11712587	11713216	+	TetR/AcrR family transcriptional regulator	QTD50772	11714140	11715201	+	IS110 family transposase	QTD50781	11726439	11729444	+	hypothetical protein	QTD50770	11711059	11712243	-	efflux RND transporter periplasmic adaptor subunit	QTD50769	11707823	11711029	-	efflux RND transporter permease subunit	QTD50768	11706372	11707826	-	efflux transporter outer membrane subunit	QTD50766	11701862	11702479	-	MotA/TolQ/ExbB proton channel family protein	QTD50765	11701456	11701878	-	biopolymer transporter ExbD	QTD50764	11698946	11701213	-	SpoIID/LytB domain-containing protein
GCA_018304665.1_ASM1830466v1	Chloracidobacterium thermophilum (bacteria)	QUV79767	84843	85238	+	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	QUV78780	83809	84903	+	PAS domain-containing protein	QUV78779	83023	83742	+	response regulator transcription factor	QUV78778	82280	83023	+	phosphate signaling complex protein PhoU	QUV80337	85273	86040	+	class II aldolase/adducin family protein	QUV80338	86060	86728	+	glycerol-3-phosphate 1-O-acyltransferase PlsY	QUV80339	86733	87938	+	hybrid sensor histidine kinase/response regulator	QUV78782	87277	88200	-	aspartate carbamoyltransferase catalytic subunit	QUV78781	86176	87099	-	sugar kinase	QUV79762	84955	86133	-	type IV pilus twitching motility protein PilT	QUV80335	83792	84685	-	3-hydroxybutyryl-CoA dehydrogenase	QUV80334	83394	83705	-	DUF2103 domain-containing protein	QUV80333	81318	83369	-	NAD-dependent DNA ligase LigA
GCA_018398935.1_ASM1839893v1	Telmatocola sphagniphila (bacteria)	QVL32579	276724	277173	+	biopolymer transporter ExbD	QVL32579	275846	276661	+	MotA/TolQ/ExbB proton channel family protein	QVL32578	274850	275560	+	RDD family protein	QVL32576	273927	274106	+	hypothetical protein	QVL32581	277224	277745	+	biopolymer transporter ExbD	QVL32582	278005	278283	+	hypothetical protein	QVL34813	278935	280395	+	adenylosuccinate lyase	QVL32588	284348	284839	-	acetolactate synthase	QVL34814	282009	282413	-	hypothetical protein	QVL32583	278418	278717	-	hypothetical protein	QVL32577	274149	274634	-	DinB family protein	QVL32575	272422	273813	-	undecaprenyl-phosphate glucose phosphotransferase	QVL32574	271315	272394	-	3-dehydroquinate synthase
GCA_018398935.1_ASM1839893v1	Telmatocola sphagniphila (bacteria)	QVL32859	631151	631870	+	biopolymer transporter ExbD	QVL32859	630429	631091	+	MotA/TolQ/ExbB proton channel family protein	QVL32858	628189	630330	+	elongation factor G	QVL32857	627249	627986	+	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	QVL32861	631867	632493	+	biopolymer transporter ExbD	QVL32862	632509	633318	+	lysophospholipid acyltransferase family protein	QVL32863	633315	634445	+	glycosyltransferase	QVL32866	636703	637014	-	Rieske (2Fe-2S) protein	QVL32865	635460	636515	-	sulfotransferase domain-containing protein	QVL32864	634479	635336	-	hypothetical protein	QVL32856	626425	627078	-	DUF4337 domain-containing protein	QVL32854	623431	624369	-	hypothetical protein	QVL32851	620288	620749	-	GNAT family N-acetyltransferase
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2986144	12413	13573	-	glycosyltransferase	MBU2985531	12518	15469	-	insulinase family protein	MBU2987420	12437	15082	-	diguanylate cyclase	MBU2987349	12426	13670	-	RNA ligase RtcB family protein	MBU2984242	12356	14833	-	DUF4982 domain-containing protein	MBU2986083	12205	13563	-	GGDEF domain-containing protein	MBU2984785	12200	12964	-	N-acetylglucosaminyltransferase	MBU2984925	12265	12474	+	cold-shock protein	MBU2986354	11915	12430	+	dihydrofolate reductase	MBU2984241	11795	12235	+	DUF4124 domain-containing protein	MBU2987558	12434	12796	+	nuclear transport factor 2 family protein	MBU2987576	12514	13497	+	NAD-dependent epimerase/dehydratase family protein	MBU2986664	12561	13484	+	GGDEF domain-containing protein
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2984729	32387	32746	-	50S ribosomal protein L20	MBU2984624	32595	34451	-	hypothetical protein	MBU2983751	32520	34043	-	S41 family peptidase	MBU2985100	32431	34818	-	family 20 glycosylhydrolase	MBU2986550	32302	33324	-	LacI family DNA-binding transcriptional regulator	MBU2984802	32261	42127	-	tandem-95 repeat protein	MBU2986680	32218	32352	-	50S ribosomal protein L34	MBU2986410	32316	34043	+	FAD-dependent monooxygenase	MBU2984467	32278	32832	+	gluconokinase	MBU2986372	32248	34164	+	phosphomethylpyrimidine synthase ThiC	MBU2986127	32480	34480	+	type II secretion system secretin GspD	MBU2987438	32682	33536	+	diguanylate cyclase	MBU2985980	32726	33535	+	DUF4380 domain-containing protein
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2985330	40131	41228	+	class II fructose-bisphosphate aldolase	MBU2987020	40019	50497	+	tandem-95 repeat protein	MBU2985986	39923	40165	+	hypothetical protein	MBU2984954	39853	41283	+	Do family serine endopeptidase	MBU2985987	40221	42017	+	class I poly(R)-hydroxyalkanoic acid synthase	MBU2983755	40221	41162	+	hypothetical protein	MBU2984630	40250	40897	+	2OG-Fe(II) oxygenase	MBU2987062	40569	41744	-	MFS transporter	MBU2984476	40400	41521	-	DUF2066 domain-containing protein	MBU2985228	40259	43042	-	TonB-dependent receptor	MBU2987174	40006	42600	-	ATP-dependent helicase HrpB	MBU2985040	39944	42058	-	FAD-dependent oxidoreductase	MBU2987442	39803	41371	-	MFS transporter
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2984437	189316	189543	-	hypothetical protein	MBU2983851	189502	191124	-	alpha-glucosidase family protein	MBU2984388	189434	189814	-	type II secretion system GspH family protein	MBU2986803	189402	190052	-	hypothetical protein	MBU2985661	189138	190076	-	FAD-binding protein	MBU2984387	188961	189401	-	type II secretion system GspH family protein	MBU2984734	188743	189309	-	peroxiredoxin	MBU2984601	189114	189581	+	capsular biosynthesis protein	MBU2986265	188812	189309	+	ribonuclease H	MBU2986802	188804	189238	+	hypothetical protein	MBU2986266	189412	189939	+	GNAT family N-acetyltransferase	MBU2984602	189669	190433	+	glycosyltransferase family 2 protein	MBU2986267	190012	190752	+	response regulator transcription factor
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2985725	312862	313353	-	low molecular weight phosphotyrosine protein phosphatase	MBU2986912	315245	316072	-	hypothetical protein	MBU2985723	314224	315309	-	tetraacyldisaccharide 4'-kinase	MBU2985722	313435	314202	-	3-deoxy-manno-octulosonate cytidylyltransferase	MBU2985720	311818	312861	-	UDP-N-acetylmuramate dehydrogenase	MBU2985719	311022	311636	-	alpha-ketoglutarate-dependent dioxygenase AlkB	MBU2983936	310490	313729	-	AAA family ATPase	MBU2983935	309475	310434	+	phytochelatin synthase family protein	MBU2983934	308882	309460	+	gamma-glutamylcyclotransferase	MBU2983933	307333	308838	+	FAD-binding oxidoreductase	MBU2986911	312876	314939	+	carbohydrate-binding protein	MBU2983937	314067	314969	+	hypothetical protein	MBU2983938	315021	316958	+	tyrosyl-tRNA deacylase
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2985819	348226	351555	-	response regulator	MBU2983970	351145	352074	-	hypothetical protein	MBU2985754	350729	351874	-	MFS transporter	MBU2985753	349499	350509	-	hypothetical protein	MBU2986942	346842	347618	-	IclR family transcriptional regulator	MBU2983965	346522	347115	-	imidazoleglycerol-phosphate dehydratase HisB	MBU2985750	345909	347327	-	3-isopropylmalate dehydratase large subunit	MBU2983967	347852	349267	+	glycosyltransferase family 4 protein	MBU2985751	347486	348373	+	LysR family transcriptional regulator	MBU2983966	347254	347784	+	thioredoxin family protein	MBU2985752	348443	349213	+	TIGR04219 family outer membrane beta-barrel protein	MBU2983968	349254	349976	+	class I SAM-dependent methyltransferase	MBU2983969	349986	351020	+	terpene cyclase/mutase family protein
GCA_018860445.1_ASM1886044v1	Saccharophagus degradans (g-proteobacteria)	MBU2985168	549620	551077	-	NAD-dependent succinate-semialdehyde dehydrogenase	MBU2985947	576765	577943	-	helix-turn-helix domain-containing protein	MBU2985935	553432	555930	-	cadherin-like beta sandwich domain-containing protein	MBU2985932	551105	551740	-	pyridoxamine 5'-phosphate oxidase	MBU2985928	547236	547481	-	succinate dehydrogenase assembly factor 2	MBU2985927	546684	547187	-	hypothetical protein	MBU2985925	543967	544548	-	RNA polymerase sigma factor RpoE	MBU2985930	548698	549534	+	HDOD domain-containing protein	MBU2985929	547698	548666	+	folate-binding protein	MBU2985926	544984	546651	+	L-aspartate oxidase	MBU2985933	551836	552507	+	molybdenum cofactor guanylyltransferase	MBU2985934	552567	553466	+	hypothetical protein	MBU2985936	556587	558062	+	hypothetical protein
GCA_019048125.1_ASM1904812v1	Klebsiella aerogenes (enterobacteria)	QXB11428	1405620	1406048	+	colicin uptake protein TolR	QXB11428	1404924	1405616	+	Tol-Pal system protein TolQ	QXB11427	1404523	1404927	+	tol-pal system-associated acyl-CoA thioesterase	QXB11426	1404072	1404362	+	cyd operon protein YbgE	QXB11430	1406139	1407443	+	cell envelope integrity protein TolA	QXB12549	1407574	1408866	+	Tol-Pal system beta propeller repeat protein TolB	QXB11431	1408901	1409425	+	peptidoglycan-associated lipoprotein Pal	QXB11437	1416280	1417032	-	"2,3-diphosphoglycerate-dependent phosphoglycerate mutase"	QXB11435	1414430	1414801	-	YbgS-like family protein	QXB11434	1413377	1414315	-	CDF family zinc transporter ZitB	QXB11414	1388773	1390056	-	citrate (Si)-synthase	QXB11405	1380600	1382078	-	dipeptide permease DtpD	QXB11402	1378398	1378487	-	K(+)-transporting ATPase subunit F
GCA_019048125.1_ASM1904812v1	Klebsiella aerogenes (enterobacteria)	QXB11670	1702114	1703037	+	flagellar motor protein MotB	QXB11670	1701227	1702117	+	flagellar motor stator protein MotA	QXB11669	1700504	1701085	+	flagellar transcriptional regulator FlhC	QXB11668	1700151	1700501	+	flagellar transcriptional regulator FlhD	QXB11672	1703034	1704992	+	chemotaxis protein CheA	QXB11673	1705026	1705526	+	chemotaxis protein CheW	QXB11674	1705659	1707329	+	Tar ligand binding domain-containing protein	QXB11684	1717134	1717784	-	flagellar basal body P-ring formation protein FlgA	QXB11683	1716747	1717070	-	anti-sigma-28 factor FlgM	QXB12560	1716310	1716744	-	flagellar export chaperone FlgN	QXB11667	1697981	1698904	-	aminoimidazole riboside kinase	QXB11666	1696496	1697866	-	sucrose-specific PTS transporter subunit IIBC	QXB11665	1695096	1696496	-	sucrose-6-phosphate hydrolase
GCA_019048125.1_ASM1904812v1	Klebsiella aerogenes (enterobacteria)	QXB09426	4359915	4361102	+	cystathionine beta-lyase	QXB09423	4356964	4357830	+	glutathione-dependent disulfide-bond oxidoreductase	QXB09422	4356354	4356914	+	thioredoxin domain-containing protein	QXB09419	4352636	4352824	+	hypothetical protein	QXB09428	4361214	4361873	+	DedA family protein	QXB09430	4363046	4364209	+	alcohol dehydrogenase	QXB09431	4364354	4365181	+	"2,5-didehydrogluconate reductase DkgA"	QXB09433	4365807	4367990	-	YgiQ family radical SAM protein	QXB09432	4365216	4365743	-	GNAT family N-acetyltransferase	QXB09429	4361948	4362847	-	AraC family transcriptional regulator	QXB09426	4358932	4359663	-	tol-pal system-associated acyl-CoA thioesterase	QXB09425	4358500	4358925	-	TonB system transport protein ExbD	QXB09424	4357874	4358368	-	TIGR00645 family protein
GCA_019891175.1_ASM1989117v1	Leptothermofonsia sichuanensis PKUAC-SCTE412 (cyanobacteria)	QZZ23337	610729	611367	+	MotA/TolQ/ExbB proton channel family protein	QZZ21398	607335	607568	+	CopG family transcriptional regulator	QZZ21397	607085	607354	+	BrnT family toxin	QZZ21395	605550	605792	+	BrnA antitoxin family protein	QZZ21400	611345	611752	+	biopolymer transporter ExbD	QZZ21401	611827	613047	+	energy transducer TonB	QZZ21402	613061	614086	+	iron ABC transporter permease	QZZ21410	622435	622611	-	hypothetical protein	QZZ21409	621198	622406	-	"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain"	QZZ21407	619311	619583	-	hypothetical protein	QZZ21399	607617	610187	-	TonB-dependent siderophore receptor	QZZ21396	605794	606966	-	PepSY domain-containing protein	QZZ21393	603324	604295	-	helix-turn-helix transcriptional regulator
GCA_019891175.1_ASM1989117v1	Leptothermofonsia sichuanensis PKUAC-SCTE412 (cyanobacteria)	QZZ21680	994069	994758	-	MotA/TolQ/ExbB proton channel family protein	QZZ21686	999054	999515	-	GNAT family N-acetyltransferase	QZZ21684	996627	997773	-	IS3 family transposase	QZZ21681	994915	995667	-	DUF4333 domain-containing protein	QZZ21679	993634	994050	-	biopolymer transporter ExbD	QZZ21678	993083	993499	-	biopolymer transporter ExbD	QZZ21671	984746	986443	-	carbohydrate porin	QZZ21677	992015	992902	+	hypothetical protein	QZZ21676	991211	992002	+	hypothetical protein	QZZ21675	990391	991194	+	phosphate ABC transporter ATP-binding protein	QZZ21682	995698	995949	+	hypothetical protein	QZZ21683	995985	996599	+	alpha/beta hydrolase	QZZ21685	997875	999125	+	alpha/beta fold hydrolase
GCA_019891175.1_ASM1989117v1	Leptothermofonsia sichuanensis PKUAC-SCTE412 (cyanobacteria)	QZZ22141	1623322	1623969	+	MotA/TolQ/ExbB proton channel family protein	QZZ23422	1621525	1623255	+	SulP family inorganic anion transporter	QZZ22139	1616984	1617802	+	phytoene/squalene synthase family protein	QZZ22138	1615021	1615965	+	ABC transporter permease	QZZ22142	1623956	1624363	+	biopolymer transporter ExbD	QZZ22144	1625123	1627201	+	FAD-dependent oxidoreductase	QZZ22145	1627458	1627931	+	SUF system NifU family Fe-S cluster assembly protein	QZZ22149	1631787	1632254	-	hypothetical protein	QZZ23423	1628018	1628935	-	sugar ABC transporter permease	QZZ22143	1624388	1625032	-	SH3 domain-containing protein	QZZ22140	1617878	1620655	-	DUF4347 domain-containing protein	QZZ22137	1612427	1613755	-	HlyC/CorC family transporter	QZZ22132	1603437	1603823	-	photosystem II reaction center protein Psb28
GCA_019891175.1_ASM1989117v1	Leptothermofonsia sichuanensis PKUAC-SCTE412 (cyanobacteria)	QZZ19520	4522888	4523571	-	MotA/TolQ/ExbB proton channel family protein	QZZ19525	4527681	4528259	-	pentapeptide repeat-containing protein	QZZ19522	4524957	4525094	-	hypothetical protein	QZZ19521	4524012	4524836	-	creatininase family protein	QZZ19519	4522210	4522818	-	biopolymer transporter ExbD	QZZ23670	4519481	4521205	-	S8 family serine peptidase	QZZ19512	4512653	4512922	-	hypothetical protein	QZZ19518	4521367	4522074	+	ribulose-phosphate 3-epimerase	QZZ19517	4518804	4519352	+	DoxX family protein	QZZ19516	4517506	4518807	+	NAD(P)/FAD-dependent oxidoreductase	QZZ23671	4525297	4525899	+	hypothetical protein	QZZ19523	4526469	4526864	+	Nif11-like leader peptide family natural product precursor	QZZ19524	4527323	4527469	+	hypothetical protein
GCA_019930665.1_ASM1993066v1	Bacteroides nordii (CFB group bacteria)	UAK42981	396207	396692	+	hypothetical protein	UAK42981	395394	396200	+	MotA/TolQ/ExbB proton channel family protein	UAK42980	394323	395099	+	TatD family hydrolase	UAK42979	393609	394310	+	hypothetical protein	UAK42983	396729	397322	+	biopolymer transporter ExbD	UAK42984	397322	397786	+	biopolymer transporter ExbD	UAK42987	399878	400357	+	Lrp/AsnC ligand binding domain-containing protein	UAK42988	400376	400867	-	dihydrofolate reductase	UAK42986	398444	399727	-	IgA Peptidase M64	UAK42985	397876	398418	-	GNAT family N-acetyltransferase	UAK42976	390764	391702	-	type IX secretion system protein PorQ	UAK42975	390058	390747	-	(d)CMP kinase	UAK42974	389086	389964	-	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GCA_019930665.1_ASM1993066v1	Bacteroides nordii (CFB group bacteria)	UAK41330	3573965	3574678	-	pyridoxine 5'-phosphate synthase	UAK41338	3594058	3594900	-	AraC family transcriptional regulator	UAK41337	3590038	3591018	-	linear amide C-N hydrolase	UAK41336	3588198	3589853	-	IS1182 family transposase	UAK41330	3573243	3573965	-	MotA/TolQ/ExbB proton channel family protein	UAK41329	3572815	3573234	-	biopolymer transporter ExbD	UAK44930	3571976	3572815	-	TonB family protein	UAK41318	3560873	3562888	+	DNA primase	UAK41317	3559990	3560763	+	prephenate dehydrogenase/arogenate dehydrogenase family protein	UAK41316	3558825	3559886	+	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II	UAK41331	3574782	3575654	+	NAD kinase	UAK41332	3583239	3585017	+	signal peptide peptidase SppA	UAK41333	3585028	3586158	+	tetraacyldisaccharide 4'-kinase
