#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3AEAAA4FF4D93608-2C25B46CC2CA0C9B
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-08-16T00:44:06	Run time	0:00:01:00
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#652 - ADB18690.1	superfamily	223881	31	255	1.42658e-05	45.7663	cl42820	TolQ superfamily	 - 	 - 
Q#653 - QDU95463.1	superfamily	444982	129	215	0.000214275	40.5536	cl00568	MotA_ExbB superfamily	C	 - 
Q#654 - CAD71788.1	superfamily	444982	199	285	4.30439e-10	57.1172	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#655 - ADY61197.1	superfamily	444982	140	214	1.54448e-05	44.0204	cl00568	MotA_ExbB superfamily	C	 - 
Q#656 - ABE48388.1	superfamily	223881	24	144	2.3085e-12	61.5594	cl42820	TolQ superfamily	N	 - 
Q#657 - ACT47185.1	superfamily	223881	48	143	6.27822e-11	57.7074	cl42820	TolQ superfamily	N	 - 
Q#658 - ADL58647.1	superfamily	223881	4	218	3.8231e-34	121.265	cl42820	TolQ superfamily	 - 	 - 
Q#659 - ALU35076.1	superfamily	223881	20	206	1.55147e-09	55.7815	cl42820	TolQ superfamily	 - 	 - 
Q#660 - WP_074858756.1	superfamily	223881	8	195	7.73067e-13	64.641	cl42820	TolQ superfamily	 - 	 - 
Q#661 - CBW23216.1	superfamily	223881	95	195	1.25416e-10	58.4778	cl42820	TolQ superfamily	N	 - 
Q#662 - CBW23015.1	superfamily	223881	28	195	8.03207e-16	72.7302	cl42820	TolQ superfamily	 - 	 - 
Q#663 - AVM44306.1	superfamily	223881	44	188	4.85493e-14	67.7226	cl42820	TolQ superfamily	 - 	 - 
Q#664 - BCB95963.1	superfamily	223881	1	207	1.77433e-17	77.7378	cl42820	TolQ superfamily	 - 	 - 
Q#665 - UXK10160.1	superfamily	223881	10	174	1.04082e-10	58.4778	cl42820	TolQ superfamily	 - 	 - 
Q#666 - BAK65755.1	superfamily	223881	70	136	4.75381e-07	47.6923	cl42820	TolQ superfamily	NC	 - 
Q#667 - QVL34843.1	superfamily	223881	1	186	3.88454e-15	70.419	cl42820	TolQ superfamily	 - 	 - 
Q#668 - ADY61698.1	superfamily	223881	43	207	2.1548e-13	66.567	cl42820	TolQ superfamily	 - 	 - 
Q#669 - AAG05312.1	superfamily	223881	53	157	2.37705e-16	72.7302	cl42820	TolQ superfamily	N	 - 
Q#670 - AOP58524.1	superfamily	223881	53	157	2.37705e-16	72.7302	cl42820	TolQ superfamily	N	 - 
Q#671 - MBU2987451.1	superfamily	223881	8	169	8.47429e-13	63.8706	cl42820	TolQ superfamily	 - 	 - 
Q#672 - BAJ02636.1	superfamily	223881	83	173	8.91866e-07	46.9219	cl42820	TolQ superfamily	N	 - 
Q#673 - ADL58991.1	superfamily	223881	1	209	2.18461e-44	149.77	cl42820	TolQ superfamily	 - 	 - 
Q#674 - QDU27583.1	superfamily	223881	22	213	7.11236e-18	78.5082	cl42820	TolQ superfamily	 - 	 - 
Q#675 - ADB17385.1	superfamily	444982	112	192	3.92783e-20	81.77	cl00568	MotA_ExbB superfamily	N	 - 
Q#676 - QDU94732.1	superfamily	223881	1	196	1.6599e-20	85.4418	cl42820	TolQ superfamily	 - 	 - 
Q#677 - CAD76944.1	superfamily	223881	18	205	1.0376e-20	86.5974	cl42820	TolQ superfamily	 - 	 - 
Q#678 - ADY58078.1	superfamily	444982	93	196	9.58092e-23	88.7036	cl00568	MotA_ExbB superfamily	 - 	 - 
Q#679 - ADV63710.1	superfamily	223881	11	212	1.98472e-15	72.345	cl42820	TolQ superfamily	 - 	 - 
Q#680 - EKT87417.1	superfamily	444982	100	169	2.85178e-16	71.3696	cl00568	MotA_ExbB superfamily	N	 - 
Q#681 - AAS72198.1	superfamily	444982	80	149	6.18784e-15	67.1324	cl00568	MotA_ExbB superfamily	N	 - 
Q#682 - ABZ99689.1	superfamily	444982	85	140	8.39221e-12	58.2728	cl00568	MotA_ExbB superfamily	N	 - 
