feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1601699	1602763	-					pepA_2		NCTC11427_01584	1065		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1601699	1602763	-	VEF79604.1			glutamyl aminopeptidase	pepA_2		NCTC11427_01584	1065	354	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1602997	1603956	+					feuB		NCTC11427_01585	960		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1602997	1603956	+	VEF79605.1			iron-compound ABC transporter permease	feuB		NCTC11427_01585	960	319	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1603946	1604902	+					fepD		NCTC11427_01586	957		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1603946	1604902	+	VEF79606.1			ferric iron ABC transporter membrane-spanning permease	fepD		NCTC11427_01586	957	318	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1604899	1605651	+					fhuC		NCTC11427_01587	753		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1604899	1605651	+	VEF79607.1			ferrichrome transport ATP-binding protein FhuC	fhuC		NCTC11427_01587	753	250	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1605749	1606720	+					yclQ		NCTC11427_01588	972		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1605749	1606720	+	VEF79608.1			iron-compound ABC transporter iron-compound-binding protein	yclQ		NCTC11427_01588	972	323	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1606994	1607716	-					rluB		NCTC11427_01589	723		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1606994	1607716	-	VEF79609.1			ribosomal large subunit pseudouridine synthase B	rluB		NCTC11427_01589	723	240	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1607703	1608272	-					scpB		NCTC11427_01590	570		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1607703	1608272	-	VEF79610.1			segregation and condensation protein B	scpB		NCTC11427_01590	570	189	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1608297	1609019	-					scpA_2		NCTC11427_01591	723		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1608297	1609019	-	VEF79611.1			segregation and condensation protein A	scpA_2		NCTC11427_01591	723	240	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1609019	1609753	-					xerD		NCTC11427_01592	735		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1609019	1609753	-	VEF79612.1			recombinase, site specific	xerD		NCTC11427_01592	735	244	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1609750	1610211	-					ykuL		NCTC11427_01593	462		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1609750	1610211	-	VEF79613.1			cystathionine beta-synthase	ykuL		NCTC11427_01593	462	153	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1610208	1610729	-							NCTC11427_01594	522		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1610208	1610729	-	VEF79614.1			phosphodiesterase, family			NCTC11427_01594	522	173	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1610705	1611676	-					rdgB		NCTC11427_01595	972		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1610705	1611676	-	VEF79615.1			deoxyribonucleotide triphosphate pyrophosphatase/uncharacterised domain fusion protein	rdgB		NCTC11427_01595	972	323	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1611673	1612467	-					murI		NCTC11427_01596	795		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1611673	1612467	-	VEF79616.1			glutamate racemase, COG0796	murI		NCTC11427_01596	795	264	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1612673	1612918	-							NCTC11427_01597	246		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1612673	1612918	-	VEF79617.1			family protein			NCTC11427_01597	246	81	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1613064	1614689	-					treC		NCTC11427_01598	1626		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1613064	1614689	-	VEF79618.1			alpha,alpha-phosphotrehalase	treC		NCTC11427_01598	1626	541	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1614753	1616720	-					treP		NCTC11427_01599	1968		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1614753	1616720	-	VEF79619.1			trehalose PTS system, IIABC components	treP		NCTC11427_01599	1968	655	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1616905	1617618	+					treR		NCTC11427_01600	714		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1616905	1617618	+	VEF79620.1			trehalose operon repressor	treR		NCTC11427_01600	714	237	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1617871	1622994	+					nanA_3		NCTC11427_01601	5124		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1617871	1622994	+	VEF79621.1			LPXTG cell surface protein, calx-beta domain-containing protein	nanA_3		NCTC11427_01601	5124	1707	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1623064	1624044	-					mraY		NCTC11427_01602	981		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1623064	1624044	-	VEF79622.1			UDP-phosphate-UDP-MurNAc-pentapeptide phospho-MurNAc-pentapeptide transferase	mraY		NCTC11427_01602	981	326	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1624046	1626301	-					pbp2x		NCTC11427_01603	2256		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1624046	1626301	-	VEF79623.1			penicillin-binding protein 2X	pbp2x		NCTC11427_01603	2256	751	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1626305	1626622	-					ftsL		NCTC11427_01604	318		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1626305	1626622	-	VEF79624.1			cell division protein FtsL	ftsL		NCTC11427_01604	318	105	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1626633	1627583	-					mraW		NCTC11427_01605	951		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1626633	1627583	-	VEF79625.1			S-adenosyl-methyltransferase mraW	mraW		NCTC11427_01605	951	316	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1627746	1627940	+							NCTC11427_01606	195		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1627746	1627940	+	VEF79626.1			transcriptional regulator			NCTC11427_01606	195	64	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1627956	1628498	+							NCTC11427_01607	543		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1627956	1628498	+	VEF79627.1			membrane protein			NCTC11427_01607	543	180	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1628509	1628850	+							NCTC11427_01608	342		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1628509	1628850	+	VEF79628.1			membrane protein			NCTC11427_01608	342	113	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1628863	1629441	+							NCTC11427_01609	579		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1628863	1629441	+	VEF79629.1			Protein of uncharacterised function (DUF3278)			NCTC11427_01609	579	192	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1629438	1629914	+					bsaA		NCTC11427_01610	477		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1629438	1629914	+	VEF79630.1			glutathione peroxidase	bsaA		NCTC11427_01610	477	158	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1630256	1636351	+					bag		NCTC11427_01611	6096		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1630256	1636351	+	VEF79631.1			cell wall surface anchor family protein	bag		NCTC11427_01611	6096	2031	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1636516	1638126	-					dexB		NCTC11427_01612	1611		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1636516	1638126	-	VEF79632.1			glucan 1,6-alpha-glucosidase	dexB		NCTC11427_01612	1611	536	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1638279	1639763	+							NCTC11427_01613	1485		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1638279	1639763	+	VEF79633.1			ATP-dependent Zn protease			NCTC11427_01613	1485	494	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1639898	1640929	-					kdpD		NCTC11427_01614	1032		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1639898	1640929	-	VEF79634.1			sensor protein	kdpD		NCTC11427_01614	1032	343	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1640896	1641594	-					yycF_2		NCTC11427_01615	699		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1640896	1641594	-	VEF79635.1			DNA response regulator	yycF_2		NCTC11427_01615	699	232	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1641607	1642329	-							NCTC11427_01616	723		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1641607	1642329	-	VEF79636.1			ABC transporter permease			NCTC11427_01616	723	240	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1642329	1643117	-							NCTC11427_01617	789		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1642329	1643117	-	VEF79637.1			ABC transporter permease			NCTC11427_01617	789	262	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1643119	1643826	-					artM_5		NCTC11427_01618	708		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1643119	1643826	-	VEF79638.1			ABC transporter ATPase	artM_5		NCTC11427_01618	708	235	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1644122	1644604	+					luxS		NCTC11427_01619	483		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1644122	1644604	+	VEF79639.1			S-ribosylhomocysteinase	luxS		NCTC11427_01619	483	160	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1644665	1646770	-					clpC_1		NCTC11427_01620	2106		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1644665	1646770	-	VEF79640.1			Group II intron maturase	clpC_1		NCTC11427_01620	2106	701	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1647223	1651302	-							NCTC11427_01621	4080		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1647223	1651302	-	VEF79641.1			cell wall surface anchor family protein			NCTC11427_01621	4080	1359	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1651623	1653938	-					pfl		NCTC11427_01622	2316		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1651623	1653938	-	VEF79642.1			pyruvate formate-lyase	pfl		NCTC11427_01622	2316	771	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1654171	1655232	+					dinP		NCTC11427_01623	1062		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1654171	1655232	+	VEF79643.1			DNA polymerase IV	dinP		NCTC11427_01623	1062	353	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1655267	1656112	-					uppP		NCTC11427_01624	846		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1655267	1656112	-	VEF79644.1			UDP pyrophosphate phosphatase	uppP		NCTC11427_01624	846	281	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1656172	1658067	-							NCTC11427_01625	1896		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1656172	1658067	-	VEF79645.1			Predicted membrane protein (DUF2207)			NCTC11427_01625	1896	631	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1658197	1659762	+					yecS_4		NCTC11427_01626	1566		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1658197	1659762	+	VEF79646.1			ABC transporter-amino acid transport; amino acid-binding protein/permease protein	yecS_4		NCTC11427_01626	1566	521	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1659759	1660499	+					artM_6		NCTC11427_01627	741		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1659759	1660499	+	VEF79647.1			ABC transporter ATP-binding protein	artM_6		NCTC11427_01627	741	246	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1660592	1660807	-							NCTC11427_01628	216		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1660592	1660807	-	VEF79648.1			Uncharacterised protein			NCTC11427_01628	216	71	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1660914	1661810	-					qmcA		NCTC11427_01629	897		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1660914	1661810	-	VEF79649.1			SPFH domain-containing protein/band 7 family protein	qmcA		NCTC11427_01629	897	298	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1661893	1663143	-					ilvA		NCTC11427_01630	1251		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1661893	1663143	-	VEF79650.1			threonine dehydratase	ilvA		NCTC11427_01630	1251	416	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1663223	1664245	-					ilvC		NCTC11427_01631	1023		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1663223	1664245	-	VEF79651.1			ketol-acid reductoisomerase	ilvC		NCTC11427_01631	1023	340	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1664336	1664812	-					ilvH		NCTC11427_01632	477		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1664336	1664812	-	VEF79652.1			acetolactate synthase 3 regulatory subunit	ilvH		NCTC11427_01632	477	158	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1664805	1666505	-					ilvB		NCTC11427_01633	1701		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1664805	1666505	-	VEF79653.1			acetolactate synthase large subunit	ilvB		NCTC11427_01633	1701	566	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1666828	1668909	-					fusA		NCTC11427_01634	2082		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1666828	1668909	-	VEF79654.1			elongation factor G	fusA		NCTC11427_01634	2082	693	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1669189	1669659	-					rpsG		NCTC11427_01635	471		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1669189	1669659	-	VEF79655.1			30S ribosomal protein S7	rpsG		NCTC11427_01635	471	156	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1669679	1670092	-					rpsL		NCTC11427_01636	414		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1669679	1670092	-	VEF79656.1			SSU ribosomal protein S12p (S23e)	rpsL		NCTC11427_01636	414	137	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1670411	1671010	-					vraR_2		NCTC11427_01637	600		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1670411	1671010	-	VEF79657.1			response regulator	vraR_2		NCTC11427_01637	600	199	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1671012	1672109	-					desK		NCTC11427_01638	1098		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1671012	1672109	-	VEF79658.1			signal transduction histidine kinase	desK		NCTC11427_01638	1098	365	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1672114	1672848	-							NCTC11427_01639	735		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1672114	1672848	-	VEF79659.1			ABC transporter permease			NCTC11427_01639	735	244	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1672861	1673736	-					ybhF_2		NCTC11427_01640	876		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1672861	1673736	-	VEF79660.1			ABC transporter ATP-binding protein	ybhF_2		NCTC11427_01640	876	291	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1673723	1673917	-							NCTC11427_01641	195		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1673723	1673917	-	VEF79661.1			Uncharacterised protein			NCTC11427_01641	195	64	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1673914	1674105	-							NCTC11427_01642	192		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1673914	1674105	-	VEF79662.1			alanine aminotransferase			NCTC11427_01642	192	63	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1674231	1682072	-					cshB		NCTC11427_01643	7842		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1674231	1682072	-	VEF79663.1			surface-associated protein CshB	cshB		NCTC11427_01643	7842	2613	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1682252	1683919	-							NCTC11427_01644	1668		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1682252	1683919	-	VEF79664.1			kinase			NCTC11427_01644	1668	555	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1683922	1684287	-					asp		NCTC11427_01645	366		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1683922	1684287	-	VEF79665.1			alkaline shock protein	asp		NCTC11427_01645	366	121	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1684440	1684628	-					rpmB		NCTC11427_01646	189		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1684440	1684628	-	VEF79666.1			LSU ribosomal protein L28p	rpmB		NCTC11427_01646	189	62	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1684733	1685407	-							NCTC11427_01647	675		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1684733	1685407	-	VEF79667.1			putative uncharacterized conserved secreted protein			NCTC11427_01647	675	224	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1685413	1685859	-							NCTC11427_01648	447		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1685413	1685859	-	VEF79668.1			transcriptional regulator			NCTC11427_01648	447	148	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1685973	1686476	-					bcrC_2		NCTC11427_01649	504		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1685973	1686476	-	VEF79669.1			membrane-associated phospholipid phosphatase	bcrC_2		NCTC11427_01649	504	167	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1686573	1688333	-					yheH_2		NCTC11427_01650	1761		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1686573	1688333	-	VEF79670.1			ABC transporter ATP-binding protein/permease	yheH_2		NCTC11427_01650	1761	586	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1688323	1690092	-					lmrA		NCTC11427_01651	1770		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1688323	1690092	-	VEF79671.1			ABC transporter ATP-binding protein/permease	lmrA		NCTC11427_01651	1770	589	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1690076	1690537	-							NCTC11427_01652	462		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1690076	1690537	-	VEF79672.1			MarR family transcriptional regulator			NCTC11427_01652	462	153	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1690752	1691435	+							NCTC11427_01653	684		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1690752	1691435	+	VEF79673.1			prophage pi3 protein 59			NCTC11427_01653	684	227	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1691486	1692202	-					yebC		NCTC11427_01654	717		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1691486	1692202	-	VEF79674.1			glucose-1-phosphate adenylyl transferase	yebC		NCTC11427_01654	717	238	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1692299	1693669	-					dinF		NCTC11427_01655	1371		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1692299	1693669	-	VEF79675.1			damage inducible DinF protein	dinF		NCTC11427_01655	1371	456	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1693779	1694333	+							NCTC11427_01656	555		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1693779	1694333	+	VEF79676.1			acetyltransferase, GNAT family			NCTC11427_01656	555	184	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1694464	1694658	-					pspC_2		NCTC11427_01657	195		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1694464	1694658	-	VEF79677.1			phage shock protein C stress-responsive transcriptional regulator	pspC_2		NCTC11427_01657	195	64	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1694828	1695976	-					recA		NCTC11427_01658	1149		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1694828	1695976	-	VEF79678.1			protein RecA	recA		NCTC11427_01658	1149	382	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1696031	1697287	-					cinA		NCTC11427_01659	1257		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1696031	1697287	-	VEF79679.1			competence/damage-inducible protein A	cinA		NCTC11427_01659	1257	418	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1697360	1698400	-					brpA		NCTC11427_01660	1041		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1697360	1698400	-	VEF79680.1			LytR family transcriptional regulator	brpA		NCTC11427_01660	1041	346	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1698405	1698926	-							NCTC11427_01661	522		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1698405	1698926	-	VEF79681.1			acetyltransferase, GNAT family protein			NCTC11427_01661	522	173	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1698916	1699359	-					ydiB		NCTC11427_01662	444		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1698916	1699359	-	VEF79682.1			putative ATPase	ydiB		NCTC11427_01662	444	147	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1699443	1700066	-							NCTC11427_01663	624		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1699443	1700066	-	VEF79683.1			lipoprotein, putative			NCTC11427_01663	624	207	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1700201	1700620	-					ndk		NCTC11427_01664	420		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1700201	1700620	-	VEF79684.1			nucleoside diphosphate kinase	ndk		NCTC11427_01664	420	139	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1700732	1704430	-					rpoC		NCTC11427_01665	3699		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1700732	1704430	-	VEF79685.1			DNA-directed RNA polymerase subunit beta'	rpoC		NCTC11427_01665	3699	1232	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1704463	1708074	-					rpoB		NCTC11427_01666	3612		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1704463	1708074	-	VEF79686.1			DNA-directed RNA polymerase subunit beta	rpoB		NCTC11427_01666	3612	1203	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1708517	1712233	+					pulA_2		NCTC11427_01668	3717		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1708517	1712233	+	VEF79687.1			pullulanase	pulA_2		NCTC11427_01668	3717	1238	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1712436	1713200	-					tcyC		NCTC11427_01669	765		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1712436	1713200	-	VEF79688.1			amino acid ABC transporter ATP-binding protein	tcyC		NCTC11427_01669	765	254	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1713210	1713932	-					tcyL_1		NCTC11427_01670	723		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1713210	1713932	-	VEF79689.1			amino acid ABC transporter permease	tcyL_1		NCTC11427_01670	723	240	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1713936	1714628	-					tcyL_2		NCTC11427_01671	693		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1713936	1714628	-	VEF79690.1			amino acid ABC transporter permease	tcyL_2		NCTC11427_01671	693	230	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1714661	1715539	-					tcyJ		NCTC11427_01672	879		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1714661	1715539	-	VEF79691.1			amino acid ABC transporter substrate-binding protein	tcyJ		NCTC11427_01672	879	292	
gene	protein_coding	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1715551	1716549	-							NCTC11427_01673	999		
CDS	with_protein	GCA_900637025.1	Primary Assembly	chromosome		LR134336.1	1715551	1716549	-	VEF79692.1			uroporphyrinogen decarboxylase			NCTC11427_01673	999	332	
